Date,PGHH
2014-08-11,4629.25
2014-08-12,4686.75
2014-08-13,4803.55
2014-08-14,4961.95
2014-08-18,5068.0
2014-08-19,5183.4
2014-08-20,5391.3
2014-08-21,5433.1
2014-08-22,5279.15
2014-08-25,5298.1
2014-08-26,5349.95
2014-08-27,5396.95
2014-08-28,5303.85
2014-09-01,5245.1
2014-09-02,5247.55
2014-09-03,5237.6
2014-09-04,5200.55
2014-09-05,5185.1
2014-09-08,5064.85
2014-09-09,5031.2
2014-09-10,5022.25
2014-09-11,5043.85
2014-09-12,4985.2
2014-09-15,4983.75
2014-09-16,4863.65
2014-09-17,4867.6
2014-09-18,4886.95
2014-09-19,4862.8
2014-09-22,4853.75
2014-09-23,4847.2
2014-09-24,4854.0
2014-09-25,5021.25
2014-09-26,5110.4
2014-09-29,5367.4
2014-09-30,5377.5
2014-10-01,5350.0
2014-10-07,5269.5
2014-10-08,5374.75
2014-10-09,5391.85
2014-10-10,5339.3
2014-10-13,5297.25
2014-10-14,5299.45
2014-10-16,5200.3
2014-10-17,5177.2
2014-10-20,5216.5
2014-10-21,5200.05
2014-10-22,5160.5
2014-10-23,5217.7
2014-10-27,5217.1
2014-10-28,5208.6
2014-10-29,5417.35
2014-10-30,5322.2
2014-10-31,5398.1
2014-11-03,5502.9
2014-11-05,5613.35
2014-11-07,5833.55
2014-11-10,5776.3
2014-11-11,5697.65
2014-11-12,5678.75
2014-11-13,5685.45
2014-11-14,5691.6
2014-11-17,5758.2
2014-11-18,5714.55
2014-11-19,5660.5
2014-11-20,5765.05
2014-11-21,5624.6
2014-11-24,5609.75
2014-11-25,5563.15
2014-11-26,5614.15
2014-11-27,5644.85
2014-11-28,5576.95
2014-12-01,5525.45
2014-12-02,5526.95
2014-12-03,5715.1
2014-12-04,5765.25
2014-12-05,6036.6
2014-12-08,5938.8
2014-12-09,5829.85
2014-12-10,5859.65
2014-12-11,5877.35
2014-12-12,5841.6
2014-12-15,5814.55
2014-12-16,5802.45
2014-12-17,5709.35
2014-12-18,5719.45
2014-12-19,5800.25
2014-12-22,5776.45
2014-12-23,5891.55
2014-12-24,5863.65
2014-12-26,5814.4
2014-12-29,5818.7
2014-12-30,5784.75
2014-12-31,5795.15
