Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
METALFORGE,0.0,0.0114,0.0107,0.1544,0.998,0.7953
PAISALO,0.1037,0.285,0.0585,0.0445,0.0229,0.0935
TFCILTD,0.0,0.0,0.0,0.1706,0.4797,0.5682
SELAN,0.0,0.0048,0.0003,0.2036,0.3818,0.169
NLCINDIA,0.0,0.0,0.0003,0.2589,0.6256,0.2641
PARSVNATH,0.0,0.0381,0.6475,0.0893,0.5645,0.543
TATASPONGE,0.0686,0.9652,0.111,0.0559,0.7096,0.9856
ITC,0.0,0.126,0.0028,0.3589,0.2649,0.0569
NATIONALUM,0.0121,0.2854,0.4594,0.2208,0.9803,0.0011
WABAG,0.0,0.0455,0.3101,0.1289,0.3619,0.2973
GVKPIL,0.0,0.0288,0.0002,0.3594,0.7706,0.0007
IBVENTURES,0.0,0.0001,0.0003,0.2328,0.0267,0.8649
RKDL,0.0723,0.0426,0.0282,0.0185,0.1487,0.5968
FACT,0.0046,0.24,0.0044,0.1551,0.8908,0.1792
ASTRAMICRO,0.0014,0.0072,0.0535,0.0738,0.0564,0.4721
RUSHIL,0.033,0.0179,0.0307,0.0869,0.1375,0.0515
RICOAUTO,0.0,0.0011,0.0672,0.1504,0.1641,0.3127
POWERGRID,0.0,0.4314,0.8538,0.1808,0.8512,0.5078
MAGMA,0.0002,0.5528,0.4594,0.0819,0.9447,0.3452
KSK,0.0,0.0022,0.0097,0.1152,0.2877,0.8491
SHOPERSTOP,0.0,0.1513,0.6421,0.1003,0.5769,0.9648
ABB,0.0,0.0309,0.8394,0.27,0.2315,0.0413
MTNL,0.0003,0.0079,0.0003,0.2238,0.8194,0.0172
INDIACEM,0.0002,0.2565,0.1225,0.2364,0.4068,0.4592
OPTOCIRCUI,0.0001,0.1268,0.0175,0.2555,0.6192,0.0013
DEEPIND,0.0,0.0007,0.002,0.1098,0.5359,0.1021
HOTELEELA,0.0,0.0023,0.0007,0.1801,0.514,0.3088
RSWM,0.0001,0.0028,0.0,0.206,0.1255,0.971
ADANIENT,0.0,0.2237,0.0052,0.3774,0.4366,0.2071
UGARSUGAR,0.004,0.0214,0.019,0.0605,0.9132,0.9811
GANESHHOUC,0.0,0.0,0.0007,0.2475,0.6067,0.4711
OMAXAUTO,0.0175,0.0515,0.0949,0.0559,0.8915,0.2813
JISLJALEQS,0.0,0.712,0.2708,0.3589,0.3909,0.0463
TDPOWERSYS,0.2714,0.1869,0.0424,0.0144,0.5372,0.9992
EICHERMOT,0.0014,0.1218,0.022,0.0836,0.0225,0.7998
SIYSIL,0.0,0.0,0.0009,0.1546,0.4824,0.8371
BATAINDIA,0.0,0.0364,0.0102,0.2286,0.2273,0.0176
HEXATRADEX,0.0,0.0347,0.1632,0.1599,0.991,0.1768
SITINET,0.0,0.0004,0.0141,0.3161,0.7724,0.7888
EMAMILTD,0.0015,0.6376,0.728,0.0538,0.8527,0.8078
FDC,0.0001,0.0003,0.0064,0.0909,0.0307,0.786
CUMMINSIND,0.0,0.0513,0.0186,0.134,0.6967,0.9487
NITINFIRE,0.0106,0.1153,0.0564,0.0536,0.6788,0.8114
MONSANTO,0.0,0.0039,0.1457,0.0912,0.0854,0.6548
JSL,0.0,0.0003,0.0,0.2586,0.4473,0.8329
AKSHOPTFBR,0.347,0.6628,0.0375,0.0326,0.9812,0.9083
RAYMOND,0.0,0.0206,0.067,0.4877,0.8358,0.233
CORPBANK,0.0,0.0129,0.6781,0.3955,0.2669,0.0716
OBEROIRLTY,0.0,0.1467,0.2987,0.1921,0.8936,0.3317
BALKRISIND,0.0001,0.0008,0.0663,0.1117,0.1229,0.1567
SSWL,0.0,0.0153,0.1124,0.118,0.7832,0.9346
NAHARSPING,0.0,0.0019,0.0008,0.2139,0.0363,0.8336
IL&FSENGG,0.0001,0.0001,0.0,0.2235,0.6412,0.0764
NECLIFE,0.0001,0.0195,0.0322,0.1025,0.5126,0.7229
GENESYS,0.0008,0.2463,0.0903,0.0721,0.6552,0.4572
LEEL,0.0,0.0001,0.0058,0.1741,0.8201,0.1818
BEML,0.0,0.0001,0.0056,0.3223,0.3739,0.0537
AMBUJACEM,0.0,0.3234,0.2853,0.2745,0.9844,0.0326
SHREECEM,0.0,0.0571,0.4434,0.1855,0.8178,0.0006
TULSI,0.0418,0.0139,0.0978,0.0186,0.9185,0.9098
ALKALI,0.0001,0.0001,0.0007,0.1176,0.9802,0.942
NAUKRI,0.0092,0.4412,0.5003,0.0165,0.1446,0.3418
BSLGOLDETF,0.0301,0.2155,0.2563,0.017,0.879,0.8342
SOLARINDS,0.0058,0.143,0.5887,0.0156,0.7647,0.1967
PNB,0.0,0.5968,0.5928,0.5419,0.9476,0.0062
FEDDERELEC,0.0,0.0005,0.0036,0.1621,0.9876,0.284
PREMIER,0.0,0.0,0.0,0.1896,0.4665,0.7501
CADILAHC,0.0035,0.0588,0.0034,0.0575,0.8185,0.0021
TECHM,0.0002,0.487,0.1062,0.0615,0.0046,0.0814
MAHINDCIE,0.0219,0.294,0.1268,0.0228,0.7229,0.2767
KEI,0.0002,0.0001,0.0007,0.1899,0.6592,0.0231
COMPUSOFT,0.0001,0.0311,0.1393,0.1186,0.7845,0.1593
KEC,0.0,0.0,0.195,0.1814,0.3475,0.2138
GOKUL,0.0003,0.0004,0.0087,0.0799,0.3678,0.9564
MUNJALAU,0.0,0.0,0.0345,0.1459,0.2564,0.546
VARDHACRLC,0.0216,0.0284,0.585,0.0223,0.1102,0.5778
BAJAJELEC,0.0,0.0003,0.0685,0.1362,0.3075,0.1747
INDRAMEDCO,0.0,0.001,0.2959,0.1327,0.3074,0.1616
ZEEL,0.0,0.7225,0.0869,0.1596,0.2934,0.3265
BLUESTARCO,0.0,0.009,0.6599,0.1507,0.6171,0.995
HCLTECH,0.0001,0.7863,0.8156,0.0687,0.0049,0.0472
DLF,0.0,0.1289,0.0503,0.4748,0.6328,0.0008
JINDALSAW,0.0,0.2034,0.221,0.4022,0.2248,0.0001
APARINDS,0.0,0.0006,0.0014,0.156,0.427,0.827
HINDMOTORS,0.0013,0.0558,0.145,0.1189,0.4971,0.0435
WELSPUNIND,0.0001,0.0088,0.1701,0.0822,0.182,0.731
NTPC,0.0,0.6793,0.3518,0.2119,0.7021,0.6277
ESSELPACK,0.0001,0.0012,0.0076,0.2008,0.0555,0.0076
SIEMENS,0.0,0.517,0.8372,0.3121,0.4297,0.09
KIRLOSENG,0.3759,0.5067,0.8549,-0.0129,0.772,0.7864
RNAVAL,0.0278,0.0159,0.0239,0.0302,0.0664,0.7788
ASSAMCO,0.0016,0.0499,0.4986,0.1192,0.2531,0.0073
PRSMJOHNSN,0.0,0.0074,0.7962,0.1957,0.8175,0.0119
TEXMOPIPES,0.0,0.0,0.0,0.2068,0.5733,0.0427
AVTNPL,0.502,0.2717,0.2323,0.0391,0.4375,0.6335
SUNILHITEC,0.0,0.0,0.0,0.3546,0.4533,0.3079
MRF,0.0,0.5319,0.0081,0.3162,0.0358,0.5198
GUJALKALI,0.0262,0.6659,0.89,0.0102,0.4844,0.5193
GOLDBEES,0.0155,0.9017,0.2719,0.0235,0.8548,0.2397
ESABINDIA,0.0019,0.2192,0.4523,0.0659,0.267,0.1039
SELMCL,0.0016,0.0021,0.0003,0.1019,0.8558,0.9632
RESPONIND,0.2647,0.8254,0.041,0.031,0.6986,0.5481
SOBHA,0.0,0.0064,0.0135,0.1711,0.998,0.0115
VIDEOIND,0.1147,0.4377,0.0,0.1353,0.4873,0.3034
RAMCOCEM,0.0,0.0326,0.3706,0.1511,0.9443,0.0467
TRITURBINE,0.0,0.0014,0.0904,0.1102,0.539,0.9038
GREAVESCOT,0.0,0.0132,0.0703,0.1158,0.8103,0.5155
LUPIN,0.0006,0.4449,0.9268,0.0932,0.0592,0.1433
EROSMEDIA,0.0,0.0,0.0039,0.2776,0.509,0.3604
GLOBOFFS,0.0004,0.0076,0.0836,0.0573,0.1211,0.7851
GAYAPROJ,0.0,0.0023,0.0053,0.1398,0.6038,0.5298
JPPOWER,0.0,0.7045,0.935,0.2925,0.9246,0.0003
MBLINFRA,0.0001,0.0001,0.0004,0.1384,0.5157,0.4463
WELENT,0.0001,0.0,0.0,0.128,0.6466,0.0063
TIDEWATER,0.0,0.0036,0.0272,0.2112,0.4478,0.4744
AARTIIND,0.0002,0.0831,0.0129,0.0978,0.6176,0.406
SANWARIA,0.0003,0.1814,0.5533,0.0783,0.0814,0.5956
QGOLDHALF,0.0334,0.5245,0.3097,0.0093,0.9895,0.6592
JPASSOCIAT,0.0,0.1603,0.9962,0.5936,0.9254,0.0
HBLPOWER,0.0263,0.0401,0.507,0.0508,0.6052,0.0722
20MICRONS,0.5743,0.7371,0.3693,0.0005,0.0643,0.544
NDTV,0.0005,0.0575,0.0256,0.1617,0.2431,0.0405
MBECL,0.0,0.0,0.0372,0.3095,0.7374,0.0003
UNITECH,0.0,0.3915,0.0,0.5326,0.2347,0.005
AMARAJABAT,0.0001,0.1809,0.4398,0.0754,0.0813,0.4036
SBIN,0.0,0.0319,0.8458,0.4593,0.5505,0.0586
PANACEABIO,0.0002,0.229,0.0682,0.1071,0.6704,0.7599
SUBROS,0.003,0.0243,0.0226,0.0746,0.5706,0.6322
MADHUCON,0.0,0.0,0.0,0.3456,0.6963,0.5508
IDEA,0.0027,0.0799,0.1736,0.1686,0.1485,0.0665
TREEHOUSE,0.0,0.0003,0.0003,0.257,0.6973,0.0351
KAJARIACER,0.0,0.3617,0.6971,0.1136,0.1498,0.0498
BBL,0.0,0.0149,0.3822,0.2433,0.9757,0.0028
SWARAJENG,0.0,0.0045,0.01,0.1355,0.0443,0.6708
DREDGECORP,0.0734,0.0091,0.0076,0.2533,0.0704,0.0
KRBL,0.0,0.0041,0.0336,0.1666,0.0743,0.2821
HMT,0.0,0.0103,0.0001,0.2736,0.7739,0.0158
SHANTIGEAR,0.0002,0.0139,0.0005,0.1008,0.6357,0.1306
JKLAKSHMI,0.0,0.0002,0.019,0.1581,0.5051,0.756
OIL,0.0,0.7132,0.9729,0.2491,0.5938,0.0422
BHARATFORG,0.0,0.8168,0.4643,0.2077,0.0889,0.0136
PSL,0.0,0.0017,0.0345,0.2446,0.1985,0.0652
IGL,0.0,0.0484,0.0329,0.1361,0.3188,0.8795
IDFC,0.0,0.9357,0.9285,0.4765,0.8263,0.0358
JMFINANCIL,0.0,0.0089,0.0278,0.3018,0.1425,0.7286
PETRONET,0.0,0.0509,0.0077,0.3136,0.8379,0.645
VISASTEEL,0.0371,0.1638,0.9796,0.0337,0.2275,0.1168
CYIENT,0.3098,0.0738,0.2302,-0.0028,0.0072,0.4423
PNBGILTS,0.0,0.1029,0.2114,0.1443,0.4447,0.3104
GREENPLY,0.0012,0.0037,0.0007,0.0957,0.298,0.8431
MUTHOOTFIN,0.0016,0.408,0.4517,0.1232,0.7247,0.0414
BAJFINANCE,0.0,0.0309,0.1292,0.2617,0.2137,0.3266
IBREALEST,0.0,0.2776,0.0001,0.5704,0.6968,0.1672
VOLTAMP,0.0002,0.0136,0.2209,0.0791,0.4849,0.5385
RATNAMANI,0.0411,0.0096,0.0352,0.0176,0.6286,0.3303
FIEMIND,0.0301,0.0996,0.2972,0.0139,0.0253,0.9704
KOHINOOR,0.0003,0.0024,0.0212,0.0885,0.1489,0.6349
ELGIEQUIP,0.0066,0.0305,0.0192,0.0365,0.8437,0.2582
DABUR,0.0,0.1504,0.4915,0.1286,0.1011,0.0607
ASHOKLEY,0.0,0.1476,0.1264,0.2354,0.7244,0.0166
SRTRANSFIN,0.0,0.4628,0.4692,0.2046,0.8362,0.0233
SUNDRMFAST,0.0,0.0002,0.0108,0.1977,0.4076,0.7477
IVC,0.0091,0.5868,0.945,0.0252,0.4706,0.8367
ZYLOG,0.0,0.0,0.0026,0.149,0.1823,0.4936
SYMPHONY,0.0026,0.1363,0.5073,0.0286,0.1718,0.5635
NFL,0.0004,0.0194,0.0009,0.3225,0.1048,0.0
UNITEDBNK,0.0,0.0034,0.0092,0.3562,0.1214,0.0215
CENTURYTEX,0.0,0.1532,0.0135,0.5847,0.7029,0.0027
NCLIND,0.0078,0.0101,0.0174,0.0673,0.5939,0.4946
ASTRAL,0.3676,0.0388,0.4907,0.0046,0.5225,0.8854
RPOWER,0.0,0.3293,0.0,0.7088,0.8453,0.0
HINDCOPPER,0.006,0.261,0.2796,0.3672,0.9495,0.0
PENINLAND,0.0,0.0,0.0,0.3696,0.8968,0.8382
JAGRAN,0.0001,0.0175,0.0446,0.0824,0.8675,0.4776
MTEDUCARE,0.0009,0.0282,0.0009,0.1312,0.7629,0.6981
APOLLOHOSP,0.0,0.0136,0.755,0.1522,0.2685,0.0004
TANTIACONS,0.0031,0.0012,0.1123,0.041,0.5703,0.8339
AJANTPHARM,0.0048,0.2411,0.4423,0.0326,0.0397,0.7888
GILLETTE,0.0035,0.1698,0.3443,0.0247,0.8383,0.1953
CLNINDIA,0.0011,0.0434,0.0295,0.0522,0.7263,0.2358
PAPERPROD,0.0,0.0,0.0939,0.1948,0.1819,0.3853
MCDOWELL-N,0.0,0.6073,0.1535,0.1549,0.2069,0.3719
VOLTAS,0.0,0.7904,0.2118,0.2824,0.2144,0.002
HIMATSEIDE,0.0,0.0,0.0001,0.2413,0.0357,0.5402
SWELECTES,0.0014,0.0025,0.0018,0.1193,0.0492,0.2969
KWALITY,0.0125,0.1046,0.2788,0.0433,0.6734,0.3987
BALLARPUR,0.0,0.0,0.0,0.2165,0.6613,0.3467
JKIL,0.5063,0.3245,0.0379,0.0238,0.6469,0.5344
POLYMED,0.3888,0.6407,0.3485,-0.0014,0.8469,0.849
AMRUTANJAN,0.0,0.0,0.0011,0.2188,0.5962,0.9839
JYOTISTRUC,0.0,0.0085,0.0004,0.3051,0.8084,0.0017
RCOM,0.0014,0.0,0.0,0.8864,0.2614,0.1871
DALMIASUG,0.0584,0.0818,0.0054,0.0986,0.8212,0.1244
JUBLINDS,0.0036,0.0184,0.001,0.1448,0.2667,0.1455
GODREJCP,0.0,0.5724,0.2337,0.0931,0.2598,0.1897
GSFC,0.0,0.1515,0.1152,0.1106,0.7791,0.0298
IL&FSTRANS,0.0,0.0,0.0035,0.3286,0.6162,0.0001
APOLLOTYRE,0.0007,0.256,0.0297,0.1226,0.2929,0.651
ANSALAPI,0.0,0.0005,0.0,0.5075,0.895,0.0018
SUNTV,0.0,0.8774,0.0109,0.2364,0.8209,0.0124
HIL,0.0,0.0,0.0,0.2552,0.2167,0.4897
PRAJIND,0.0,0.0189,0.0191,0.2384,0.366,0.012
INDIANHUME,0.0,0.0193,0.0288,0.1638,0.4748,0.0992
RENUKA,0.0,0.0203,0.0,0.3434,0.8532,0.0894
GLENMARK,0.0008,0.5892,0.2084,0.0655,0.7978,0.0585
WHEELS,0.0,0.0973,0.1576,0.1282,0.4527,0.4048
JKTYRE,0.0,0.0002,0.0,0.2252,0.0849,0.4746
WIPRO,0.016,0.8178,0.2473,0.0217,0.0837,0.9339
CHAMBLFERT,0.0,0.1123,0.0,0.3673,0.3937,0.0158
BASF,0.0001,0.01,0.1304,0.0857,0.6698,0.7573
KKCL,0.0178,0.0975,0.5416,0.0438,0.0176,0.1693
BAFNAPHARM,0.1542,0.5161,0.0717,0.0168,0.5431,0.4085
INDOCO,0.0023,0.0159,0.4885,0.0524,0.0043,0.346
GNFC,0.0,0.0,0.0,0.1727,0.5365,0.1667
NCC,0.0,0.0134,0.0,0.4438,0.9178,0.1729
GATI,0.0002,0.031,0.0068,0.1079,0.2739,0.7626
LINDEINDIA,0.1815,0.7088,0.6296,-0.0022,0.9147,0.8369
ABBOTINDIA,0.0002,0.1307,0.7967,0.0463,0.1545,0.6093
ZUARI,0.3249,0.2471,0.2358,0.0359,0.6203,0.0636
BANKBEES,0.0,0.0267,0.0848,0.5636,0.8107,0.7731
KERNEX,0.0,0.0,0.0,0.2647,0.9892,0.6911
ICRA,0.011,0.0509,0.2329,0.0501,0.2588,0.2752
HINDPETRO,0.0,0.8764,0.0845,0.3742,0.8422,0.2024
FINPIPE,0.0066,0.1958,0.0977,0.0971,0.0023,0.1413
NEULANDLAB,0.0011,0.0775,0.3145,0.052,0.0182,0.8951
BALMLAWRIE,0.0011,0.2419,0.8838,0.0797,0.5195,0.1608
J&KBANK,0.0,0.3809,0.4118,0.2625,0.398,0.0303
IFBIND,0.005,0.0011,0.0,0.1848,0.7644,0.1026
ADORWELD,0.0,0.6482,0.5356,0.1655,0.6118,0.0968
PSUBNKBEES,0.0,0.5279,0.7473,0.1662,0.7476,0.4923
GIPCL,0.0011,0.0012,0.0284,0.1056,0.4682,0.1179
ZYDUSWELL,0.0,0.0283,0.0115,0.0914,0.6943,0.0011
PTC,0.0,0.0186,0.0159,0.4124,0.4312,0.0517
UPL,0.0,0.3606,0.0689,0.2225,0.0527,0.46
TI,0.0,0.0,0.003,0.2235,0.6242,0.0334
PGHH,0.0022,0.1926,0.4294,0.0318,0.2889,0.393
TATACHEM,0.0,0.1512,0.0347,0.2459,0.612,0.8982
REPRO,0.0,0.0167,0.0093,0.1248,0.9569,0.8107
KARURVYSYA,0.0,0.0035,0.011,0.2957,0.3087,0.5437
DIVISLAB,0.0,0.2264,0.6085,0.1176,0.2438,0.9466
CUB,0.0,0.1083,0.2505,0.1488,0.6784,0.4843
JMCPROJECT,0.0005,0.053,0.2361,0.105,0.8413,0.123
GUJAPOLLO,0.0004,0.0867,0.3519,0.0408,0.8754,0.1407
SUNPHARMA,0.0053,0.6639,0.5083,0.0525,0.8887,0.8966
SCHAEFFLER,0.0004,0.0006,0.0751,0.0631,0.4297,0.9846
ABAN,0.0,0.049,0.087,0.2601,0.3142,0.2707
BHUSANSTL,0.001,0.4218,0.6247,0.1094,0.4052,0.6252
VSTTILLERS,0.0,0.0225,0.4754,0.134,0.0152,0.5437
KOTAKGOLD,0.0173,0.9369,0.4467,0.018,0.9062,0.287
IPCALAB,0.0085,0.1778,0.0014,0.0706,0.1835,0.0028
MHRIL,0.0,0.0001,0.0017,0.1506,0.8588,0.7366
3MINDIA,0.0,0.0559,0.4594,0.055,0.9968,0.1074
HDFC,0.0,0.9036,0.0212,0.4556,0.5962,0.0066
GLOBUSSPR,0.0,0.0002,0.0016,0.2252,0.9932,0.277
TRIDENT,0.0,0.0,0.0013,0.1397,0.0243,0.9403
RALLIS,0.0,0.1026,0.1554,0.1263,0.254,0.6557
JKCEMENT,0.0003,0.219,0.1998,0.1054,0.3534,0.5203
KITEX,0.0001,0.0039,0.0152,0.077,0.173,0.4236
VGUARD,0.0016,0.7007,0.4135,0.057,0.898,0.2146
BANKBARODA,0.0,0.0356,0.4293,0.4619,0.9983,0.0018
KOTAKPSUBK,0.0,0.5095,0.6244,0.4233,0.6915,0.0023
MAHSCOOTER,0.0036,0.0628,0.1027,0.0515,0.9919,0.8686
SABTN,0.0556,0.2217,0.0972,0.0394,0.5476,0.5426
MANAPPURAM,0.0053,0.029,0.0017,0.1151,0.5963,0.3864
BERGEPAINT,0.004,0.3451,0.8405,0.0692,0.067,0.1516
CENTENKA,0.0,0.0005,0.0,0.346,0.054,0.0069
AXISGOLD,0.1345,0.6674,0.2408,0.0015,0.9591,0.8992
