Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
PUNJLLOYD,0.0,0.0001,0.0,0.4234,0.7315,0.4001
IOLCP,0.0105,0.0072,0.104,0.0963,0.2239,0.0241
SCI,0.0,0.0,0.0002,0.4252,0.2725,0.6777
DHARSUGAR,0.1195,0.0433,0.1079,0.0462,0.4627,0.184
PIIND,0.0,0.6986,0.6987,0.1407,0.2681,0.6595
BAJAJHLDNG,0.0056,0.505,0.9394,0.06,0.4961,0.0117
RAMKY,0.0012,0.0,0.0,0.2958,0.3893,0.8427
ASTRAZEN,0.003,0.1583,0.4293,0.0618,0.3199,0.5665
MIRZAINT,0.0,0.0007,0.0047,0.3528,0.0652,0.0168
SURYAROSNI,0.0,0.0003,0.0081,0.4007,0.3564,0.9404
VESUVIUS,0.0,0.2339,0.0407,0.1919,0.4253,0.34
DIAPOWER,0.0004,0.9438,0.0059,0.1606,0.9266,0.2245
VEDL,0.0,0.4818,0.9908,0.419,0.5263,0.0
PRAENG,0.0012,0.04,0.0533,0.1121,0.8477,0.7085
HITECHCORP,0.0005,0.0,0.0144,0.185,0.6245,0.4175
EXIDEIND,0.0,0.9332,0.1597,0.2255,0.7598,0.6348
STARPAPER,0.0008,0.0015,0.0094,0.1687,0.3882,0.0538
KSCL,0.0002,0.5867,0.8574,0.0618,0.2267,0.9541
WEIZFOREX,0.0,0.4834,0.3507,0.1395,0.8635,0.6133
HANUNG,0.0185,0.0056,0.0642,0.0827,0.5687,0.8124
BEPL,0.0002,0.0345,0.0687,0.1339,0.2193,0.2204
KOTAKBKETF,0.0,0.007,0.2653,0.5192,0.4118,0.2517
FINCABLES,0.0,0.0161,0.2549,0.1819,0.8496,0.2361
BGRENERGY,0.0,0.0,0.0002,0.4281,0.669,0.0279
TECHNO,0.0,0.0471,0.0706,0.1679,0.3709,0.0879
RAJSREESUG,0.0282,0.0006,0.0062,0.1306,0.4322,0.0261
APTECHT,0.0,0.0,0.0009,0.4489,0.5396,0.8018
NOIDATOLL,0.0002,0.3937,0.9073,0.0681,0.4111,0.2546
LYPSAGEMS,0.2912,0.7491,0.2829,0.0121,0.0355,0.3106
NELCO,0.0,0.0013,0.0,0.2939,0.4112,0.5015
GRASIM,0.0,0.1892,0.2957,0.3748,0.1269,0.2424
SUNTECK,0.0,0.5992,0.6185,0.1064,0.919,0.3304
UCOBANK,0.0,0.0053,0.0,0.5557,0.8,0.3031
PDPL,0.0944,0.0033,0.0007,0.1198,0.3665,0.355
KOTAKBANK,0.0,0.1679,0.4089,0.1352,0.9369,0.2165
SATHAISPAT,0.0005,0.0534,0.094,0.1125,0.8851,0.5813
DICIND,0.0,0.1174,0.0415,0.2475,0.0483,0.461
TV18BRDCST,0.0,0.0625,0.0364,0.1862,0.2231,0.6286
DPL,0.6978,0.5765,0.5269,-0.0067,0.0,0.7503
PDSMFL,0.0002,0.0488,0.024,0.1516,0.4138,0.2791
ASHOKA,0.0,0.0795,0.1664,0.248,0.3383,0.0186
MAHSEAMLES,0.0041,0.0176,0.0337,0.1073,0.5311,0.5343
BHARATGEAR,0.0,0.0468,0.039,0.1776,0.3799,0.6397
ORIENTCEM,0.0,0.0215,0.1463,0.1867,0.9664,0.5323
MOTILALOFS,0.0,0.3682,0.8841,0.1894,0.4585,0.002
GMDCLTD,0.0,0.0,0.1141,0.2863,0.1944,0.0001
WEBELSOLAR,0.0,0.0068,0.159,0.1475,0.1615,0.0968
INSECTICID,0.0,0.2202,0.0456,0.1804,0.2241,0.2352
FSL,0.0,0.0048,0.0979,0.252,0.4656,0.5803
TATAMTRDVR,0.0,0.9098,0.2881,0.3934,0.598,0.0118
NUTEK,0.1459,0.4491,0.7778,-0.0037,0.7174,0.7482
KOLTEPATIL,0.0,0.0232,0.0006,0.305,0.8796,0.0247
PIONEEREMB,0.0027,0.016,0.0036,0.1476,0.0292,0.2593
DOLPHINOFF,0.0,0.0,0.0082,0.2987,0.5893,0.3601
PRESTIGE,0.0,0.1744,0.6358,0.1539,0.6728,0.5885
INFINITE,0.0002,0.1165,0.1607,0.1104,0.4034,0.9109
INOXLEISUR,0.0,0.0006,0.1642,0.2499,0.4879,0.5372
VINDHYATEL,0.0,0.0493,0.8983,0.2069,0.1138,0.1813
UNIONBANK,0.0,0.0003,0.0002,0.4707,0.5941,0.5513
ALCHEM,0.0057,0.0561,0.0927,0.0882,0.7364,0.1891
REVATHI,0.0005,0.0235,0.6315,0.0837,0.2106,0.4479
ASTEC,0.0,0.0506,0.8097,0.2042,0.093,0.6638
AMJLAND,0.0574,0.0006,0.3007,0.0727,0.1181,0.2657
KAUSHALYA,0.0085,0.0013,0.0002,0.1778,0.7792,0.106
ATULAUTO,0.0,0.0082,0.0146,0.2694,0.5627,0.3446
GRAVITA,0.0,0.0285,0.001,0.2702,0.3632,0.7433
SJVN,0.0001,0.2133,0.1888,0.1252,0.0918,0.4378
TORNTPHARM,0.0,0.2469,0.0443,0.1667,0.3698,0.9476
INDLMETER,0.0002,0.0021,0.0352,0.1529,0.1244,0.5589
CHOLAFIN,0.0015,0.2045,0.492,0.0661,0.1617,0.4777
PRAKASHCON,0.5013,0.0001,0.0456,0.0758,0.3071,0.0196
ATUL,0.0,0.0009,0.236,0.2563,0.6712,0.859
NEXTMEDIA,0.0023,0.0037,0.0265,0.1234,0.8052,0.8464
APCOTEXIND,0.0001,0.0236,0.6269,0.0872,0.274,0.3184
SHIVAMAUTO,0.0,0.2025,0.4653,0.1154,0.935,0.0834
SEAMECLTD,0.0128,0.0283,0.0426,0.0877,0.8686,0.4545
RANEHOLDIN,0.0001,0.4761,0.2716,0.1114,0.9584,0.3294
MANAKSIA,0.0002,0.4807,0.2006,0.1158,0.6348,0.7105
BAGFILMS,0.0,0.0,0.2357,0.1648,0.9877,0.4512
ASIANPAINT,0.0,0.3521,0.1457,0.3454,0.381,0.2215
GODFRYPHLP,0.0084,0.1059,0.0193,0.1003,0.0525,0.6196
MANINFRA,0.0,0.2172,0.007,0.31,0.2142,0.0573
BROOKS,0.0001,0.0036,0.3766,0.1223,0.3244,0.5877
EIDPARRY,0.0001,0.0127,0.0597,0.144,0.9072,0.9932
GEPIL,0.0,0.0331,0.5126,0.2515,0.6833,0.2833
EDELWEISS,0.0,0.2649,0.0614,0.3146,0.6542,0.0172
NOCIL,0.0,0.0147,0.2247,0.3526,0.1878,0.8207
HCL-INSYS,0.0,0.0,0.0001,0.3167,0.8899,0.9434
ORIENTABRA,0.2274,0.0398,0.4995,0.0187,0.0282,0.1806
JKPAPER,0.0,0.0001,0.002,0.2608,0.351,0.5632
PARACABLES,0.0211,0.3487,0.2257,0.0553,0.099,0.1309
ICICIGOLD,0.0794,0.8227,0.6719,-0.0009,0.8393,0.9579
INDTERRAIN,0.1541,0.8479,0.5347,0.0157,0.4694,0.0961
SHILPAMED,0.0035,0.0001,0.1498,0.1167,0.4913,0.5104
SOUTHBANK,0.0,0.127,0.0183,0.3094,0.3064,0.6232
XPROINDIA,0.9628,0.0,0.0005,0.103,0.5503,0.9066
RAMCOIND,0.0,0.0893,0.0125,0.2835,0.1617,0.5024
ANSALHSG,0.0004,0.0159,0.0009,0.1858,0.8401,0.9351
HIKAL,0.0836,0.0001,0.7388,0.0644,0.2497,0.0445
ZEELEARN,0.1426,0.0039,0.1859,0.0456,0.4148,0.9659
PGIL,0.0113,0.0688,0.4819,0.0461,0.6587,0.6203
BHARTIARTL,0.0,0.9584,0.002,0.1885,0.6397,0.0115
SAKSOFT,0.1736,0.0,0.0001,0.1561,0.1765,0.1042
LPDC,0.1288,0.6196,0.013,0.0635,0.7363,0.238
LAOPALA,0.0482,0.0528,0.0396,0.0706,0.4534,0.2995
IMPAL,0.0002,0.8051,0.5581,0.0592,0.9527,0.4492
GOACARBON,0.0,0.0,0.6221,0.2184,0.7882,0.0603
HITECHGEAR,0.0,0.0045,0.0649,0.3145,0.7529,0.1867
ELECTHERM,0.0946,0.0571,0.123,0.0416,0.2125,0.7754
DCBBANK,0.0,0.9915,0.0758,0.2146,0.4169,0.0045
SUPRAJIT,0.0001,0.7844,0.1679,0.123,0.5955,0.6143
SURYALAXMI,0.0,0.0852,0.101,0.1529,0.4517,0.7471
TRIL,0.0011,0.0,0.0012,0.2118,0.9122,0.2536
MIRCELECTR,0.0001,0.0057,0.0583,0.1575,0.234,0.1756
SHAKTIPUMP,0.0,0.0009,0.1383,0.2347,0.4651,0.8265
HARRMALAYA,0.0,0.0109,0.0002,0.2511,0.4624,0.3773
ISMTLTD,0.0005,0.0,0.0009,0.2201,0.2063,0.313
TATAPOWER,0.0,0.1956,0.0009,0.3598,0.5976,0.744
CANDC,0.1183,0.4187,0.0009,0.103,0.3314,0.0791
SRIPIPES,0.0,0.0006,0.0537,0.2211,0.0867,0.0343
MANINDS,0.0,0.0111,0.0018,0.2383,0.2969,0.7642
GILLANDERS,0.0,0.0136,0.1684,0.1495,0.604,0.1562
UCALFUEL,0.0,0.0006,0.0,0.3272,0.7752,0.7667
GRUH,0.0,0.9187,0.6748,0.1495,0.7451,0.7564
A2ZINFRA,0.0,0.0001,0.0008,0.2595,0.3755,0.3381
HEIDELBERG,0.0,0.0001,0.8967,0.3686,0.8342,0.7085
VMART,0.0033,0.1457,0.1408,0.0795,0.5078,0.9596
CESC,0.0,0.3445,0.0352,0.2412,0.8247,0.8321
CELEBRITY,0.0107,0.0026,0.0115,0.1181,0.6181,0.2154
SMARTLINK,0.0,0.005,0.0499,0.1988,0.7934,0.1405
TIRUMALCHM,0.0001,0.0053,0.0159,0.1767,0.074,0.1426
RUCHISOYA,0.0,0.0065,0.0871,0.234,0.7786,0.0749
MANGCHEFER,0.0107,0.3532,0.1487,0.0654,0.2133,0.3677
TNPL,0.0,0.0178,0.4505,0.3165,0.006,0.1795
ONMOBILE,0.0,0.0029,0.0026,0.2333,0.1917,0.6945
DQE,0.0001,0.0001,0.0023,0.2078,0.5826,0.4031
SUMEETINDS,0.0067,0.0101,0.5621,0.0601,0.972,0.3528
FLFL,0.0,0.0172,0.0102,0.2024,0.8281,0.7235
KSBPUMPS,0.0,0.041,0.5328,0.1862,0.7692,0.03
RAINBOWPAP,0.0857,0.0495,0.081,0.0485,0.2387,0.8183
MARKSANS,0.0,0.0007,0.0009,0.4429,0.31,0.0088
GEOJITFSL,0.0,0.1702,0.0713,0.1518,0.5492,0.9172
CANTABIL,0.0984,0.7103,0.0186,0.0611,0.1812,0.5423
MEGASOFT,0.0769,0.7012,0.0161,0.093,0.1606,0.0733
BAJAJ-AUTO,0.0,0.4681,0.0422,0.2314,0.3483,0.1953
SYNDIBANK,0.0,0.0067,0.0,0.5412,0.7138,0.6005
BARTRONICS,0.0005,0.0779,0.0152,0.1399,0.4634,0.7634
ADFFOODS,0.0014,0.0013,0.0002,0.1997,0.6243,0.1422
BRITANNIA,0.0,0.6949,0.6093,0.178,0.0595,0.0136
IMFA,0.0003,0.0389,0.6475,0.0854,0.6143,0.9783
KECL,0.0,0.0003,0.4724,0.1329,0.5517,0.885
CAPF,0.0,0.0458,0.5003,0.4423,0.5005,0.3982
OFSS,0.0,0.0791,0.1814,0.2108,0.4356,0.4819
GENUSPOWER,0.0,0.0119,0.0001,0.2733,0.0726,0.3517
DENABANK,0.0,0.5999,0.0,0.2917,0.2976,0.4396
SUNFLAG,0.0,0.0065,0.1833,0.1511,0.8521,0.5448
PBAINFRA,0.0105,0.0126,0.0008,0.1446,0.7852,0.7455
NUCLEUS,0.0,0.0148,0.2038,0.2531,0.7726,0.0158
GPPL,0.0,0.5251,0.6039,0.092,0.6057,0.0286
SMLISUZU,0.0,0.003,0.0001,0.3531,0.4289,0.0676
STCINDIA,0.0,0.0,0.0017,0.306,0.8354,0.0697
JSWENERGY,0.0,0.1501,0.182,0.3776,0.5064,0.9574
GULFOILLUB,0.0018,0.0005,0.2282,0.1101,0.8034,0.4922
DELTACORP,0.0,0.0006,0.0038,0.3716,0.8246,0.5663
JOCIL,0.0011,0.0199,0.1572,0.0987,0.2405,0.868
KAVVERITEL,0.1983,0.2422,0.5788,0.0109,0.459,0.2835
MOREPENLAB,0.0148,0.0,0.001,0.1847,0.1129,0.8808
APLAPOLLO,0.001,0.0012,0.0595,0.1316,0.0467,0.1535
VIKASECO,0.0,0.1969,0.1885,0.0839,0.0672,0.6449
HEROMOTOCO,0.0,0.1972,0.7811,0.2057,0.8896,0.6138
ARVIND,0.0,0.7092,0.0135,0.4229,0.1293,0.6788
IRB,0.0,0.9027,0.1572,0.4295,0.448,0.2391
DCMSHRIRAM,0.0013,0.052,0.0004,0.1772,0.9958,0.5652
MARALOVER,0.0,0.0081,0.0301,0.2411,0.1742,0.4397
OCL,0.0001,0.1008,0.1415,0.1478,0.8296,0.0079
M&M,0.0,0.0713,0.6934,0.308,0.2614,0.8951
HSCL,0.0022,0.0056,0.0002,0.1829,0.5923,0.6362
HILTON,0.0907,0.0536,0.0617,0.0627,0.8209,0.1039
CHENNPETRO,0.0001,0.0266,0.0754,0.1453,0.1184,0.0799
PANORAMUNI,0.0038,0.006,0.89,0.0651,0.511,0.0905
HDFCMFGETF,0.1475,0.5957,0.3973,0.0103,0.9488,0.9768
UBL,0.0,0.3354,0.9037,0.2587,0.5503,0.2031
INEOSSTYRO,0.0,0.0386,0.0281,0.3287,0.466,0.3557
BAJAJHIND,0.0015,0.0,0.0,0.2476,0.9031,0.1706
CORDSCABLE,0.003,0.0035,0.1985,0.0936,0.2357,0.204
MRO-TEK,0.0121,0.0115,0.0278,0.0971,0.2681,0.8201
CANFINHOME,0.0,0.3831,0.7549,0.1923,0.0576,0.0912
INFY,0.0098,0.2019,0.3065,0.0233,0.6786,0.2659
SARDAEN,0.0122,0.0003,0.0,0.2541,0.3114,0.2186
NIITTECH,0.0005,0.0408,0.6811,0.0597,0.2598,0.6429
ZUARIGLOB,0.002,0.0053,0.0285,0.1268,0.7564,0.2142
DHFL,0.0006,0.7876,0.5914,0.073,0.726,0.3811
AUTOIND,0.0,0.0,0.0,0.377,0.562,0.3187
IVZINGOLD,0.6072,0.6637,0.6457,-0.0063,0.6607,0.2815
MMTC,0.0,0.0079,0.0013,0.3086,0.9821,0.0142
HCC,0.0,0.0177,0.0,0.4048,0.8425,0.6639
AROGRANITE,0.0083,0.0264,0.1147,0.0791,0.6286,0.6221
RAIN,0.0006,0.0298,0.0081,0.1522,0.9892,0.3891
ORISSAMINE,0.0,0.0089,0.1143,0.2811,0.405,0.0828
SKMEGGPROD,0.0,0.0016,0.9504,0.2404,0.3936,0.4207
RPGLIFE,0.0,0.167,0.4201,0.117,0.0396,0.2128
CONCOR,0.0036,0.3858,0.105,0.0915,0.9681,0.0655
SHRIRAMCIT,0.0001,0.8099,0.2187,0.1332,0.901,0.0209
DALMIABHA,0.0,0.6169,0.4465,0.2237,0.0487,0.0147
INDSWFTLAB,0.0,0.0018,0.1029,0.2077,0.4714,0.0683
LAKSHMIEFL,0.0002,0.0,0.0016,0.2227,0.8746,0.3319
JCHAC,0.0,0.9797,0.55,0.1895,0.2456,0.0043
GLAXO,0.0001,0.0977,0.3289,0.1134,0.6498,0.3677
KALPATPOWR,0.0,0.0237,0.0171,0.3222,0.593,0.2163
KILITCH,0.0002,0.0001,0.0444,0.171,0.957,0.1944
BRFL,0.0,0.0027,0.9169,0.1296,0.4286,0.055
ACCELYA,0.0,0.0,0.7553,0.1512,0.3599,0.5899
JINDRILL,0.0,0.0,0.2901,0.227,0.476,0.0526
TATACOMM,0.0,0.2123,0.0097,0.3797,0.5474,0.9763
AHLUCONT,0.0,0.0001,0.0707,0.3186,0.8571,0.1014
CEBBCO,0.0004,0.0001,0.0001,0.2324,0.5098,0.0482
GODREJIND,0.0,0.0237,0.5021,0.3748,0.0427,0.4382
TATAMOTORS,0.0,0.152,0.0893,0.3518,0.5122,0.0001
UTTAMSUGAR,0.3948,0.0055,0.0055,0.0826,0.2021,0.0288
FELDVR,0.0004,0.0141,0.6841,0.1224,0.0523,0.0002
PLASTIBLEN,0.0,0.0004,0.2712,0.2433,0.1702,0.4904
ABGSHIP,0.0001,0.0166,0.8898,0.0905,0.105,0.1756
M50,0.0,0.0133,0.2883,0.6251,0.1285,0.143
BANSWRAS,0.0001,0.0039,0.1463,0.1311,0.3743,0.9886
ALBK,0.0,0.0,0.0,0.4942,0.4932,0.254
AUTOAXLES,0.009,0.4722,0.0866,0.0725,0.6286,0.7888
ROLTA,0.0,0.0275,0.0089,0.3275,0.8211,0.0602
GUFICBIO,0.0001,0.0,0.0175,0.1991,0.1478,0.6984
AKZOINDIA,0.0,0.1097,0.0018,0.2428,0.7372,0.103
SOMANYCERA,0.0,0.0512,0.0878,0.1769,0.5075,0.149
ASHAPURMIN,0.0,0.0535,0.6607,0.1325,0.1896,0.0159
NIPPOBATRY,0.0009,0.001,0.0112,0.154,0.5383,0.5661
APLLTD,0.0,0.4536,0.7636,0.1465,0.1362,0.0801
JAIBALAJI,0.0365,0.1449,0.0555,0.0629,0.5819,0.6583
WINDMACHIN,0.0021,0.0195,0.0009,0.1649,0.1561,0.7809
HGS,0.0001,0.0003,0.013,0.1799,0.5641,0.153
RAMANEWS,0.0748,0.0571,0.0117,0.078,0.0416,0.3936
NMDC,0.0,0.7678,0.3485,0.2207,0.5375,0.0008
KICL,0.0,0.1038,0.6129,0.1609,0.7575,0.4187
ESCORTS,0.0,0.0001,0.0043,0.3344,0.4743,0.815
HSIL,0.0,0.0558,0.1456,0.1751,0.7788,0.7857
ARIES,0.0,0.0004,0.0,0.2871,0.6925,0.5075
ZENSARTECH,0.0,0.7852,0.625,0.2056,0.0476,0.868
MURUDCERA,0.0,0.0,0.0113,0.2345,0.6754,0.7551
KPRMILL,0.0,0.0004,0.0033,0.3616,0.0082,0.7591
SHIRPUR-G,0.0007,0.0436,0.0208,0.1368,0.6649,0.2832
PANAMAPET,0.0,0.0439,0.9997,0.1195,0.415,0.2937
HINDUNILVR,0.0,0.963,0.2194,0.1187,0.3533,0.8128
JYOTHYLAB,0.0,0.3494,0.5816,0.1518,0.2367,0.2694
REDINGTON,0.0004,0.0032,0.1401,0.121,0.7054,0.3464
SICAL,0.0,0.0702,0.0108,0.2435,0.9778,0.2935
UNIENTER,0.0001,0.0001,0.0015,0.2125,0.4098,0.381
WELCORP,0.0,0.007,0.0006,0.2936,0.3372,0.0324
EON,0.0002,0.0001,0.0545,0.1656,0.4019,0.7113
MFSL,0.0,0.7544,0.6742,0.1923,0.2067,0.1126
VIJAYABANK,0.0,0.8338,0.0005,0.3582,0.2885,0.1068
USHAMART,0.0006,0.0207,0.0222,0.1479,0.0716,0.0621
YESBANK,0.0,0.0,0.754,0.501,0.1515,0.5785
CHROMATIC,0.0039,0.9734,0.4712,0.0534,0.7068,0.5529
ONELIFECAP,0.0109,0.0558,0.1292,0.0732,0.4931,0.34
JISLDVREQS,0.0,0.0074,0.1216,0.2708,0.8875,0.515
HINDALCO,0.0,0.8875,0.1547,0.3752,0.654,0.0
BEDMUTHA,0.0201,0.0003,0.0153,0.1192,0.9709,0.154
GSKCONS,0.0003,0.5517,0.2811,0.0452,0.2925,0.7186
IBULISL,0.0042,0.0035,0.0012,0.1559,0.5731,0.8715
HINDOILEXP,0.0,0.0,0.0007,0.3375,0.7299,0.0091
TAJGVK,0.0,0.0051,0.0425,0.1695,0.6709,0.6664
BIRLACORPN,0.0,0.1214,0.0604,0.1756,0.7858,0.936
JINDALSTEL,0.0001,0.1017,0.0015,0.2198,0.9735,0.0049
SUNDRMBRAK,0.0,0.0003,0.002,0.2589,0.5977,0.0628
CARERATING,0.0001,0.0505,0.7774,0.0961,0.7211,0.6919
PATELENG,0.0,0.0012,0.0,0.4346,0.7435,0.7402
TCI,0.0,0.0001,0.6249,0.3405,0.6878,0.0494
PENIND,0.0,0.0,0.0002,0.34,0.91,0.6662
SINTEX,0.0,0.6371,0.0076,0.3986,0.3798,0.5572
ONGC,0.0,0.6561,0.0917,0.3932,0.919,0.0
INDORAMA,0.0014,0.0835,0.0261,0.1221,0.2613,0.3939
IDBI,0.0,0.4452,0.0,0.446,0.0657,0.9527
VINATIORGA,0.0001,0.0466,0.0166,0.1697,0.9406,0.3586
HATHWAY,0.0,0.3982,0.7781,0.0963,0.2351,0.8051
ATLASCYCLE,0.0,0.0028,0.0762,0.2278,0.9929,0.3682
ASHIMASYN,0.155,0.0156,0.0026,0.0889,0.4054,0.564
BSL,0.0,0.0347,0.0713,0.1617,0.0978,0.2304
RUPA,0.0,0.3257,0.9503,0.1149,0.3721,0.8492
REFEX,0.0026,0.6163,0.0342,0.0244,0.6064,0.9518
MOHITIND,0.0001,0.6228,0.1078,0.1229,0.3849,0.365
ALICON,0.0,0.2033,0.0508,0.2346,0.4736,0.9901
MANGALAM,0.1097,0.0888,0.0525,0.0491,0.0018,0.6547
BHARATFIN,0.0,0.9069,0.1867,0.3192,0.3011,0.0721
PFIZER,0.0,0.052,0.3238,0.1765,0.6318,0.88
SHRIRAMEPC,0.0,0.0593,0.0731,0.2485,0.766,0.9876
RANASUG,0.0116,0.0032,0.1179,0.0832,0.5789,0.5411
INFRABEES,0.0,0.7873,0.14,0.2771,0.5833,0.0697
SUVEN,0.0,0.2456,0.131,0.2324,0.4619,0.129
BAYERCROP,0.0227,0.2135,0.3491,0.0388,0.686,0.7802
JAMNAAUTO,0.0004,0.0276,0.3877,0.0967,0.8664,0.5114
TNPETRO,0.0002,0.0,0.3389,0.1593,0.3739,0.0143
BRIGADE,0.0,0.0043,0.0313,0.1997,0.946,0.4852
DBCORP,0.0029,0.3146,0.3983,0.0932,0.2841,0.0031
TGBHOTELS,0.0006,0.0452,0.1386,0.1109,0.1226,0.1381
AFL,0.0158,0.0007,0.0002,0.1687,0.9364,0.4336
DHAMPURSUG,0.0194,0.0019,0.0015,0.1466,0.1961,0.0417
PFOCUS,0.0042,0.0176,0.2149,0.0788,0.712,0.4207
ALOKTEXT,0.0,0.0013,0.0002,0.2785,0.4045,0.7541
LOVABLE,0.0,0.0,0.0014,0.3801,0.2309,0.6219
TORNTPOWER,0.0,0.0131,0.0011,0.2885,0.4086,0.2238
ENIL,0.0,0.1053,0.7841,0.1102,0.3582,0.4508
DHANBANK,0.0001,0.0165,0.003,0.1927,0.0933,0.0883
ELECON,0.0,0.0006,0.0005,0.3412,0.3806,0.0548
PATINTLOG,0.0,0.0,0.0219,0.3121,0.4528,0.4904
NITESHEST,0.0009,0.0131,0.0119,0.1417,0.4588,0.9091
ARSHIYA,0.0001,0.0001,0.0014,0.2187,0.1283,0.2844
PEL,0.0,0.4421,0.0665,0.1132,0.3581,0.5722
ANANTRAJ,0.0,0.0009,0.0,0.4333,0.7933,0.7786
PUNJABCHEM,0.0,0.0002,0.1674,0.2611,0.4991,0.9866
SASTASUNDR,0.0,0.0109,0.0667,0.2188,0.7584,0.3238
IFCI,0.0,0.6589,0.0,0.4642,0.7707,0.5873
ANDHRACEMT,0.407,0.0224,0.0027,0.0684,0.6277,0.6667
ESSDEE,0.0001,0.0,0.0001,0.2671,0.9862,0.0036
JAYAGROGN,0.0001,0.0522,0.958,0.0878,0.9942,0.169
GMRINFRA,0.0,0.3772,0.0,0.3908,0.2692,0.0503
TCIDEVELOP,0.0008,0.0739,0.4845,0.0832,0.6491,0.1234
WALCHANNAG,0.0,0.0006,0.004,0.3013,0.9838,0.1546
PSB,0.0,0.612,0.0,0.4104,0.4371,0.1403
SMSPHARMA,0.1088,0.3897,0.4163,0.0178,0.8763,0.3646
BALAMINES,0.0005,0.0266,0.0024,0.1694,0.0719,0.8229
MUKANDENGG,0.0,0.0,0.0002,0.3079,0.8513,0.1273
JETAIRWAYS,0.0,0.1697,0.0239,0.2676,0.3184,0.0034
GAIL,0.0,0.4852,0.9194,0.3179,0.6042,0.0001
GABRIEL,0.0,0.0011,0.0496,0.2939,0.6918,0.7434
SOTL,0.0,0.0077,0.0857,0.1786,0.6685,0.3795
KOTHARIPRO,0.0082,0.1939,0.0279,0.0925,0.1868,0.7927
ROHITFERRO,0.0124,0.0009,0.0193,0.1132,0.9066,0.4694
SRF,0.0,0.0141,0.0614,0.369,0.1484,0.8589
PRESSMN,0.0,0.0,0.0061,0.2396,0.4344,0.4027
ANDHRSUGAR,0.0051,0.0087,0.0115,0.1281,0.3448,0.1297
TEXRAIL,0.0,0.0385,0.1048,0.2588,0.8492,0.0107
WENDT,0.0,0.0206,0.0564,0.2754,0.7613,0.8284
BPL,0.0,0.0,0.0,0.376,0.8883,0.4786
ANDHRABANK,0.0,0.0001,0.0,0.624,0.5371,0.6531
NRBBEARING,0.0,0.8296,0.5074,0.1418,0.6023,0.2429
RTNPOWER,0.0122,0.0014,0.0,0.2719,0.3599,0.0022
KAMATHOTEL,0.007,0.3524,0.8308,0.0271,0.7155,0.796
IPAPPM,0.0,0.0069,0.24,0.2527,0.8016,0.7158
MOTHERSUMI,0.0,0.8251,0.2344,0.1466,0.6877,0.748
NIFTYBEES,0.0,0.0,0.0019,0.9056,0.0015,0.2366
EKC,0.0,0.0,0.0053,0.2679,0.6058,0.2192
CCL,0.0,0.0014,0.1618,0.223,0.8146,0.0038
ATFL,0.0031,0.1996,0.0237,0.109,0.9512,0.5046
GINNIFILA,0.0,0.0023,0.1992,0.1601,0.2259,0.364
IGPL,0.0,0.0,0.0064,0.2565,0.063,0.0008
LT,0.0,0.0493,0.7814,0.4594,0.7732,0.309
TEXINFRA,0.0,0.005,0.0301,0.3726,0.8731,0.57
VTL,0.001,0.0963,0.0098,0.1465,0.0999,0.0742
IOB,0.0,0.0037,0.0,0.4327,0.2979,0.2742
COSMOFILMS,0.0,0.0003,0.0041,0.2187,0.0226,0.8418
CCCL,0.0917,0.2526,0.1694,0.0311,0.5706,0.7964
GITANJALI,0.0,0.0007,0.0119,0.2653,0.6557,0.1517
WEIZMANIND,0.024,0.6582,0.1124,0.0661,0.0458,0.2306
CINEVISTA,0.0639,0.0541,0.3391,0.0322,0.4637,0.8189
PHILIPCARB,0.0,0.0,0.0361,0.2838,0.6088,0.7588
RUBYMILLS,0.0045,0.0968,0.0375,0.0989,0.3084,0.6119
CERA,0.0,0.2277,0.9728,0.1572,0.7241,0.2166
TARAPUR,0.0134,0.0706,0.1402,0.0652,0.7882,0.7535
CONSOFINVT,0.0006,0.0001,0.0051,0.1824,0.2979,0.1971
GSPL,0.0054,0.5547,0.6811,0.057,0.534,0.0399
AIAENG,0.0011,0.9931,0.0901,0.1278,0.623,0.0015
JUBLFOOD,0.0,0.708,0.1247,0.2439,0.674,0.1057
PRECWIRE,0.0,0.0004,0.0259,0.2091,0.5569,0.815
PIDILITIND,0.0,0.8371,0.7879,0.1697,0.6985,0.304
CENTEXT,0.7512,0.0414,0.002,0.0657,0.2173,0.0196
CEATLTD,0.0,0.0011,0.1003,0.2817,0.7701,0.1251
JUNIORBEES,0.0,0.9004,0.3348,0.6255,0.1286,0.081
SYNCOM,0.1386,0.0001,0.0014,0.1189,0.6427,0.805
VISAKAIND,0.0,0.0,0.0002,0.3969,0.8021,0.4548
RELIANCE,0.0,0.9124,0.0075,0.4981,0.056,0.0002
SADBHAV,0.0,0.046,0.2218,0.1421,0.4804,0.1668
GHCL,0.0,0.0074,0.0022,0.2122,0.2257,0.0983
CARBORUNIV,0.0265,0.1301,0.2205,0.0683,0.478,0.0139
TCS,0.0,0.1233,0.0,0.2349,0.7331,0.5626
HINDCOMPOS,0.0066,0.271,0.4408,0.0493,0.862,0.6025
MSPL,0.064,0.0183,0.0001,0.1391,0.9337,0.5445
BPCL,0.0,0.5253,0.7417,0.2894,0.1733,0.0003
GPIL,0.0,0.0001,0.0,0.3111,0.15,0.0707
HINDUJAVEN,0.0,0.0337,0.0311,0.1595,0.2343,0.9196
