Symbol,Rm-Rf %,Adj-r_sq,const
GRPLTD,0.0003,0.0495,0.1869
VIMTALABS,0.0,0.2417,0.6651
RSSOFTWARE,0.0,0.1588,0.8736
TVSELECT,0.0,0.2198,0.4099
DCM,0.0,0.2278,0.5301
RELAXO,0.0,0.0731,0.776
ABFRL,0.0,0.1556,0.324
SANGAMIND,0.0,0.2853,0.7151
LIBERTSHOE,0.0,0.3198,0.6292
JAYBARMARU,0.0,0.2198,0.1487
RCF,0.0,0.2738,0.8483
ICICIBANK,0.0,0.4037,0.7252
INDUSINDBK,0.0,0.4166,0.2067
CPSEETF,0.0,0.6179,0.0425
ORBTEXP,0.0,0.0766,0.6595
MANALIPETC,0.0,0.2376,0.5359
CENTURYPLY,0.0,0.318,0.7376
VSTIND,0.0,0.0626,0.1176
SUZLON,0.0,0.2723,0.4312
CRISIL,0.0003,0.0478,0.3712
RANEENGINE,0.0,0.0654,0.4274
LINCPEN,0.0,0.2106,0.5797
SHARONBIO,0.0001,0.0601,0.2295
ADANIPORTS,0.0,0.3328,0.652
EXCEL,0.0,0.1164,0.6059
SONATSOFTW,0.0,0.2126,0.4695
GOLDIAM,0.0,0.1461,0.4737
SUJANAUNI,0.0,0.095,0.8312
JSWHL,0.0,0.0843,0.1634
ASHIANA,0.0,0.1708,0.833
POLYPLEX,0.0,0.2972,0.1059
ITI,0.0,0.1247,0.2888
VIDHIING,0.0,0.094,0.72
GODREJPROP,0.0,0.272,0.9684
TVSSRICHAK,0.0,0.1997,0.4783
JBCHEPHARM,0.0,0.1827,0.2727
RELCNX100,0.0,0.1848,0.6743
MUKANDLTD,0.0,0.2703,0.3352
VIJSHAN,0.0,0.1058,0.8355
DLINKINDIA,0.0,0.1222,0.7266
ACC,0.0,0.4017,0.7467
NAVINFLUOR,0.0,0.1419,0.326
TRENT,0.0001,0.059,0.4548
ORICONENT,0.0,0.3482,0.9352
FOSECOIND,0.0,0.1649,0.8805
KELLTONTEC,0.0001,0.0722,0.4185
MERCK,0.0,0.1188,0.1768
ELECTCAST,0.0,0.3513,0.6339
ORIENTREF,0.0,0.1711,0.2474
DPSCLTD,0.0,0.1092,0.0173
TIIL,0.0,0.2221,0.1685
TECHNOFAB,0.0,0.0788,0.678
SETFNIF50,0.0,0.3739,0.4529
AHLWEST,0.0066,0.0262,0.1111
SMPL,0.0,0.1127,0.7532
TVTODAY,0.0,0.2179,0.7162
STRTECH,0.0,0.2874,0.6934
NITINSPIN,0.0,0.2919,0.8791
THERMAX,0.0,0.1542,0.7485
STAR,0.0,0.2722,0.8186
FEDERALBNK,0.0,0.3464,0.3208
METALFORGE,0.0,0.2474,0.977
PAISALO,0.002,0.0349,0.7999
TFCILTD,0.0,0.3885,0.9872
SELAN,0.0,0.2289,0.9391
NLCINDIA,0.0,0.1597,0.8871
PARSVNATH,0.0,0.1951,0.3035
DTIL,0.0,0.2232,0.8979
TATASPONGE,0.0,0.313,0.4415
PEARLPOLY,0.0,0.0795,0.5267
ITC,0.0,0.076,0.708
NATIONALUM,0.0,0.1909,0.1094
WABAG,0.0,0.1281,0.357
GVKPIL,0.0,0.1436,0.5925
IBVENTURES,0.0,0.1761,0.9882
SETFNN50,0.0,0.2617,0.3934
ALANKIT,0.0,0.0981,0.7904
ADHUNIK,0.0,0.1768,0.2576
RKDL,0.0,0.0905,0.6269
FACT,0.0,0.2333,0.7811
PGEL,0.0,0.1166,0.8084
ALKYLAMINE,0.0,0.1186,0.8367
ASTRAMICRO,0.0,0.3227,0.6835
RUSHIL,0.0,0.0657,0.1491
RICOAUTO,0.0,0.3085,0.4341
POWERGRID,0.0,0.2338,0.0807
CASTROLIND,0.0,0.2033,0.8063
MAGMA,0.0,0.2703,0.5079
KSK,0.0,0.1061,0.0333
SHOPERSTOP,0.0,0.1752,0.3315
ABB,0.0,0.0854,0.8979
MTNL,0.0,0.2927,0.8856
INDIACEM,0.0,0.5635,0.2791
OPTOCIRCUI,0.0,0.1258,0.7033
VRLLOG,0.0,0.1017,0.4122
ALLSEC,0.0,0.1324,0.0465
DEEPIND,0.0,0.2777,0.1567
HOTELEELA,0.0,0.2851,0.3442
RSWM,0.0,0.2505,0.3095
ADANIENT,0.0,0.4285,0.9657
MAWANASUG,0.0,0.0708,0.0869
UGARSUGAR,0.0119,0.0251,0.2128
CYBERTECH,0.0,0.1878,0.3058
GANESHHOUC,0.0,0.1136,0.3643
OMAXAUTO,0.0,0.2187,0.926
JISLJALEQS,0.0,0.356,0.2839
ANGIND,0.0,0.2057,0.0522
RTNINFRA,0.0,0.0685,0.8601
SUMMITSEC,0.0,0.2367,0.3572
ASIANHOTNR,0.0001,0.0577,0.7778
SALSTEEL,0.0,0.0858,0.5843
SEPOWER,0.5635,-0.0029,0.1215
INDIANCARD,0.0,0.2151,0.8261
TDPOWERSYS,0.0,0.1861,0.1511
EICHERMOT,0.0,0.2856,0.2029
DEEPAKNTR,0.0,0.1948,0.3154
SIYSIL,0.0,0.2219,0.6155
BATAINDIA,0.0,0.3292,0.8666
RAMCOSYS,0.0,0.1333,0.0649
HEXATRADEX,0.0,0.1836,0.8448
CIGNITITEC,0.0,0.1412,0.9264
SITINET,0.0,0.0811,0.5358
COUNCODOS,0.0002,0.0588,0.5977
TAINWALCHM,0.0,0.1281,0.4767
MANAKCOAT,0.0152,0.0202,0.5986
EMAMILTD,0.0001,0.0568,0.8195
SOMATEX,0.0,0.0765,0.3777
MVL,0.8346,-0.0039,0.3651
FDC,0.0,0.1656,0.8149
CUMMINSIND,0.0,0.2066,0.5477
PITTIENG,0.0,0.1579,0.5941
NITINFIRE,0.0,0.3296,0.3114
MONSANTO,0.0004,0.0457,0.6887
SEQUENT,0.0,0.0759,0.2672
GARDENSILK,0.0,0.1249,0.7585
VASWANI,0.0,0.0681,0.3032
SARLAPOLY,0.0,0.2442,0.8529
CINELINE,0.0,0.1551,0.0152
MAITHANALL,0.0,0.0811,0.0495
JSL,0.0,0.134,0.344
AKSHOPTFBR,0.0,0.239,0.3634
RAYMOND,0.0,0.2359,0.3734
PETRONENGG,0.0,0.191,0.4318
AMBIKCO,0.0,0.1437,0.4473
GREENLAM,0.0,0.0629,0.767
DHUNINV,0.0338,0.0143,0.5235
JSLHISAR,0.0,0.0816,0.0338
CORPBANK,0.0,0.2003,0.7793
OBEROIRLTY,0.0,0.1607,0.5501
BALKRISIND,0.008,0.0245,0.0857
LGBBROSLTD,0.0,0.1688,0.6295
ADLABS,0.0,0.1696,0.3161
SSWL,0.0,0.2368,0.1777
NAHARSPING,0.0,0.3614,0.8206
IL&FSENGG,0.0,0.2597,0.5143
NECLIFE,0.0,0.322,0.4176
GENESYS,0.0,0.1819,0.296
JAYSREETEA,0.0,0.2666,0.4606
LEEL,0.0,0.3602,0.9439
BEML,0.0,0.3176,0.6227
AMBUJACEM,0.0,0.3745,0.6293
HINDNATGLS,0.0075,0.0262,0.4716
SHREECEM,0.0,0.2136,0.1994
KGL,0.0,0.0678,0.9294
TULSI,0.2531,0.0013,0.9031
ALKALI,0.0,0.0858,0.5647
NAUKRI,0.0017,0.0357,0.6736
TATAMETALI,0.0,0.1629,0.0208
BSLGOLDETF,0.0176,0.0193,0.3563
SOLARINDS,0.0281,0.0156,0.3495
PNB,0.0,0.3601,0.6871
BFINVEST,0.0,0.2344,0.7935
FEDDERELEC,0.0,0.2269,0.5411
PREMIER,0.0,0.1536,0.4871
CADILAHC,0.0,0.1938,0.5192
TECHM,0.0,0.2243,0.8718
SUNCLAYLTD,0.0,0.2602,0.0534
MAHINDCIE,0.0,0.2323,0.5917
KEI,0.0,0.2554,0.581
COMPUSOFT,0.0,0.07,0.5253
MIC,0.0,0.1365,0.6032
GSCLCEMENT,0.0,0.2294,0.9029
KEC,0.0,0.2797,0.9622
LINCOLN,0.0,0.2327,0.9136
GOKUL,0.0013,0.0386,0.5743
MUNJALAU,0.0,0.3284,0.7409
TINPLATE,0.0,0.2191,0.6279
BUTTERFLY,0.0,0.2382,0.7857
VARDHACRLC,0.0,0.1179,0.3672
BAJAJELEC,0.0,0.1937,0.6099
ARIHANT,0.0025,0.0359,0.5174
INDRAMEDCO,0.0,0.2829,0.5637
ZEEL,0.0,0.2888,0.5503
GANDHITUBE,0.0002,0.0511,0.3654
BLUESTARCO,0.0,0.2408,0.1909
HCLTECH,0.0,0.1333,0.7555
DLF,0.0,0.5473,0.7528
SICAGEN,0.0,0.2367,0.3465
JINDALSAW,0.0,0.3116,0.8347
KIRLOSIND,0.0079,0.0246,0.271
APARINDS,0.0,0.243,0.4095
MANPASAND,0.0,0.1804,0.522
HINDMOTORS,0.0,0.0953,0.7784
WELSPUNIND,0.2392,0.0016,0.3235
NTPC,0.0,0.2467,0.2978
SPLIL,0.0,0.0991,0.8285
ESSELPACK,0.0,0.1395,0.098
SIEMENS,0.0,0.443,0.9184
SPARC,0.0,0.1905,0.9281
KIRLOSENG,0.0,0.0899,0.2078
CENTUM,0.0,0.1758,0.8467
KABRAEXTRU,0.0,0.2701,0.6555
RNAVAL,0.0,0.3005,0.3742
NAGREEKEXP,0.0,0.1197,0.7763
BANARISUG,0.0,0.1459,0.0927
ASSAMCO,0.0,0.1354,0.9336
STEL,0.0,0.1717,0.4001
MINDAIND,0.0,0.1125,0.9191
PRSMJOHNSN,0.0,0.3578,0.7995
TEXMOPIPES,0.0,0.1428,0.5054
AVTNPL,0.0,0.2076,0.953
SUNILHITEC,0.0,0.0624,0.4957
MRF,0.0,0.2901,0.2466
GUJALKALI,0.0,0.2041,0.0566
GOLDBEES,0.0004,0.0468,0.1371
VSSL,0.0,0.1386,0.2293
ICSA,0.0004,0.0467,0.9413
HESTERBIO,0.0,0.19,0.3295
ESABINDIA,0.0,0.1365,0.965
SELMCL,0.0,0.1214,0.5085
PNC,0.0,0.0929,0.6123
RESPONIND,0.0,0.1281,0.301
MONTECARLO,0.0,0.1723,0.6446
SOBHA,0.0,0.1649,0.6412
BLUEBLENDS,0.1031,0.0083,0.7386
TARMAT,0.0,0.0915,0.3633
VIDEOIND,0.0,0.0806,0.3363
EDUCOMP,0.0,0.2315,0.437
RAMCOCEM,0.0,0.2402,0.1015
TRITURBINE,0.0,0.1553,0.5822
GREAVESCOT,0.0,0.2439,0.8307
LUPIN,0.0,0.1525,0.7253
EROSMEDIA,0.0,0.2381,0.7015
GALLISPAT,0.5597,-0.0027,0.4023
GLOBOFFS,0.0,0.0691,0.015
GAYAPROJ,0.0,0.3168,0.9075
JPPOWER,0.0,0.1063,0.3387
MBLINFRA,0.0,0.2176,0.0117
WELENT,0.0,0.1686,0.7774
TIDEWATER,0.0193,0.0182,0.3198
AARTIIND,0.0,0.1606,0.1891
AURIONPRO,0.0,0.1849,0.6846
SANWARIA,0.0,0.1271,0.9313
QGOLDHALF,0.0,0.0636,0.1045
JPASSOCIAT,0.0,0.2068,0.739
HBLPOWER,0.0,0.3548,0.8788
20MICRONS,0.0,0.1972,0.8038
NDTV,0.0,0.0631,0.9884
MBECL,0.0,0.1706,0.1669
VIVIDHA,0.0038,0.0299,0.0015
UNITECH,0.0,0.2353,0.6493
SUTLEJTEX,0.0,0.2675,0.1258
AMARAJABAT,0.0,0.3105,0.6546
WONDERLA,0.0,0.19,0.7381
SBIN,0.0,0.4152,0.4319
PANACEABIO,0.0,0.1047,0.9037
SUBROS,0.0,0.1981,0.2381
ORTINLABSS,0.0,0.1575,0.7404
INDBANK,0.0,0.147,0.4456
MADHUCON,0.0,0.3455,0.2807
ONWARDTEC,0.0,0.1856,0.5851
NAHARPOLY,0.0,0.1734,0.647
IDEA,0.0,0.095,0.1632
TREEHOUSE,0.0002,0.0504,0.0053
INDOSOLAR,0.0,0.1371,0.4296
CCHHL,0.0,0.2551,0.9539
KAJARIACER,0.0134,0.0208,0.4463
BBL,0.0,0.2549,0.8966
MANAKSTEEL,0.0124,0.0214,0.9423
SWARAJENG,0.0,0.2065,0.1148
DREDGECORP,0.0,0.2524,0.6863
KRBL,0.0,0.1526,0.2339
GEECEE,0.0,0.1687,0.8412
MOHOTAIND,0.0,0.0765,0.1088
INDOTECH,0.0,0.2856,0.8128
SHANTIGEAR,0.0,0.2718,0.5117
JKLAKSHMI,0.0,0.2866,0.5591
OIL,0.0,0.1716,0.2204
FCONSUMER,0.0,0.2615,0.7099
BHARATFORG,0.0,0.288,0.6178
PSL,0.0,0.1646,0.1498
GULPOLY,0.1382,0.0049,0.3064
CELESTIAL,0.0,0.2224,0.4787
MENONBE,0.0,0.1605,0.7816
PATSPINLTD,0.0,0.075,0.9847
IGL,0.0,0.194,0.0086
IDFC,0.0,0.3882,0.4305
JMFINANCIL,0.0,0.3284,0.1788
TRIVENI,0.0,0.2304,0.3326
ZODIACLOTH,0.0,0.1322,0.3532
PETRONET,0.0,0.2544,0.1003
VISASTEEL,0.0,0.1175,0.7211
CYIENT,0.0035,0.0305,0.6719
PNBGILTS,0.0034,0.0308,0.1003
GREENPLY,0.0041,0.0293,0.6221
ZEEMEDIA,0.0,0.2916,0.1164
MUTHOOTFIN,0.0,0.101,0.138
BAJFINANCE,0.003,0.0316,0.6402
BASML,0.0,0.2375,0.4817
KNRCON,0.0045,0.0286,0.7096
IBREALEST,0.0,0.3659,0.4916
VOLTAMP,0.0,0.2971,0.7853
KOTHARIPET,0.0,0.1985,0.8569
RATNAMANI,0.0001,0.0567,0.3564
FIEMIND,0.0,0.1971,0.1881
BALAJITELE,0.0,0.305,0.3653
KOHINOOR,0.0,0.1623,0.3269
ELGIEQUIP,0.0,0.1426,0.1389
DABUR,0.0,0.1797,0.6608
ASHOKLEY,0.0,0.3296,0.9449
BANG,0.0,0.1191,0.1307
SRTRANSFIN,0.0,0.3178,0.7
SUNDRMFAST,0.0,0.1444,0.0641
KOTARISUG,0.0,0.114,0.319
IVC,0.0,0.1164,0.5401
RBL,0.0,0.1287,0.0355
SYMPHONY,0.0129,0.0211,0.5063
NFL,0.0,0.2563,0.3791
UNITEDBNK,0.0,0.2169,0.9484
MAJESCO,0.0,0.4022,0.2213
MINDACORP,0.0,0.166,0.894
AGCNET,0.0,0.0672,0.7547
MUKTAARTS,0.0,0.1544,0.2124
NITCO,0.0,0.3209,0.5775
BKMINDST,0.0517,0.0137,0.129
ASAL,0.0,0.0739,0.4675
CENTURYTEX,0.0,0.5224,0.1472
NCLIND,0.0,0.206,0.7818
ASTRAL,0.0,0.0678,0.9656
RKFORGE,0.0,0.2039,0.2375
LGBFORGE,0.0,0.2233,0.7322
IGARASHI,0.0,0.2817,0.4963
JPOLYINVST,0.0,0.1454,0.7735
KIRIINDUS,0.0,0.0979,0.0673
RPOWER,0.0,0.5777,0.2643
FCSSOFT,0.001,0.0397,0.6064
HINDCOPPER,0.0,0.2041,0.6824
PENINLAND,0.0,0.2517,0.3121
JAGRAN,0.0,0.1205,0.4983
MTEDUCARE,0.0,0.345,0.4804
3IINFOTECH,0.0,0.136,0.5539
ADSL,0.0,0.2147,0.7496
WOCKPHARMA,0.0,0.2447,0.0621
ESTER,0.0,0.3047,0.3411
KTIL,0.0003,0.0495,0.637
APOLLOHOSP,0.0,0.1468,0.6095
EUROTEXIND,0.0011,0.0406,0.9825
SPMLINFRA,0.0,0.1707,0.7995
TANTIACONS,0.0,0.1857,0.569
GLOBALVECT,0.0,0.1599,0.7579
AJANTPHARM,0.0,0.197,0.1207
GILLETTE,0.0,0.1359,0.9928
CLNINDIA,0.0,0.1936,0.8993
3PLAND,0.0053,0.0288,0.8058
PAPERPROD,0.0,0.2082,0.6893
SUPERHOUSE,0.0,0.252,0.6629
MCDOWELL-N,0.0,0.1255,0.2804
GULFPETRO,0.0,0.3072,0.5971
VOLTAS,0.0,0.4235,0.5668
HIMATSEIDE,0.0,0.3308,0.2029
INDOTHAI,0.0,0.1125,0.8849
SWELECTES,0.0,0.2225,0.3323
KWALITY,0.0,0.3468,0.9507
BALLARPUR,0.0,0.1645,0.7439
JKIL,0.0,0.1094,0.4613
POLYMED,0.0,0.1613,0.7412
AMRUTANJAN,0.0,0.258,0.5051
RSYSTEMS,0.0,0.1454,0.6316
JYOTISTRUC,0.0,0.2241,0.5645
UNIVCABLES,0.0,0.1421,0.8803
RCOM,0.0,0.3996,0.0117
DALMIASUG,0.0,0.1656,0.0997
JUBLINDS,0.0,0.1815,0.4504
GODREJCP,0.0,0.3354,0.3542
PILITA,0.0035,0.0305,0.6225
CAMLINFINE,0.0,0.1786,0.8893
GSFC,0.0,0.165,0.2709
IL&FSTRANS,0.0,0.2113,0.5061
PPAP,0.0,0.2873,0.7764
APOLLOTYRE,0.0,0.257,0.365
VAIBHAVGBL,0.0,0.0674,0.2705
ADVANIHOTR,0.0001,0.0564,0.8538
ANSALAPI,0.0,0.2883,0.3075
BODALCHEM,0.0,0.2354,0.0393
SUNTV,0.0,0.3479,0.4101
HIL,0.0,0.2201,0.7087
EMAMIINFRA,0.0,0.0993,0.2609
SATIN,0.0,0.2444,0.8804
PRAJIND,0.0,0.3533,0.9479
INDIANHUME,0.0,0.078,0.723
RENUKA,0.0,0.1433,0.6759
GLENMARK,0.0,0.2807,0.7883
WHEELS,0.0,0.1841,0.6138
ELAND,0.0,0.2323,0.1131
LYCOS,0.0,0.0814,0.0875
JKTYRE,0.0,0.3926,0.6933
WIPRO,0.0,0.1523,0.6621
CHAMBLFERT,0.0,0.168,0.4194
SIMPLEX,0.0,0.0826,0.875
BASF,0.0,0.1632,0.2611
ORIENTHOT,0.0,0.2087,0.64
KKCL,0.0,0.0891,0.6181
BAFNAPHARM,0.0,0.3085,0.4278
INDOCO,0.0005,0.0444,0.8141
MADHAV,0.0,0.1839,0.9798
GNFC,0.0,0.122,0.0246
TARAJEWELS,0.0,0.2257,0.6092
THANGAMAYL,0.0,0.0877,0.6851
GKWLIMITED,0.0019,0.0349,0.9817
BHARATRAS,0.0002,0.0518,0.1659
MANUGRAPH,0.0,0.206,0.845
HATSUN,0.0362,0.0138,0.9689
CAREERP,0.0,0.2375,0.8404
NCC,0.0,0.4682,0.5241
JBMA,0.0,0.2089,0.4246
SQSBFSI,0.0,0.1949,0.4917
HARITASEAT,0.0,0.1418,0.2248
GATI,0.0,0.2563,0.5884
LINDEINDIA,0.0,0.2503,0.4234
ABBOTINDIA,0.0,0.1489,0.4845
ZUARI,0.0,0.2027,0.2169
DATAMATICS,0.0,0.2398,0.1288
TALBROAUTO,0.0,0.2985,0.6702
NAHARCAP,0.0,0.218,0.4599
BANKBEES,0.0,0.6887,0.1641
OISL,0.0,0.1141,0.2934
NIBL,0.0,0.0658,0.3341
GENUSPAPER,0.0,0.0797,0.6524
WELINV,0.0,0.0702,0.2452
ICRA,0.0,0.0865,0.9674
VLSFINANCE,0.0,0.1797,0.6181
ANKITMETAL,0.0003,0.0486,0.7155
HINDPETRO,0.0004,0.0469,0.8853
FINPIPE,0.0,0.1978,0.0835
NEULANDLAB,0.0,0.1406,0.2934
GOKEX,0.0,0.195,0.684
BALMLAWRIE,0.0003,0.0486,0.8428
J&KBANK,0.0,0.1457,0.6715
IFBIND,0.0,0.2614,0.7837
NAGAROIL,0.0,0.0658,0.5046
ARCHIDPLY,0.0,0.3114,0.7126
JINDALPHOT,0.0,0.0875,0.4749
ADORWELD,0.0,0.2286,0.9314
MERCATOR,0.0,0.3016,0.2214
JINDALPOLY,0.0,0.3495,0.3882
PSUBNKBEES,0.0,0.4261,0.5543
GIPCL,0.0,0.1313,0.3744
RAJRAYON,0.0608,0.0107,0.698
ZYDUSWELL,0.0,0.1126,0.6901
PTC,0.0,0.3663,0.3998
UPL,0.0,0.3311,0.0803
TI,0.0,0.1109,0.4411
PGHH,0.0004,0.0471,0.1248
JUSTDIAL,0.0,0.0741,0.2142
VASCONEQ,0.0,0.4393,0.9642
GTNTEX,0.0022,0.0346,0.7426
TATACHEM,0.0,0.3512,0.207
SPICEMOBI,0.0006,0.043,0.9154
REPRO,0.0,0.1231,0.9417
GRINDWELL,0.0821,0.0083,0.3872
KARURVYSYA,0.0435,0.0126,0.2857
AXISCADES,0.0,0.3025,0.3824
HOVS,0.0,0.082,0.6852
DIVISLAB,0.0,0.1096,0.4239
CUB,0.0,0.1499,0.0823
RUCHIRA,0.0,0.2264,0.1226
DECCANCE,0.0,0.3045,0.3038
JMCPROJECT,0.0,0.2813,0.9464
GUJAPOLLO,0.0048,0.0282,0.804
SHYAMCENT,0.0041,0.0292,0.6136
SUNPHARMA,0.0,0.1624,0.5081
SCHAEFFLER,0.0,0.1754,0.8601
IFBAGRO,0.0,0.2284,0.7911
EVEREADY,0.0,0.2032,0.4155
ABAN,0.0,0.2924,0.632
MANAKALUCO,0.0003,0.0493,0.6522
NILAINFRA,0.0,0.2569,0.6307
BHUSANSTL,0.0,0.2876,0.8735
VSTTILLERS,0.0,0.1153,0.2681
THIRUSUGAR,0.0,0.1213,0.384
POWERMECH,0.0,0.1106,0.3061
NTL,0.0,0.2129,0.4381
KOTAKGOLD,0.1444,0.0047,0.196
QUICKHEAL,0.0,0.1766,0.872
IPCALAB,0.0,0.1452,0.5006
MEGH,0.0,0.2475,0.2218
ICICINF100,0.6113,-0.0032,0.7107
MHRIL,0.0,0.2711,0.9921
3MINDIA,0.0,0.1431,0.7511
HDFC,0.0,0.3332,0.6308
GLOBUSSPR,0.0,0.2327,0.5079
TRIDENT,0.0,0.3453,0.6596
RALLIS,0.0,0.235,0.5328
JKCEMENT,0.0,0.2278,0.3313
KITEX,0.0,0.1776,0.3516
VGUARD,0.5447,-0.0026,0.7747
BANKBARODA,0.0,0.2908,0.7357
SAGCEM,0.0,0.1206,0.2635
EASTSILK,0.0023,0.0336,0.7178
KOTAKPSUBK,0.0,0.3811,0.5759
MAHSCOOTER,0.0,0.2496,0.4351
SABTN,0.002,0.036,0.7554
MANAPPURAM,0.0,0.2348,0.0305
ELGIRUBCO,0.0,0.1524,0.1728
BERGEPAINT,0.0,0.1026,0.9511
IDFCBANK,0.0,0.3152,0.695
