Symbol,Rm-Rf %,Adj-r_sq,const
AMTEKAUTO,0.0,0.1919,0.9714
DRREDDY,0.0,0.1688,0.0269
SETFGOLD,0.0459,0.0121,0.9399
BAJAJFINSV,0.0,0.161,0.8539
TATASTEEL,0.0,0.4233,0.459
JVLAGRO,0.35,-0.0005,0.8269
CGPOWER,0.0,0.3294,0.3279
TIL,0.0,0.1199,0.8006
NAVNETEDUL,0.0,0.1289,0.8214
SPECIALITY,0.0,0.1202,0.7282
KCPSUGIND,0.0,0.102,0.6792
ROHLTD,0.0,0.1186,0.7783
DAAWAT,0.0,0.0723,0.267
GMBREW,0.0001,0.053,0.3265
EMMBI,0.0401,0.013,0.9414
JPINFRATEC,0.0,0.3127,0.2929
TATAINVEST,0.0,0.1277,0.8823
LAXMIMACH,0.0,0.153,0.1296
JBFIND,0.0,0.1141,0.4827
KOPRAN,0.0,0.1439,0.6409
IOC,0.0,0.2778,0.9808
IVRCLINFRA,0.0,0.3378,0.2358
PRAKASH,0.0,0.2564,0.8121
MINDTREE,0.0066,0.0256,0.0007
SCHNEIDER,0.0,0.1154,0.961
RSSOFTWARE,0.0,0.0956,0.5558
DCM,0.0,0.0646,0.8038
RELAXO,0.2547,0.0012,0.7309
SANGAMIND,0.0,0.0819,0.8504
LIBERTSHOE,0.0,0.1409,0.128
RCF,0.0,0.3066,0.4636
ICICIBANK,0.0,0.517,0.4474
INDUSINDBK,0.0,0.449,0.3866
MANALIPETC,0.0,0.1572,0.6733
VSTIND,0.0018,0.0348,0.9425
SUZLON,0.0,0.1515,0.774
CRISIL,0.0284,0.0153,0.3796
SHARONBIO,0.4456,-0.0017,0.6659
ADANIPORTS,0.0,0.1366,0.3737
SONATSOFTW,0.0,0.0813,0.0626
JSWHL,0.0,0.3046,0.5405
ASHIANA,0.0515,0.0113,0.8365
POLYPLEX,0.0,0.1597,0.6193
ITI,0.0,0.1777,0.9421
GODREJPROP,0.0,0.0682,0.0747
TVSSRICHAK,0.0003,0.0481,0.5752
JBCHEPHARM,0.0,0.1283,0.1035
DLINKINDIA,0.0,0.1253,0.6155
ACC,0.0,0.3511,0.7181
NAVINFLUOR,0.0,0.114,0.8304
TRENT,0.0,0.0648,0.6919
MERCK,0.0028,0.0316,0.9289
ELECTCAST,0.0,0.2166,0.4246
DPSCLTD,0.0,0.0611,0.7773
TVTODAY,0.0,0.1359,0.2489
STRTECH,0.0,0.2354,0.9833
NITINSPIN,0.0,0.0711,0.1056
THERMAX,0.0,0.0975,0.2031
STAR,0.1425,0.0047,0.4091
FEDERALBNK,0.0,0.0813,0.3434
METALFORGE,0.0,0.128,0.814
PAISALO,0.0011,0.0383,0.0341
TFCILTD,0.0,0.073,0.7809
SELAN,0.0,0.1335,0.5916
NLCINDIA,0.0,0.1583,0.874
PARSVNATH,0.0,0.0772,0.3386
TATASPONGE,0.0002,0.0512,0.6159
ITC,0.0,0.3113,0.1898
NATIONALUM,0.0,0.1709,0.8621
WABAG,0.0,0.1145,0.583
GVKPIL,0.0,0.2517,0.8783
IBVENTURES,0.0,0.1722,0.0699
RKDL,0.1037,0.0067,0.1227
FACT,0.0,0.1096,0.8049
ASTRAMICRO,0.0005,0.0445,0.1226
RUSHIL,0.0019,0.0346,0.0581
RICOAUTO,0.0,0.1073,0.38
POWERGRID,0.0,0.1848,0.9013
MAGMA,0.0,0.0891,0.9946
KSK,0.0,0.0836,0.4271
SHOPERSTOP,0.0,0.0942,0.7775
ABB,0.0,0.241,0.538
MTNL,0.0,0.1301,0.5362
INDIACEM,0.0,0.2128,0.5466
OPTOCIRCUI,0.0,0.1807,0.3675
DEEPIND,0.0,0.0712,0.6099
HOTELEELA,0.0,0.1189,0.3339
RSWM,0.0,0.1122,0.1607
ADANIENT,0.0,0.3464,0.511
UGARSUGAR,0.0009,0.0402,0.9395
GANESHHOUC,0.0,0.1626,0.943
OMAXAUTO,0.0017,0.0352,0.6561
JISLJALEQS,0.0,0.3444,0.5122
TDPOWERSYS,0.1141,0.0061,0.5645
EICHERMOT,0.0,0.0724,0.0232
SIYSIL,0.0,0.0882,0.7752
BATAINDIA,0.0,0.2093,0.1729
HEXATRADEX,0.0,0.1375,0.7044
SITINET,0.0,0.2813,0.905
EMAMILTD,0.0,0.0621,0.9584
FDC,0.0004,0.0454,0.0709
CUMMINSIND,0.0,0.1191,0.7826
NITINFIRE,0.0005,0.0445,0.7719
MONSANTO,0.0,0.0703,0.154
JSL,0.0,0.1886,0.3528
AKSHOPTFBR,0.0159,0.0194,0.9478
RAYMOND,0.0,0.4713,0.5654
CORPBANK,0.0,0.3696,0.0923
OBEROIRLTY,0.0,0.1862,0.8938
BALKRISIND,0.0001,0.0562,0.3373
SSWL,0.0,0.1041,0.9993
NAHARSPING,0.0,0.1688,0.069
IL&FSENGG,0.0,0.1101,0.9972
NECLIFE,0.0,0.0821,0.6822
GENESYS,0.0,0.0723,0.6793
LEEL,0.0,0.1031,0.4421
BEML,0.0,0.2513,0.8086
AMBUJACEM,0.0,0.2548,0.7294
SHREECEM,0.0,0.1454,0.6975
TULSI,0.1713,0.0035,0.7206
ALKALI,0.0002,0.0526,0.6953
NAUKRI,0.046,0.012,0.1595
BSLGOLDETF,0.2351,0.0017,0.8646
SOLARINDS,0.0363,0.0136,0.7944
PNB,0.0,0.5256,0.7949
FEDDERELEC,0.0,0.1259,0.8513
PREMIER,0.0,0.0822,0.2999
CADILAHC,0.0159,0.0193,0.9424
TECHM,0.0099,0.0227,0.0054
MAHINDCIE,0.0079,0.0243,0.6561
KEI,0.0,0.0837,0.8664
COMPUSOFT,0.0,0.0927,0.5026
KEC,0.0,0.1079,0.8385
GOKUL,0.0016,0.0356,0.2138
MUNJALAU,0.0,0.092,0.497
VARDHACRLC,0.0912,0.0075,0.2194
BAJAJELEC,0.0,0.0983,0.4655
INDRAMEDCO,0.0,0.082,0.6938
ZEEL,0.0,0.1571,0.2053
BLUESTARCO,0.0,0.1304,0.9137
HCLTECH,0.0001,0.0594,0.0026
DLF,0.0,0.4258,0.9936
JINDALSAW,0.0,0.3424,0.0827
APARINDS,0.0,0.1053,0.6453
HINDMOTORS,0.0,0.0838,0.8053
WELSPUNIND,0.0,0.0622,0.326
NTPC,0.0,0.2141,0.8545
ESSELPACK,0.0,0.1119,0.2135
SIEMENS,0.0,0.3107,0.4919
KIRLOSENG,0.5835,-0.0028,0.7204
RNAVAL,0.0474,0.0118,0.0435
ASSAMCO,0.0,0.0731,0.5797
PRSMJOHNSN,0.0,0.1414,0.3521
TEXMOPIPES,0.0,0.119,0.7876
AVTNPL,0.0063,0.0259,0.6564
SUNILHITEC,0.0,0.2241,0.9851
MRF,0.0,0.2914,0.0328
GUJALKALI,0.0183,0.0184,0.48
GOLDBEES,0.0233,0.0167,0.9073
ESABINDIA,0.0002,0.0494,0.5098
SELMCL,0.0003,0.0486,0.9866
RESPONIND,0.014,0.0203,0.5501
SOBHA,0.0,0.1437,0.9517
VIDEOIND,0.0001,0.0529,0.7533
RAMCOCEM,0.0,0.1354,0.9116
TRITURBINE,0.0,0.0805,0.8092
GREAVESCOT,0.0,0.0935,0.9254
LUPIN,0.0,0.0905,0.0277
EROSMEDIA,0.0,0.2045,0.9676
GLOBOFFS,0.001,0.0394,0.1952
GAYAPROJ,0.0,0.0962,0.393
JPPOWER,0.0,0.2538,0.6523
MBLINFRA,0.0,0.0636,0.2962
WELENT,0.0074,0.0248,0.6742
TIDEWATER,0.0,0.1799,0.7055
AARTIIND,0.0,0.0852,0.5994
SANWARIA,0.0,0.0793,0.0453
QGOLDHALF,0.1354,0.005,0.8797
JPASSOCIAT,0.0,0.5522,0.6893
HBLPOWER,0.0117,0.0215,0.9819
20MICRONS,0.1459,0.0045,0.0532
NDTV,0.0,0.1148,0.4294
MBECL,0.0,0.1754,0.5189
UNITECH,0.0,0.415,0.3638
AMARAJABAT,0.0,0.0642,0.1689
SBIN,0.0,0.4398,0.6516
PANACEABIO,0.0,0.1047,0.6728
SUBROS,0.0002,0.0509,0.7399
MADHUCON,0.0,0.2241,0.3804
IDEA,0.0,0.1302,0.0413
TREEHOUSE,0.0,0.2139,0.7397
KAJARIACER,0.0,0.1078,0.1158
BBL,0.0,0.1863,0.4852
SWARAJENG,0.0,0.1017,0.0883
DREDGECORP,0.0,0.0697,0.3833
KRBL,0.0,0.1295,0.1752
HMT,0.0,0.1758,0.9297
SHANTIGEAR,0.0,0.066,0.5916
JKLAKSHMI,0.0,0.1172,0.3004
OIL,0.0,0.2417,0.4015
BHARATFORG,0.0,0.1967,0.1622
PSL,0.0,0.1919,0.0709
IGL,0.0,0.125,0.3807
IDFC,0.0,0.4716,0.6215
JMFINANCIL,0.0,0.2871,0.205
PETRONET,0.0,0.2925,0.7219
VISASTEEL,0.0138,0.0203,0.1026
CYIENT,0.9165,-0.004,0.0088
PNBGILTS,0.0,0.1341,0.2912
GREENPLY,0.0002,0.0516,0.389
MUTHOOTFIN,0.0,0.1063,0.503
BAJFINANCE,0.0,0.256,0.2526
IBREALEST,0.0,0.5003,0.4896
VOLTAMP,0.0001,0.0598,0.7462
RATNAMANI,0.3014,0.0003,0.7259
FIEMIND,0.0352,0.0138,0.0365
KOHINOOR,0.0002,0.0522,0.2824
ELGIEQUIP,0.0098,0.0227,0.863
DABUR,0.0,0.1217,0.0889
ASHOKLEY,0.0,0.2,0.459
SRTRANSFIN,0.0,0.1815,0.7673
SUNDRMFAST,0.0,0.1578,0.643
IVC,0.0018,0.0348,0.4197
ZYLOG,0.0,0.0775,0.0722
SYMPHONY,0.003,0.0312,0.2054
NFL,0.0,0.1696,0.0361
UNITEDBNK,0.0,0.299,0.043
CENTURYTEX,0.0,0.5456,0.9978
NCLIND,0.0019,0.0345,0.4036
ASTRAL,0.5695,-0.0027,0.7046
RPOWER,0.0,0.522,0.9693
HINDCOPPER,0.0,0.1677,0.3524
PENINLAND,0.0,0.2513,0.5925
JAGRAN,0.0,0.0699,0.9776
MTEDUCARE,0.0,0.0879,0.6707
APOLLOHOSP,0.0,0.0739,0.2875
TANTIACONS,0.0808,0.0083,0.3454
AJANTPHARM,0.001,0.0388,0.0459
GILLETTE,0.0066,0.0255,0.8415
CLNINDIA,0.0007,0.0418,0.7312
PAPERPROD,0.0,0.1055,0.5802
MCDOWELL-N,0.0,0.1571,0.1545
VOLTAS,0.0,0.2395,0.3569
HIMATSEIDE,0.0,0.1441,0.1465
SWELECTES,0.0001,0.0605,0.1135
KWALITY,0.0016,0.0356,0.8826
BALLARPUR,0.0,0.0779,0.2917
JKIL,0.0889,0.0077,0.6012
POLYMED,0.1247,0.0055,0.8608
AMRUTANJAN,0.0,0.1592,0.9094
JYOTISTRUC,0.0,0.1997,0.8007
RCOM,0.0,0.3855,0.0455
DALMIASUG,0.0003,0.0479,0.9937
JUBLINDS,0.0,0.0805,0.1733
GODREJCP,0.0,0.0768,0.2727
GSFC,0.0,0.1012,0.8986
IL&FSTRANS,0.0,0.162,0.5917
APOLLOTYRE,0.0,0.1082,0.317
ANSALAPI,0.0,0.3945,0.5441
SUNTV,0.0,0.2032,0.7594
HIL,0.0,0.1466,0.1429
PRAJIND,0.0,0.1777,0.6845
INDIANHUME,0.0,0.1228,0.7528
RENUKA,0.0,0.2215,0.7667
GLENMARK,0.0,0.0618,0.615
WHEELS,0.0,0.1185,0.6147
JKTYRE,0.0,0.1607,0.127
WIPRO,0.0099,0.0227,0.1072
CHAMBLFERT,0.0,0.276,0.3169
BASF,0.0,0.0667,0.926
KKCL,0.0036,0.0298,0.0444
BAFNAPHARM,0.0313,0.0147,0.6362
INDOCO,0.0039,0.0293,0.0153
GNFC,0.0,0.0664,0.8434
NCC,0.0,0.3826,0.7597
GATI,0.0,0.0866,0.3148
LINDEINDIA,0.0727,0.009,0.9102
ABBOTINDIA,0.0009,0.0401,0.2186
ZUARI,0.0366,0.0136,0.4192
BANKBEES,0.0,0.5571,0.6192
KERNEX,0.0,0.123,0.7389
ICRA,0.0022,0.0335,0.4324
HINDPETRO,0.0,0.3598,0.8673
FINPIPE,0.0,0.076,0.0049
NEULANDLAB,0.0002,0.0496,0.0299
BALMLAWRIE,0.0,0.0732,0.3176
J&KBANK,0.0,0.2569,0.2994
IFBIND,0.0,0.0699,0.9615
ADORWELD,0.0,0.162,0.8514
PSUBNKBEES,0.0,0.1738,0.7393
GIPCL,0.0004,0.0464,0.8539
ZYDUSWELL,0.0001,0.0541,0.5278
PTC,0.0,0.3756,0.7142
UPL,0.0,0.2128,0.0617
TI,0.0,0.1284,0.8535
PGHH,0.0016,0.0358,0.3025
TATACHEM,0.0,0.2389,0.578
REPRO,0.0,0.1033,0.9253
KARURVYSYA,0.0,0.2653,0.1775
DIVISLAB,0.0,0.1226,0.2999
CUB,0.0,0.1435,0.8677
JMCPROJECT,0.0,0.0821,0.8405
GUJAPOLLO,0.0015,0.0362,0.897
SUNPHARMA,0.0,0.0616,0.8614
SCHAEFFLER,0.0079,0.0243,0.7114
ABAN,0.0,0.2429,0.4847
BHUSANSTL,0.0,0.1176,0.3778
VSTTILLERS,0.0,0.1192,0.0395
KOTAKGOLD,0.0218,0.0172,0.9449
IPCALAB,0.0051,0.0274,0.086
MHRIL,0.0,0.0912,0.5652
3MINDIA,0.0005,0.0448,0.9539
HDFC,0.0,0.4101,0.5072
GLOBUSSPR,0.0,0.1592,0.6279
TRIDENT,0.0,0.0761,0.0711
RALLIS,0.0,0.126,0.2893
JKCEMENT,0.0,0.1025,0.2661
KITEX,0.0001,0.053,0.235
VGUARD,0.0,0.062,0.7757
BANKBARODA,0.0,0.4388,0.9287
KOTAKPSUBK,0.0,0.3982,0.412
MAHSCOOTER,0.0005,0.044,0.8569
SABTN,0.0028,0.0316,0.4577
MANAPPURAM,0.0,0.0679,0.4722
BERGEPAINT,0.0,0.0649,0.1221
CENTENKA,0.0,0.2027,0.1787
AXISGOLD,0.3901,-0.001,0.9181
HINDZINC,0.0,0.2753,0.549
BINANIIND,0.0,0.2382,0.4686
SUPREMEIND,0.0,0.0651,0.0349
GICHSGFIN,0.0,0.2777,0.9327
POLARIS,0.0001,0.0542,0.4002
MAYURUNIQ,0.1174,0.0059,0.9447
HAVELLS,0.0,0.1803,0.1725
JAYNECOIND,0.0,0.1595,0.985
IDBIGOLD,0.3798,-0.0009,0.8391
63MOONS,0.0,0.0969,0.3846
TTKPRESTIG,0.0,0.0665,0.5796
INDIAGLYCO,0.0,0.1536,0.4483
NETWORK18,0.0,0.3699,0.7915
BALRAMCHIN,0.0,0.0774,0.7355
JUBILANT,0.0,0.075,0.7208
EASUNREYRL,0.0,0.0779,0.6831
BBTC,0.0,0.2366,0.6492
SUPPETRO,0.0,0.078,0.5684
MAHLIFE,0.0,0.0781,0.7259
RELCAPITAL,0.0,0.6633,0.998
AJMERA,0.0,0.1075,0.1128
EMCO,0.0,0.1024,0.812
HDFCBANK,0.0,0.4684,0.4201
GREENPOWER,0.114,0.0061,0.5956
VADILALIND,0.0,0.2764,0.9413
ENGINERSIN,0.0,0.1858,0.7186
INGERRAND,0.0,0.1609,0.9208
ARCHIES,0.0,0.0767,0.9295
TWL,0.0,0.0788,0.0434
DISHTV,0.0,0.1789,0.8488
BIOCON,0.0,0.1163,0.0258
KTKBANK,0.0,0.3959,0.8564
BHEL,0.0,0.3133,0.9571
MANGLMCEM,0.0,0.1608,0.2672
SANOFI,0.0026,0.0323,0.2065
GRANULES,0.0,0.1401,0.3394
RADICO,0.0794,0.0084,0.7416
MCLEODRUSS,0.0,0.1008,0.7608
CENTRALBK,0.0,0.3727,0.1716
BANKINDIA,0.0,0.476,0.8982
COALINDIA,0.0,0.18,0.8497
VENUSREM,0.0,0.157,0.745
BOMDYEING,0.0,0.2596,0.4627
WABCOINDIA,0.003,0.0312,0.2299
ALEMBICLTD,0.0006,0.043,0.6742
DCW,0.0,0.2139,0.3643
TVSMOTOR,0.0,0.1119,0.0569
TAKE,0.0278,0.0155,0.2924
HFCL,0.0,0.0775,0.8838
INDHOTEL,0.0,0.182,0.6241
EVERESTIND,0.0,0.1492,0.5561
HONDAPOWER,0.0,0.0704,0.7559
GTL,0.0,0.1664,0.9609
UFLEX,0.0,0.2186,0.8286
ORCHIDPHAR,0.0,0.219,0.9277
FLEXITUFF,0.1994,0.0026,0.4498
MOIL,0.0,0.2323,0.7343
NESTLEIND,0.0,0.0755,0.3638
AUROPHARMA,0.0,0.2026,0.0191
BLUEDART,0.0001,0.054,0.0148
TATAGLOBAL,0.0,0.2532,0.4876
GUJFLUORO,0.0,0.1948,0.7314
CIPLA,0.0,0.161,0.6269
HEG,0.0,0.1065,0.9413
PCJEWELLER,0.0,0.1048,0.5247
SANGHVIMOV,0.0,0.1005,0.1474
DBREALTY,0.0,0.236,0.1917
METKORE,0.0038,0.0296,0.5975
GDL,0.0006,0.0431,0.6098
FEL,0.0,0.2452,0.1497
SHILPI,0.0031,0.0309,0.3335
ACE,0.0,0.206,0.6627
UNITY,0.0,0.3358,0.6045
RELIGARE,0.0,0.0609,0.6723
NHPC,0.0,0.1043,0.8968
GAEL,0.0094,0.023,0.5641
SAIL,0.0,0.3444,0.9384
HONAUT,0.0,0.1148,0.4784
PHOENIXLTD,0.001,0.0389,0.9191
LOKESHMACH,0.6279,-0.0031,0.9735
COLPAL,0.0,0.1425,0.9709
PRATIBHA,0.0,0.1794,0.204
RJL,0.0001,0.0575,0.7777
RAJESHEXPO,0.0007,0.0422,0.2919
BLISSGVS,0.0164,0.0191,0.7203
BANCOINDIA,0.1871,0.003,0.7081
ADANIPOWER,0.0,0.2163,0.6292
SANGHIIND,0.0013,0.0371,0.7663
RELINFRA,0.0,0.5828,0.7976
KOTAKNIFTY,0.0,0.5366,0.0757
GESHIP,0.0057,0.0266,0.2697
OMAXE,0.0,0.1434,0.5305
NDL,0.0347,0.014,0.6536
KCP,0.0,0.0635,0.2504
EDL,0.0017,0.0355,0.5346
BEL,0.0,0.0821,0.6797
PFS,0.0,0.1408,0.7963
ECLERX,0.0396,0.0131,0.0689
GRAPHITE,0.1068,0.0065,0.7367
SWANENERGY,0.0042,0.0287,0.6525
OMKARCHEM,0.0,0.0615,0.9368
SRSLTD,0.0,0.0706,0.9739
MAHABANK,0.0,0.2777,0.1938
GET&D,0.0,0.1114,0.4395
LAKSHVILAS,0.0,0.2686,0.6283
LYKALABS,0.0002,0.0491,0.6413
MMFL,0.0,0.0824,0.7481
KANSAINER,0.0873,0.0078,0.4813
UNICHEMLAB,0.0,0.0856,0.484
COROMANDEL,0.0,0.0785,0.8163
JSWSTEEL,0.0,0.3529,0.1626
VAKRANGEE,0.5803,-0.0028,0.2036
TBZ,0.0,0.0971,0.6627
INFRATEL,0.0,0.1086,0.9973
KPIT,0.0,0.0899,0.0519
MADRASFERT,0.0,0.1433,0.7505
HUBTOWN,0.0004,0.0451,0.2841
RECLTD,0.0,0.4429,0.6426
NIITLTD,0.0,0.088,0.6659
SIMPLEXINF,0.0,0.1088,0.1731
TTML,0.0003,0.0486,0.752
CANBK,0.0,0.4856,0.4339
NILKAMAL,0.0,0.0788,0.4988
SUNDARMFIN,0.0,0.122,0.1717
TIMETECHNO,0.0,0.0698,0.9062
LIQUIDBEES,0.7948,-0.0038,0.0
PUNJLLOYD,0.0,0.3635,0.4444
SCI,0.0,0.1947,0.9563
DHARSUGAR,0.0003,0.0469,0.2994
PIIND,0.0456,0.0121,0.8628
BAJAJHLDNG,0.0017,0.0351,0.9376
ASTRAZEN,0.0,0.0839,0.7214
SURYAROSNI,0.0,0.1147,0.552
DIAPOWER,0.0,0.1077,0.4935
VEDL,0.0,0.2914,0.4472
EXIDEIND,0.0,0.1852,0.9258
KSCL,0.0,0.0855,0.09
FINCABLES,0.0,0.1691,0.1195
BGRENERGY,0.0,0.2749,0.2771
TECHNO,0.0002,0.0496,0.5966
APTECHT,0.0,0.1166,0.3306
NOIDATOLL,0.0001,0.0574,0.8231
NELCO,0.0003,0.049,0.9195
GRASIM,0.0,0.3529,0.9946
SUNTECK,0.0,0.063,0.1433
UCOBANK,0.0,0.4888,0.4749
KOTAKBANK,0.0,0.4286,0.1751
DICIND,0.1185,0.0058,0.1453
TV18BRDCST,0.0,0.2872,0.9889
DPL,0.0007,0.0421,0.4567
ASHOKA,0.0008,0.041,0.5198
MAHSEAMLES,0.3999,-0.0012,0.1487
MOTILALOFS,0.0,0.12,0.8136
GMDCLTD,0.0,0.1647,0.2377
INSECTICID,0.0001,0.0545,0.2757
FSL,0.0001,0.0587,0.0829
TATAMTRDVR,0.0,0.3129,0.3106
KOLTEPATIL,0.0,0.335,0.8442
DOLPHINOFF,0.0,0.0961,0.9052
PRESTIGE,0.0,0.1876,0.7717
INFINITE,0.007,0.0251,0.5513
INOXLEISUR,0.0,0.1771,0.1579
UNIONBANK,0.0,0.524,0.2649
ALCHEM,0.0,0.1743,0.6383
GRAVITA,0.0003,0.0484,0.0828
SJVN,0.0177,0.0186,0.5554
TORNTPHARM,0.4889,-0.0021,0.8292
CHOLAFIN,0.0,0.1486,0.8479
ATUL,0.0,0.1693,0.4447
APCOTEXIND,0.0022,0.0335,0.465
SEAMECLTD,0.0008,0.0403,0.7926
RANEHOLDIN,0.0418,0.0127,0.8296
INDOWIND,0.0,0.065,0.759
ASIANPAINT,0.0,0.067,0.5268
GODFRYPHLP,0.0143,0.0201,0.7512
MANINFRA,0.0,0.0926,0.298
EIDPARRY,0.0,0.2436,0.5878
GEPIL,0.0,0.1647,0.7474
EDELWEISS,0.0,0.0998,0.9034
NOCIL,0.0,0.2264,0.9678
HCL-INSYS,0.0,0.068,0.2787
JKPAPER,0.0,0.1171,0.8327
ICICIGOLD,0.1472,0.0045,0.9351
SOUTHBANK,0.0,0.2687,0.6679
RAMCOIND,0.0,0.0949,0.4247
ANSALHSG,0.0992,0.007,0.5963
HIKAL,0.2355,0.0017,0.9095
ZEELEARN,0.0057,0.0266,0.8112
PGIL,0.0,0.1526,0.118
BHARTIARTL,0.0,0.2931,0.4212
LAOPALA,0.0,0.1165,0.0403
GOACARBON,0.0005,0.0444,0.8558
DCBBANK,0.0,0.3719,0.2904
SUPRAJIT,0.0158,0.0194,0.091
SURYALAXMI,0.0099,0.0227,0.642
SHAKTIPUMP,0.0,0.0933,0.346
HARRMALAYA,0.0,0.1824,0.9255
TATAPOWER,0.0,0.2588,0.9601
SRIPIPES,0.0,0.1004,0.828
MANINDS,0.0041,0.029,0.1139
GRUH,0.0,0.1338,0.4047
HEIDELBERG,0.0,0.1667,0.5698
CESC,0.0,0.1487,0.0671
SMARTLINK,0.0014,0.0369,0.294
TIRUMALCHM,0.0,0.0824,0.7541
RUCHISOYA,0.0015,0.0361,0.5901
MANGCHEFER,0.0,0.0642,0.2008
TNPL,0.0,0.0736,0.3209
ONMOBILE,0.0,0.1885,0.8204
DQE,0.0,0.067,0.0491
SUMEETINDS,0.0002,0.0492,0.4898
KSBPUMPS,0.0015,0.0361,0.2644
RAINBOWPAP,0.0,0.0637,0.8407
VARDMNPOLY,0.0006,0.0433,0.3906
GEOJITFSL,0.0,0.1339,0.8356
CANTABIL,0.0373,0.0135,0.7529
BAJAJ-AUTO,0.0,0.2969,0.7817
SYNDIBANK,0.0,0.4083,0.8866
ADFFOODS,0.0,0.1005,0.6846
BRITANNIA,0.0,0.0949,0.0069
IMFA,0.0,0.1385,0.9902
CAPF,0.0,0.095,0.9455
OFSS,0.0006,0.0427,0.5876
DENABANK,0.0,0.5355,0.1965
SUNFLAG,0.0004,0.0456,0.5512
NUCLEUS,0.0001,0.0552,0.0326
GPPL,0.4383,-0.0016,0.2045
STCINDIA,0.0,0.1108,0.7953
JSWENERGY,0.0,0.435,0.744
DELTACORP,0.0,0.1289,0.2957
HEROMOTOCO,0.0,0.2048,0.2969
ARVIND,0.0,0.239,0.1336
IRB,0.0,0.282,0.9447
DCMSHRIRAM,0.0278,0.0155,0.9298
MARALOVER,0.0034,0.0303,0.347
OCL,0.0,0.0617,0.4146
M&M,0.0,0.3002,0.4384
HSCL,0.0106,0.0222,0.9671
CHENNPETRO,0.0,0.0745,0.301
HDFCMFGETF,0.1073,0.0065,0.9312
UBL,0.0,0.1037,0.876
INEOSSTYRO,0.0,0.089,0.1791
BAJAJHIND,0.0,0.1775,0.3443
INFY,0.0098,0.0228,0.0981
SARDAEN,0.0,0.2109,0.9252
NIITTECH,0.0086,0.0237,0.059
ZUARIGLOB,0.0,0.0664,0.7726
DHFL,0.0,0.2404,0.3131
AUTOIND,0.0,0.2135,0.9456
IVZINGOLD,0.3853,-0.001,0.9354
MMTC,0.0,0.089,0.0001
HCC,0.0,0.1735,0.8685
RAIN,0.1052,0.0066,0.8452
ORISSAMINE,0.0,0.3084,0.6023
RPGLIFE,0.0599,0.0103,0.9305
CONCOR,0.0705,0.0092,0.9385
SHRIRAMCIT,0.174,0.0035,0.5163
DALMIABHA,0.0,0.0651,0.7257
GLAXO,0.1673,0.0037,0.1281
KALPATPOWR,0.0,0.1016,0.6755
BRFL,0.9297,-0.004,0.7229
JINDRILL,0.0,0.1006,0.899
TATACOMM,0.0,0.1697,0.1999
CEBBCO,0.0,0.1519,0.0032
GODREJIND,0.0,0.3068,0.7755
TATAMOTORS,0.0,0.2488,0.2142
