Adj-r_sq,Rm-Rf %,Symbol,const
0.125,0.0,TVTODAY,0.0588
0.2365,0.0,STRTECH,0.0106
0.1427,0.0,NITINSPIN,0.0078
0.1225,0.0,THERMAX,0.1036
0.1117,0.0,STAR,0.7887
0.1598,0.0,FEDERALBNK,0.5681
0.1462,0.0,METALFORGE,0.5486
0.0274,0.0,PAISALO,0.9669
0.2043,0.0,TFCILTD,0.0447
0.1396,0.0,SELAN,0.9793
0.1797,0.0,NLCINDIA,0.4673
0.1126,0.0,PARSVNATH,0.9538
0.132,0.0,DTIL,0.2842
0.1715,0.0,TATASPONGE,0.1266
0.0134,0.0004,PEARLPOLY,0.125
0.1134,0.0,ITC,0.7303
0.1707,0.0,NATIONALUM,0.3889
0.0942,0.0,WABAG,0.5541
0.1891,0.0,GVKPIL,0.8894
0.1729,0.0,SETFNN50,0.1778
0.0494,0.0,ALANKIT,0.9924
0.1177,0.0,ADHUNIK,0.1731
0.0388,0.0,RKDL,0.5422
0.13,0.0,FACT,0.3842
0.0507,0.0,PGEL,0.4302
0.0563,0.0,ALKYLAMINE,0.0422
0.1435,0.0,ASTRAMICRO,0.1744
0.0414,0.0,RUSHIL,0.1506
0.2015,0.0,RICOAUTO,0.0214
0.2004,0.0,POWERGRID,0.0911
0.083,0.0,CASTROLIND,0.6873
0.1687,0.0,MAGMA,0.333
0.0754,0.0,KSK,0.4016
0.1123,0.0,SHOPERSTOP,0.4541
0.1685,0.0,ABB,0.1867
0.1683,0.0,MTNL,0.8147
0.3978,0.0,INDIACEM,0.4689
0.1192,0.0,VRLLOG,0.4194
0.0414,0.0,ALLSEC,0.0189
0.1663,0.0,DEEPIND,0.1245
0.1673,0.0,HOTELEELA,0.8217
0.1961,0.0,RSWM,0.0544
0.2176,0.0,ADANIENT,0.7687
0.0665,0.0,MAWANASUG,0.1045
0.0435,0.0,UGARSUGAR,0.3649
0.1013,0.0,CYBERTECH,0.062
0.1718,0.0,GANESHHOUC,0.5383
0.3624,0.0,JISLJALEQS,0.5098
0.0447,0.0,RTNINFRA,0.3995
0.0671,0.0,SUMMITSEC,0.0122
0.0347,0.0,ASIANHOTNR,0.6535
0.0217,0.0,SALSTEEL,0.2307
0.006,0.007,SEPOWER,0.4752
0.0716,0.0,INDIANCARD,0.4052
0.0879,0.0,TDPOWERSYS,0.8297
0.1714,0.0,EICHERMOT,0.0001
0.0483,0.0,DEEPAKNTR,0.2393
0.0592,0.0,SIYSIL,0.0982
0.1512,0.0,BATAINDIA,0.8374
0.0459,0.0,RAMCOSYS,0.0986
0.1051,0.0,CIGNITITEC,0.6531
0.129,0.0,SITINET,0.6448
0.0087,0.0025,COUNCODOS,0.076
0.0186,0.0003,MANAKCOAT,0.2775
0.0683,0.0,EMAMILTD,0.1157
0.0887,0.0,FDC,0.0586
0.1584,0.0,CUMMINSIND,0.1751
0.0799,0.0,PITTIENG,0.2546
0.0677,0.0,MONSANTO,0.0444
0.1159,0.0,GARDENSILK,0.9798
0.0075,0.0054,VASWANI,0.1264
0.0648,0.0,SARLAPOLY,0.5254
0.0438,0.0,CINELINE,0.0246
0.0598,0.0,MAITHANALL,0.0385
0.1596,0.0,JSL,0.4518
0.1363,0.0,AKSHOPTFBR,0.2176
0.2879,0.0,RAYMOND,0.2486
0.0626,0.0,AMBIKCO,0.007
0.0748,0.0,GREENLAM,0.068
0.0107,0.0035,SREEL,0.7252
0.0468,0.0,DHUNINV,0.0487
0.1079,0.0,CORPBANK,0.1277
0.168,0.0,OBEROIRLTY,0.4148
0.035,0.0,BALKRISIND,0.0266
0.072,0.0,LGBBROSLTD,0.0521
0.1675,0.0,ADLABS,0.378
0.1523,0.0,SSWL,0.0222
0.2105,0.0,NAHARSPING,0.3903
0.161,0.0,IL&FSENGG,0.9843
0.1877,0.0,NECLIFE,0.4246
0.0857,0.0,GENESYS,0.279
0.1788,0.0,JAYSREETEA,0.7047
0.1659,0.0,LEEL,0.0914
0.2381,0.0,BEML,0.0316
0.3314,0.0,AMBUJACEM,0.5527
0.0196,0.0,HINDNATGLS,0.6855
0.1445,0.0,SHREECEM,0.0055
0.0757,0.0,ALKALI,0.1516
0.0452,0.0,NAUKRI,0.0151
0.1932,0.0,TATAMETALI,0.0047
0.0055,0.0055,BSLGOLDETF,0.387
0.0355,0.0,SOLARINDS,0.2029
0.1576,0.0,PNB,0.4973
0.1309,0.0,BFINVEST,0.0391
0.191,0.0,FEDDERELEC,0.4565
0.1326,0.0,PREMIER,0.3874
0.0304,0.0,CADILAHC,0.6837
0.0341,0.0,TECHM,0.7236
0.11,0.0,SUNCLAYLTD,0.0
0.1111,0.0,MAHINDCIE,0.0424
0.1641,0.0,KEI,0.002
0.0789,0.0,COMPUSOFT,0.6835
0.1843,0.0,GSCLCEMENT,0.6146
0.2025,0.0,KEC,0.0277
0.1663,0.0,LINCOLN,0.9973
0.0285,0.0,GOKUL,0.7753
0.1409,0.0,MUNJALAU,0.2544
0.1871,0.0,TINPLATE,0.0561
0.097,0.0,VARDHACRLC,0.0344
0.1326,0.0,BAJAJELEC,0.1735
0.0419,0.0,ARIHANT,0.4677
0.1313,0.0,INDRAMEDCO,0.3021
0.189,0.0,ZEEL,0.0594
0.0548,0.0,GANDHITUBE,0.1132
0.154,0.0,BLUESTARCO,0.0053
0.039,0.0,HCLTECH,0.2506
0.3729,0.0,DLF,0.9645
0.0461,0.0,SICAGEN,0.1255
0.2683,0.0,JINDALSAW,0.8919
0.0284,0.0,KIRLOSIND,0.0594
0.1608,0.0,APARINDS,0.0317
0.1009,0.0,MANPASAND,0.4683
0.1319,0.0,HINDMOTORS,0.6907
0.046,0.0,WELSPUNIND,0.1472
0.2413,0.0,NTPC,0.5977
0.0477,0.0,SPLIL,0.1076
0.179,0.0,ESSELPACK,0.0039
0.4011,0.0,SIEMENS,0.3052
0.1384,0.0,SPARC,0.1036
0.049,0.0,KIRLOSENG,0.1584
0.0591,0.0,CENTUM,0.0098
0.1384,0.0,KABRAEXTRU,0.0966
0.102,0.0,RNAVAL,0.7812
0.0399,0.0,NAGREEKEXP,0.1667
0.0766,0.0,BANARISUG,0.1947
0.0979,0.0,ASSAMCO,0.7
0.018,0.0002,STEL,0.0721
0.0844,0.0,MINDAIND,0.025
0.2177,0.0,PRSMJOHNSN,0.2659
0.1179,0.0,TEXMOPIPES,0.2003
0.1166,0.0,AVTNPL,0.4198
0.1161,0.0,SUNILHITEC,0.7271
0.2858,0.0,MRF,0.0015
0.122,0.0,GUJALKALI,0.0166
0.0338,0.0,GOLDBEES,0.1887
0.0578,0.0,VSSL,0.0612
0.1211,0.0,HESTERBIO,0.0299
0.0757,0.0,ESABINDIA,0.2458
0.0955,0.0,SELMCL,0.7912
0.0461,0.0,PNC,0.2383
0.0573,0.0,RESPONIND,0.7875
0.1218,0.0,MONTECARLO,0.6786
0.1169,0.0,SOBHA,0.3882
0.0081,0.0035,TARMAT,0.1473
0.1794,0.0,RAMCOCEM,0.0299
0.1137,0.0,TRITURBINE,0.1887
0.1294,0.0,GREAVESCOT,0.237
0.1059,0.0,LUPIN,0.2939
0.1419,0.0,EROSMEDIA,0.7062
0.0078,0.0017,GALLISPAT,0.039
0.1218,0.0,GAYAPROJ,0.1806
0.202,0.0,JPPOWER,0.4108
0.0962,0.0,MBLINFRA,0.3861
0.0891,0.0,WELENT,0.0332
0.055,0.0,TIDEWATER,0.4397
0.1203,0.0,AARTIIND,0.0004
0.0815,0.0,AURIONPRO,0.2826
0.0566,0.0,SANWARIA,0.6899
0.0263,0.0,QGOLDHALF,0.2458
0.2793,0.0,JPASSOCIAT,0.3919
0.1642,0.0,HBLPOWER,0.1206
0.0566,0.0,20MICRONS,0.76
0.0137,0.0001,VIVIDHA,0.3287
0.2778,0.0,UNITECH,0.428
0.0683,0.0,SUTLEJTEX,0.587
0.1362,0.0,AMARAJABAT,0.0354
0.1341,0.0,WONDERLA,0.1524
0.158,0.0,SBIN,0.5273
0.0864,0.0,PANACEABIO,0.2722
0.1582,0.0,SUBROS,0.0092
0.0907,0.0,ORTINLABSS,0.2175
0.0683,0.0,INDBANK,0.1477
0.2182,0.0,MADHUCON,0.7769
0.0582,0.0,ONWARDTEC,0.1246
0.0635,0.0,NAHARPOLY,0.1144
0.0936,0.0,IDEA,0.6713
0.0608,0.0,TREEHOUSE,0.0485
0.0155,0.0,INDOSOLAR,0.3217
0.1359,0.0,CCHHL,0.5682
0.0811,0.0,KAJARIACER,0.0517
0.1404,0.0,BBL,0.172
0.0252,0.0,MANAKSTEEL,0.1816
0.1217,0.0,SWARAJENG,0.0046
0.1918,0.0,DREDGECORP,0.1461
0.1167,0.0,KRBL,0.0001
0.0827,0.0,GEECEE,0.1143
0.0306,0.0,MOHOTAIND,0.0508
0.1032,0.0,INDOTECH,0.3966
0.1431,0.0,SHANTIGEAR,0.1428
0.175,0.0,JKLAKSHMI,0.1786
0.1608,0.0,OIL,0.9705
0.1116,0.0,FCONSUMER,0.0181
0.1678,0.0,BHARATFORG,0.1055
0.1128,0.0,PSL,0.0901
0.039,0.0,GULPOLY,0.9263
0.061,0.0,CELESTIAL,0.4447
0.087,0.0,MENONBE,0.572
0.0554,0.0,PATSPINLTD,0.1508
0.0533,0.0,IGL,0.1764
0.2581,0.0,IDFC,0.3609
0.2907,0.0,JMFINANCIL,0.0344
0.1319,0.0,TRIVENI,0.1216
0.0408,0.0,ZODIACLOTH,0.5223
0.1082,0.0,PETRONET,0.2987
0.0786,0.0,VISASTEEL,0.9042
0.0175,0.0,CYIENT,0.0168
0.1229,0.0,PNBGILTS,0.3813
0.0478,0.0,GREENPLY,0.3137
0.213,0.0,ZEEMEDIA,0.1888
0.1159,0.0,MUTHOOTFIN,0.2413
0.0824,0.0,BAJFINANCE,0.1144
0.0794,0.0,BASML,0.0992
0.0422,0.0,KNRCON,0.0659
0.3333,0.0,IBREALEST,0.31
0.152,0.0,VOLTAMP,0.1224
0.0799,0.0,KOTHARIPET,0.0851
0.0662,0.0,RATNAMANI,0.003
0.0997,0.0,FIEMIND,0.0072
0.1997,0.0,BALAJITELE,0.2174
0.1166,0.0,KOHINOOR,0.2682
0.074,0.0,ELGIEQUIP,0.0371
0.1285,0.0,DABUR,0.0146
0.2925,0.0,ASHOKLEY,0.029
0.0275,0.0,BANG,0.4595
0.2165,0.0,SRTRANSFIN,0.274
0.1392,0.0,SUNDRMFAST,0.0006
0.0321,0.0,KOTARISUG,0.2855
0.0787,0.0,IVC,0.4361
0.0971,0.0,RBL,0.0068
0.0707,0.0,SYMPHONY,0.0282
0.1992,0.0,NFL,0.903
0.2163,0.0,UNITEDBNK,0.0531
0.1796,0.0,MAJESCO,0.7605
0.1186,0.0,MINDACORP,0.9666
0.0647,0.0,AGCNET,0.8042
0.0763,0.0,MUKTAARTS,0.1696
0.1406,0.0,NITCO,0.0958
0.005,0.0615,BKMINDST,0.118
0.0822,0.0,ASAL,0.2453
0.4758,0.0,CENTURYTEX,0.1026
0.1184,0.0,NCLIND,0.0487
0.0196,0.0,ASTRAL,0.1078
0.0106,0.0007,RKFORGE,0.2074
0.1485,0.0,IGARASHI,0.0073
0.0773,0.0,JPOLYINVST,0.7267
0.0035,0.0335,KIRIINDUS,0.0738
0.4941,0.0,RPOWER,0.1614
0.2527,0.0,HINDCOPPER,0.6681
0.2325,0.0,PENINLAND,0.5205
0.1025,0.0,JAGRAN,0.1672
0.1352,0.0,MTEDUCARE,0.8578
0.0706,0.0,3IINFOTECH,0.5955
0.0971,0.0,ADSL,0.5329
0.1655,0.0,WOCKPHARMA,0.5854
0.0712,0.0,ESTER,0.1007
0.0681,0.0,KTIL,0.1201
0.1182,0.0,APOLLOHOSP,0.2797
0.03,0.0,EUROTEXIND,0.3137
0.0682,0.0,SPMLINFRA,0.1976
0.0539,0.0,GLOBALVECT,0.0318
0.0579,0.0,AJANTPHARM,0.0542
0.0813,0.0,GILLETTE,0.0113
0.0668,0.0,CLNINDIA,0.8803
0.0114,0.0019,3PLAND,0.4691
0.1201,0.0,PAPERPROD,0.014
0.1928,0.0,SUPERHOUSE,0.6368
0.1151,0.0,MCDOWELL-N,0.2229
0.0707,0.0,GULFPETRO,0.1231
0.3052,0.0,VOLTAS,0.009
0.1686,0.0,HIMATSEIDE,0.0047
0.0418,0.0,INDOTHAI,0.0581
0.1277,0.0,SWELECTES,0.0785
0.1489,0.0,KWALITY,0.1486
0.1583,0.0,BALLARPUR,0.9978
0.0452,0.0,JKIL,0.4656
0.0189,0.0,POLYMED,0.5987
0.167,0.0,AMRUTANJAN,0.0538
0.0226,0.0,RSYSTEMS,0.7047
0.0203,0.0002,UNIVCABLES,0.2729
0.2396,0.0,RCOM,0.6117
0.0897,0.0,DALMIASUG,0.0382
0.0855,0.0,JUBLINDS,0.4112
0.0929,0.0,GODREJCP,0.3608
0.0163,0.0003,PILITA,0.0572
0.1456,0.0,CAMLINFINE,0.41
0.1433,0.0,GSFC,0.1971
0.2223,0.0,IL&FSTRANS,0.3232
0.0806,0.0,PPAP,0.0061
0.2198,0.0,APOLLOTYRE,0.0995
0.0418,0.0,VAIBHAVGBL,0.0163
0.0413,0.0,ADVANIHOTR,0.137
0.2645,0.0,ANSALAPI,0.6808
0.0503,0.0,BODALCHEM,0.0312
0.1791,0.0,SUNTV,0.236
0.1646,0.0,HIL,0.0777
0.1641,0.0,SATIN,0.2685
0.201,0.0,PRAJIND,0.2845
0.1227,0.0,INDIANHUME,0.1341
0.1364,0.0,RENUKA,0.6848
0.1137,0.0,GLENMARK,0.5471
0.1055,0.0,WHEELS,0.1674
0.094,0.0,ELAND,0.2931
0.1229,0.0,JKTYRE,0.3813
0.0347,0.0,WIPRO,0.6629
0.1826,0.0,CHAMBLFERT,0.184
0.0608,0.0,SIMPLEX,0.5556
0.1178,0.0,BASF,0.0522
0.0623,0.0,ORIENTHOT,0.3199
0.034,0.0,KKCL,0.0221
0.0985,0.0,BAFNAPHARM,0.9986
0.0517,0.0,INDOCO,0.0259
0.111,0.0,MADHAV,0.1276
0.1347,0.0,GNFC,0.0132
0.0919,0.0,TARAJEWELS,0.0554
0.0407,0.0,THANGAMAYL,0.1511
0.0487,0.0,BHARATRAS,0.0008
0.076,0.0,MANUGRAPH,0.597
0.0318,0.0,HATSUN,0.0196
0.1102,0.0,CAREERP,0.7414
0.2824,0.0,NCC,0.3362
0.0822,0.0,JBMA,0.028
0.0856,0.0,SQSBFSI,0.0381
0.0677,0.0,HARITASEAT,0.0197
0.1591,0.0,GATI,0.1223
0.0875,0.0,LINDEINDIA,0.336
0.0336,0.0,ABBOTINDIA,0.0018
0.1013,0.0,ZUARI,0.3033
0.0911,0.0,DATAMATICS,0.1071
0.1113,0.0,TALBROAUTO,0.0203
0.1319,0.0,NAHARCAP,0.0506
0.6015,0.0,BANKBEES,0.0235
0.0502,0.0,OISL,0.35
0.0121,0.0003,NIBL,0.1185
0.0398,0.0,GENUSPAPER,0.0755
0.0642,0.0,ICRA,0.0231
0.1286,0.0,VLSFINANCE,0.0824
0.1539,0.0,HINDPETRO,0.3819
0.0929,0.0,FINPIPE,0.0004
0.0834,0.0,NEULANDLAB,0.0258
0.1201,0.0,GOKEX,0.3606
0.0914,0.0,BALMLAWRIE,0.9713
0.0782,0.0,J&KBANK,0.2814
0.1203,0.0,IFBIND,0.0046
0.08,0.0,NAGAROIL,0.7638
0.0462,0.0,ARCHIDPLY,0.0235
0.0536,0.0,JINDALPHOT,0.609
0.1529,0.0,ADORWELD,0.1104
0.2068,0.0,MERCATOR,0.3981
0.2396,0.0,JINDALPOLY,0.3057
0.3109,0.0,PSUBNKBEES,0.8692
0.1486,0.0,GIPCL,0.1924
0.0627,0.0,ZYDUSWELL,0.1076
0.391,0.0,PTC,0.4923
0.2192,0.0,UPL,0.0069
0.0875,0.0,TI,0.4617
0.0611,0.0,PGHH,0.0007
0.0814,0.0,JUSTDIAL,0.826
0.1389,0.0,VASCONEQ,0.6881
0.0217,0.0,GTNTEX,0.0913
0.3443,0.0,TATACHEM,0.1232
0.025,0.0,SPICEMOBI,0.7015
0.0901,0.0,REPRO,0.0999
0.0355,0.0,GRINDWELL,0.1033
0.0692,0.0,KARURVYSYA,0.5906
0.1586,0.0,AXISCADES,0.2736
0.0673,0.0,HOVS,0.0319
0.0662,0.0,DIVISLAB,0.5905
0.1123,0.0,CUB,0.0147
0.0681,0.0,RUCHIRA,0.005
0.0962,0.0,DECCANCE,0.2599
0.186,0.0,JMCPROJECT,0.055
0.0668,0.0,GUJAPOLLO,0.1614
0.0852,0.0,SUNPHARMA,0.8297
0.078,0.0,SCHAEFFLER,0.0038
0.1847,0.0,EVEREADY,0.0001
0.221,0.0,ABAN,0.6165
0.0259,0.0001,MANAKALUCO,0.3905
0.1822,0.0,NILAINFRA,0.1303
0.0773,0.0,BHUSANSTL,0.1911
0.0933,0.0,VSTTILLERS,0.004
0.0641,0.0,THIRUSUGAR,0.8183
0.0794,0.0,POWERMECH,0.5862
0.003,0.0299,KOTAKGOLD,0.5237
0.0582,0.0,IPCALAB,0.435
0.1505,0.0,MEGH,0.0108
0.0038,0.032,ICICINF100,0.1373
0.1336,0.0,MHRIL,0.7134
0.1243,0.0,3MINDIA,0.0052
0.3145,0.0,HDFC,0.0871
0.1637,0.0,GLOBUSSPR,0.7242
0.1807,0.0,TRIDENT,0.0168
0.1546,0.0,RALLIS,0.3036
0.149,0.0,JKCEMENT,0.076
0.0919,0.0,KITEX,0.0631
0.033,0.0,VGUARD,0.3791
0.1764,0.0,BANKBARODA,0.4741
0.0583,0.0,SAGCEM,0.1127
0.0234,0.0,EASTSILK,0.2374
0.3697,0.0,KOTAKPSUBK,0.9283
0.1162,0.0,MAHSCOOTER,0.0094
0.0278,0.0,SABTN,0.2286
0.1352,0.0,MANAPPURAM,0.1236
0.0634,0.0,ELGIRUBCO,0.2391
0.0031,0.1077,STINDIA,0.2887
0.0667,0.0,BERGEPAINT,0.2246
0.2687,0.0,IDFCBANK,0.4301
0.246,0.0,CENTENKA,0.1795
0.0056,0.0051,AXISGOLD,0.4233
0.2643,0.0,HINDZINC,0.157
0.201,0.0,BINANIIND,0.636
0.2288,0.0,BFUTILITIE,0.6653
0.1263,0.0,ORIENTBELL,0.1848
0.0704,0.0,SUPREMEIND,0.002
0.027,0.0,PIONDIST,0.1058
0.2954,0.0,GICHSGFIN,0.0657
0.0584,0.0,ICICINIFTY,0.1778
0.0676,0.0,POLARIS,0.0839
0.0323,0.0,MAYURUNIQ,0.4248
0.0983,0.0,HAVELLS,0.4874
0.1767,0.0,JAYNECOIND,0.9862
0.0136,0.0003,UNIPLY,0.0287
0.0092,0.0005,IDBIGOLD,0.367
0.1067,0.0,IZMO,0.1586
0.0826,0.0,63MOONS,0.3924
0.138,0.0,KOKUYOCMLN,0.1465
0.0623,0.0,STERTOOLS,0.0369
0.0607,0.0,DYNAMATECH,0.2157
0.0526,0.0,HMVL,0.1975
0.0583,0.0,TTKPRESTIG,0.0909
0.1995,0.0,INDIAGLYCO,0.236
0.1593,0.0,VIPCLOTHNG,0.1987
0.1245,0.0,DENORA,0.6316
0.0588,0.0,AHLEAST,0.4661
0.2409,0.0,NETWORK18,0.5943
0.107,0.0,JAGSNPHARM,0.2241
0.1031,0.0,BALRAMCHIN,0.1576
0.0003,0.2645,SHAHALLOYS,0.1764
0.0867,0.0,CAPLIPOINT,0.056
0.1328,0.0,JUBILANT,0.1521
0.2446,0.0,BBTC,0.0053
0.1333,0.0,SUPPETRO,0.0128
0.093,0.0,MAHLIFE,0.5763
0.503,0.0,RELCAPITAL,0.9511
0.1586,0.0,AJMERA,0.2471
0.37,0.0,HDFCBANK,0.0021
0.1312,0.0,GREENPOWER,0.7757
0.0376,0.0,GSS,0.7587
0.2402,0.0,INTELLECT,0.3297
0.2002,0.0,VADILALIND,0.1101
0.1787,0.0,ENGINERSIN,0.8433
0.1914,0.0,INGERRAND,0.3368
0.0531,0.0,SHREYANIND,0.0272
0.0753,0.0,TWL,0.5728
0.1272,0.0,BLKASHYAP,0.1252
0.0467,0.0,FMNL,0.0773
0.2418,0.0,DISHTV,0.7948
0.0828,0.0,AARVEEDEN,0.7239
0.0788,0.0,BIOCON,0.1854
0.3636,0.0,KTKBANK,0.8457
0.1045,0.0,SHK,0.4044
0.0044,0.0195,JMTAUTOLTD,0.7577
0.0073,0.0183,SGL,0.0271
0.2675,0.0,BHEL,0.3156
0.1139,0.0,LUMAXIND,0.0156
0.1749,0.0,KESORAMIND,0.8977
0.0993,0.0,RML,0.0396
