Adj-r_sq,Rm-Rf %,SMB %,Symbol,const,high-low
0.3638,0.0,,PUNJLLOYD,0.509,0.0
0.1947,0.0,,SCI,0.9961,0.0976
0.0458,0.0013,,DHARSUGAR,0.2898,0.028
0.0112,0.0493,,PIIND,0.9463,0.7508
0.0343,0.001,,BAJAJHLDNG,0.9848,0.1574
0.0824,0.0,,ASTRAZEN,0.6116,0.0445
0.1134,0.0,,SURYAROSNI,0.5799,0.4255
0.1072,0.0,,DIAPOWER,0.5242,0.0102
0.2898,0.0,,VEDL,0.4743,0.6247
0.186,0.0,,EXIDEIND,0.9079,0.988
0.0856,0.0,,KSCL,0.0999,0.0192
0.1678,0.0,,FINCABLES,0.1155,0.0517
0.2739,0.0,,BGRENERGY,0.285,0.049
0.0499,0.0005,,TECHNO,0.6336,0.1825
0.1151,0.0,,APTECHT,0.3403,0.0951
0.0574,0.0001,,NOIDATOLL,0.8126,0.6001
0.0482,0.0004,,NELCO,0.8847,0.9583
0.3533,0.0,,GRASIM,0.9346,0.0008
0.0629,0.0,,SUNTECK,0.1395,0.7868
0.4882,0.0,,UCOBANK,0.4753,0.5535
0.427,0.0,,KOTAKBANK,0.211,0.019
0.0056,0.2388,,DICIND,0.1294,0.0157
0.2855,0.0,,TV18BRDCST,0.9954,0.0241
0.0417,0.0018,,DPL,0.44,0.1009
0.0408,0.0013,,ASHOKA,0.5291,0.4469
-0.0012,0.5429,,MAHSEAMLES,0.1589,0.1402
0.1194,0.0,,MOTILALOFS,0.8287,0.1325
0.1657,0.0,,GMDCLTD,0.2678,0.0969
0.0546,0.0001,,INSECTICID,0.2787,0.9733
0.0587,0.0002,,FSL,0.0774,0.2602
0.3116,0.0,,TATAMTRDVR,0.3317,0.9701
0.3335,0.0,,KOLTEPATIL,0.7615,0.0
0.0954,0.0,,DOLPHINOFF,0.905,0.2238
0.1862,0.0,,PRESTIGE,0.7878,0.2077
0.0242,0.0212,,INFINITE,0.5584,0.0231
0.1755,0.0,,INOXLEISUR,0.1752,0.6239
0.5252,0.0,,UNIONBANK,0.2986,0.0535
0.1762,0.0,,ALCHEM,0.7071,0.1057
0.0484,0.0007,,GRAVITA,0.0901,0.1505
0.0193,0.0387,,SJVN,0.4804,0.0275
-0.0021,0.4686,,TORNTPHARM,0.8248,0.7864
0.1485,0.0,,CHOLAFIN,0.8463,0.8168
0.1703,0.0,,ATUL,0.4333,0.8458
0.0333,0.0019,,APCOTEXIND,0.4467,0.5414
0.0399,0.0026,,SEAMECLTD,0.8205,0.0465
0.0127,0.0714,,RANEHOLDIN,0.8591,0.1574
0.0646,0.0001,,INDOWIND,0.7432,0.1698
0.0673,0.0,,ASIANPAINT,0.4947,0.0447
0.0205,0.0089,,GODFRYPHLP,0.746,0.2439
0.0936,0.0,,MANINFRA,0.3396,0.0674
0.2449,0.0,,EIDPARRY,0.6417,0.1048
0.1666,0.0,,GEPIL,0.7126,0.933
0.0981,0.0,,EDELWEISS,0.8614,0.0684
0.2249,0.0,,NOCIL,0.9441,0.0024
0.0666,0.0001,,HCL-INSYS,0.2539,0.1224
0.1168,0.0,,JKPAPER,0.8495,0.2424
0.0043,0.0749,,ICICIGOLD,0.8609,0.0198
0.2692,0.0,,SOUTHBANK,0.6976,0.346
0.0939,0.0,,RAMCOIND,0.3984,0.8786
0.0069,0.1296,,ANSALHSG,0.61,0.4602
0.0016,0.2877,,HIKAL,0.9033,0.503
0.0268,0.0123,,ZEELEARN,0.7639,0.0971
0.1526,0.0,,PGIL,0.127,0.1558
0.2935,0.0,,BHARTIARTL,0.4238,0.6632
0.1174,0.0,,LAOPALA,0.0316,0.0413
0.044,0.0018,,GOACARBON,0.8877,0.0208
0.3726,0.0,,DCBBANK,0.2643,0.1708
0.018,0.0257,,SUPRAJIT,0.1146,0.5864
0.0221,0.0233,,SURYALAXMI,0.6477,0.0724
0.0924,0.0,,SHAKTIPUMP,0.3536,0.3291
0.1807,0.0,,HARRMALAYA,0.9695,0.4221
0.2581,0.0,,TATAPOWER,0.9993,0.2754
0.1008,0.0,,SRIPIPES,0.7851,0.1796
0.0292,0.0095,,MANINDS,0.1271,0.0738
0.1332,0.0,,GRUH,0.4353,0.2518
0.1691,0.0,,HEIDELBERG,0.6268,0.4846
0.1485,0.0,,CESC,0.0679,0.8546
0.0356,0.0024,,SMARTLINK,0.253,0.6243
0.0814,0.0,,TIRUMALCHM,0.7452,0.0264
0.0357,0.0014,,RUCHISOYA,0.566,0.6187
0.064,0.0001,,MANGCHEFER,0.1978,0.4718
0.0727,0.0,,TNPL,0.3274,0.2665
0.1902,0.0,,ONMOBILE,0.8908,0.1073
0.0669,0.0001,,DQE,0.0381,0.0043
0.0491,0.0001,,SUMEETINDS,0.5243,0.0754
0.0367,0.0019,,KSBPUMPS,0.2479,0.7591
0.0675,0.0001,,RAINBOWPAP,0.9898,0.0329
0.0438,0.0008,,VARDMNPOLY,0.411,0.6689
0.1339,0.0,,GEOJITFSL,0.8671,0.1562
0.0124,0.0298,,CANTABIL,0.869,0.2385
0.2959,0.0,,BAJAJ-AUTO,0.9247,0.301
0.408,0.0,,SYNDIBANK,0.9015,0.3273
0.1017,0.0,,ADFFOODS,0.7594,0.0304
0.0944,0.0,,BRITANNIA,0.0066,0.202
0.138,0.0,,IMFA,0.9795,0.5173
0.0949,0.0,,CAPF,0.9127,0.1105
0.0432,0.0004,,OFSS,0.589,0.2945
0.5348,0.0,,DENABANK,0.2065,0.072
0.0447,0.0002,,SUNFLAG,0.4817,0.1285
0.0551,0.0007,,NUCLEUS,0.0221,0.0003
-0.0015,0.6939,,GPPL,0.164,0.0081
0.1104,0.0,,STCINDIA,0.7476,0.0077
0.4357,0.0,,JSWENERGY,0.6766,0.0148
0.129,0.0,,DELTACORP,0.2815,0.3014
0.2042,0.0,,HEROMOTOCO,0.3352,0.0175
0.237,0.0,,ARVIND,0.147,0.1253
0.2808,0.0,,IRB,0.9789,0.8432
0.0158,0.0656,,DCMSHRIRAM,0.9911,0.0123
0.0304,0.0086,,MARALOVER,0.3137,0.0518
0.0625,0.0,,OCL,0.4184,0.1668
0.3008,0.0,,M&M,0.4381,0.6914
0.0219,0.0089,,HSCL,0.9362,0.4855
0.074,0.0,,CHENNPETRO,0.2954,0.6598
0.0064,0.0622,,HDFCMFGETF,0.8854,0.0737
0.1033,0.0,,UBL,0.8952,0.7786
0.0875,0.0,,INEOSSTYRO,0.1524,0.9014
0.178,0.0,,BAJAJHIND,0.3876,0.0079
0.0227,0.0067,,INFY,0.1048,0.2894
0.211,0.0,,SARDAEN,0.8516,0.0026
0.023,0.0207,,NIITTECH,0.0575,0.0757
0.0666,0.0001,,ZUARIGLOB,0.8348,0.0093
0.2385,0.0,,DHFL,0.3415,0.2084
0.2134,0.0,,AUTOIND,0.9965,0.01
-0.001,0.2213,,IVZINGOLD,0.8672,0.0157
0.0889,0.0,,MMTC,0.0001,0.1716
0.1723,0.0,,HCC,0.8577,0.0513
0.0066,0.1363,,RAIN,0.8293,0.4637
0.3068,0.0,,ORISSAMINE,0.5415,0.6995
0.0103,0.058,,RPGLIFE,0.9362,0.7956
0.0093,0.0873,,CONCOR,0.9594,0.5818
0.0027,0.1706,,SHRIRAMCIT,0.6065,0.5211
0.0647,0.0,,DALMIABHA,0.7789,0.0716
0.0037,0.1586,,GLAXO,0.1291,0.7772
0.1005,0.0,,KALPATPOWR,0.6438,0.004
-0.004,0.8877,,BRFL,0.7456,0.1444
0.0995,0.0,,JINDRILL,0.8896,0.1296
0.1698,0.0,,TATACOMM,0.1724,0.0179
0.1521,0.0,,CEBBCO,0.0037,0.0299
0.3074,0.0,,GODREJIND,0.7588,0.7961
0.2483,0.0,,TATAMOTORS,0.226,0.613
0.206,0.0,,FELDVR,0.0847,0.6585
-0.0024,0.574,,ABGSHIP,0.847,0.6536
0.4401,0.0,,M50,0.1925,0.2604
0.4581,0.0,,ALBK,0.2877,0.2483
0.0535,0.0004,,AUTOAXLES,0.4903,0.1589
0.1079,0.0,,ROLTA,0.4288,0.0874
0.04,0.0006,,AKZOINDIA,0.9982,0.2756
0.1043,0.0,,APLLTD,0.0077,0.7486
0.0171,0.0407,,HGS,0.1116,0.1292
0.0226,0.0369,,RAMANEWS,0.6345,0.0006
0.3487,0.0,,NMDC,0.8382,0.0569
0.1952,0.0,,ESCORTS,0.0314,0.0116
0.1455,0.0,,HSIL,0.8339,0.0024
0.0842,0.0,,ARIES,0.9588,0.8029
0.0866,0.0,,CASTEXTECH,0.888,0.0697
0.0221,0.017,,ZENSARTECH,0.2237,0.3708
0.1387,0.0,,NATNLSTEEL,0.9459,0.0455
0.1531,0.0,,KPRMILL,0.2538,0.0017
0.1213,0.0,,HINDUNILVR,0.4364,0.1359
0.0493,0.0005,,JYOTHYLAB,0.3369,0.2386
0.0008,0.3394,,SICAL,0.8893,0.408
0.1146,0.0,,WELCORP,0.8547,0.0067
0.111,0.0,,MFSL,0.9266,0.7627
0.5633,0.0,,VIJAYABANK,0.2673,0.0102
0.0967,0.0,,USHAMART,0.7201,0.0011
0.423,0.0,,YESBANK,0.7991,0.7657
-0.0009,0.3322,,ONELIFECAP,0.2221,0.5016
0.2888,0.0,,JISLDVREQS,0.7266,0.0916
0.3746,0.0,,HINDALCO,0.5744,0.0283
0.0936,0.0,,GSKCONS,0.4058,0.0003
-0.0013,0.3931,,TAJGVK,0.9099,0.7952
0.1198,0.0,,BIRLACORPN,0.8011,0.0154
0.23,0.0,,JINDALSTEL,0.4235,0.1342
0.035,0.0036,,SUNDRMBRAK,0.3165,0.2065
0.0515,0.0005,,CARERATING,0.8119,0.1129
0.2713,0.0,,PATELENG,0.8996,0.0133
0.0725,0.0,,TCI,0.5897,0.0397
-0.0034,0.759,,PENIND,0.9357,0.5467
0.3047,0.0,,SINTEX,0.5416,0.0
0.4379,0.0,,ONGC,0.2841,0.7877
0.062,0.0001,,INDORAMA,0.8153,0.1155
0.5752,0.0,,IDBI,0.1557,0.239
0.0325,0.0033,,VINATIORGA,0.3838,0.7631
0.1264,0.0,,HATHWAY,0.5951,0.4391
0.1842,0.0,,ATLASCYCLE,0.7942,0.0946
0.182,0.0,,BHARATFIN,0.3718,0.0726
-0.0021,0.4389,,PFIZER,0.7104,0.5142
0.0984,0.0,,SUVEN,0.0318,0.1321
0.0618,0.0,,BAYERCROP,0.0695,0.0993
0.0309,0.0045,,TNPETRO,0.5272,0.5966
0.3953,0.0,,BRIGADE,0.6736,0.0034
0.1212,0.0,,DBCORP,0.1378,0.8726
0.0698,0.0001,,PFOCUS,0.5462,0.0437
0.1368,0.0,,ALOKTEXT,0.8343,0.1947
0.156,0.0,,LOVABLE,0.9839,0.0224
0.0825,0.0,,TORNTPOWER,0.6843,0.007
0.1627,0.0,,ENIL,0.1287,0.0901
0.269,0.0,,DHANBANK,0.4626,0.0639
0.1154,0.0,,ELECON,0.8337,0.0242
0.0227,0.017,,ARSHIYA,0.0397,0.2726
0.0833,0.0,,PEL,0.5165,0.128
0.3873,0.0,,ANANTRAJ,0.9495,0.0002
0.4503,0.0,,IFCI,0.8572,0.0892
0.0847,0.0,,ESSDEE,0.196,0.2889
0.0696,0.0001,,JAYAGROGN,0.1089,0.0276
0.3059,0.0,,GMRINFRA,0.2035,0.2654
0.2713,0.0,,WALCHANNAG,0.9924,0.0011
0.3409,0.0,,PSB,0.1114,0.0002
0.0358,0.0045,,BALAMINES,0.7603,0.0429
0.0756,0.0,,MUKANDENGG,0.8927,0.1175
0.1183,0.0,,JETAIRWAYS,0.466,0.2368
0.2186,0.0,,GAIL,0.6394,0.1841
0.0361,0.0055,,GABRIEL,0.7921,0.0071
0.0198,0.0509,,SOTL,0.9598,0.0008
0.1017,0.0,,ROHITFERRO,0.1597,0.0011
0.0757,0.0001,,SRF,0.3951,0.0002
0.0928,0.0,,TEXRAIL,0.7708,0.0044
0.1006,0.0,,BPL,0.9335,0.3242
0.4434,0.0,,ANDHRABANK,0.1438,0.0174
0.0728,0.0,,NRBBEARING,0.3868,0.0587
0.3594,0.0,,RTNPOWER,0.5928,0.0016
0.1104,0.0,,IPAPPM,0.6164,0.2152
0.0097,0.0627,,MOTHERSUMI,0.7696,0.7732
0.8639,0.0,,NIFTYBEES,0.0009,0.0137
0.0469,0.0004,,CCL,0.6309,0.9094
0.0541,0.0003,,ATFL,0.3629,0.1648
0.2201,0.0,,LT,0.7433,0.5844
0.1691,0.0,,TEXINFRA,0.8977,0.3179
0.0422,0.001,,VTL,0.0612,0.6238
0.5658,0.0,,IOB,0.1794,0.0862
0.1064,0.0,,COSMOFILMS,0.9499,0.0092
0.0096,0.1161,,GITANJALI,0.0051,0.095
0.0894,0.0,,PHILIPCARB,0.7883,0.0049
0.0455,0.0009,,RUBYMILLS,0.3681,0.2581
0.0277,0.0108,,CERA,0.0091,0.1015
0.2034,0.0,,GSPL,0.9906,0.0008
0.0431,0.0012,,AIAENG,0.0857,0.2387
0.0525,0.0002,,JUBLFOOD,0.6849,0.6471
0.1158,0.0,,PIDILITIND,0.1625,0.6826
0.0903,0.0,,CEATLTD,0.0036,0.744
0.4995,0.0,,JUNIORBEES,0.1349,0.0168
0.2245,0.0,,VISAKAIND,0.4317,0.1695
0.5079,0.0,,RELIANCE,0.2126,0.1633
0.0874,0.0,,SADBHAV,0.5173,0.0424
0.0675,0.0,,GHCL,0.9358,0.5457
0.0366,0.0016,,CARBORUNIV,0.6263,0.9855
0.0859,0.0,,TCS,0.0051,0.1762
0.0582,0.0002,,MSPL,0.5865,0.2291
0.375,0.0,,BPCL,0.5423,0.3917
0.1675,0.0,,GPIL,0.7932,0.0393
0.0976,0.0,,HINDUJAVEN,0.2373,0.5271
0.2585,0.0,,INDIANB,0.475,0.0175
0.1191,0.0,,COX&KINGS,0.8489,0.0063
0.271,0.0,,ULTRACEMCO,0.9576,0.0005
0.0407,0.001,,M&MFIN,0.8223,0.8576
0.1662,0.0,,EIHOTEL,0.7508,0.0484
0.042,0.0008,,VICEROY,0.9572,0.959
0.0878,0.0,,FORTIS,0.9096,0.5887
0.3253,0.0,,IIFL,0.9733,0.0052
0.056,0.0005,,OILCOUNTUB,0.7686,0.0014
0.3025,0.0,,MARUTI,0.2059,0.3362
0.3248,0.0,,M100,0.4768,0.084
0.0652,0.0001,,THOMASCOOK,0.139,0.1345
0.0711,0.0,,MCDHOLDING,0.539,0.0595
0.0318,0.0051,,ASAHIINDIA,0.9205,0.2806
0.2467,0.0,,SREINFRA,0.4843,0.0122
0.2088,0.0,,TALWALKARS,0.9821,0.0192
0.018,0.0366,,KANANIIND,0.0902,0.1221
0.0182,0.0181,,HTMEDIA,0.6734,0.7581
0.4719,0.0,,RIIL,0.7143,0.0042
0.0282,0.0176,,WILLAMAGOR,0.7869,0.8066
0.1794,0.0,,UTTAMSTL,0.3914,0.0179
-0.0045,0.5454,,ENERGYDEV,0.6125,0.2167
-0.0066,0.4946,,CIMMCO,0.1217,0.5571
0.4309,0.0,,AXISBANK,0.5046,0.4508
0.0152,0.1619,,IVP,0.7917,0.9857
0.0606,0.0004,,HERITGFOOD,0.6007,0.1695
0.1781,0.0,,AEGISCHEM,0.4725,0.0039
0.1589,0.0,,BAJAJCORP,0.7716,0.0103
-0.0028,0.7477,,DUCON,0.2847,0.4499
0.0211,0.0165,,BSLNIFTY,0.4346,0.7399
0.4719,0.0,,RIIL,0.7143,0.0042
0.0282,0.0176,,WILLAMAGOR,0.7869,0.8066
0.1794,0.0,,UTTAMSTL,0.3914,0.0179
-0.0045,0.5454,,ENERGYDEV,0.6125,0.2167
-0.0066,0.4946,,CIMMCO,0.1217,0.5571
0.4309,0.0,,AXISBANK,0.5046,0.4508
0.0152,0.1619,,IVP,0.7917,0.9857
0.0606,0.0004,,HERITGFOOD,0.6007,0.1695
0.1781,0.0,,AEGISCHEM,0.4725,0.0039
0.1589,0.0,,BAJAJCORP,0.7716,0.0103
-0.0028,0.7477,,DUCON,0.2847,0.4499
0.0211,0.0165,,BSLNIFTY,0.4346,0.7399
0.4719,0.0,,RIIL,0.7143,0.0042
0.0282,0.0176,,WILLAMAGOR,0.7869,0.8066
0.1794,0.0,,UTTAMSTL,0.3914,0.0179
-0.0045,0.5454,,ENERGYDEV,0.6125,0.2167
-0.0066,0.4946,,CIMMCO,0.1217,0.5571
0.4309,0.0,,AXISBANK,0.5046,0.4508
0.0152,0.1619,,IVP,0.7917,0.9857
0.0606,0.0004,,HERITGFOOD,0.6007,0.1695
0.1781,0.0,,AEGISCHEM,0.4725,0.0039
0.1589,0.0,,BAJAJCORP,0.7716,0.0103
-0.0028,0.7477,,DUCON,0.2847,0.4499
0.0211,0.0165,,BSLNIFTY,0.4346,0.7399
0.4719,0.0,,RIIL,0.7143,0.0042
0.0282,0.0176,,WILLAMAGOR,0.7869,0.8066
0.1794,0.0,,UTTAMSTL,0.3914,0.0179
-0.0045,0.5454,,ENERGYDEV,0.6125,0.2167
-0.0066,0.4946,,CIMMCO,0.1217,0.5571
0.4309,0.0,,AXISBANK,0.5046,0.4508
0.0152,0.1619,,IVP,0.7917,0.9857
0.0606,0.0004,,HERITGFOOD,0.6007,0.1695
0.1781,0.0,,AEGISCHEM,0.4725,0.0039
0.1589,0.0,,BAJAJCORP,0.7716,0.0103
-0.0028,0.7477,,DUCON,0.2847,0.4499
0.0211,0.0165,,BSLNIFTY,0.4346,0.7399
0.4719,0.0,,RIIL,0.7143,0.0042
0.0282,0.0176,,WILLAMAGOR,0.7869,0.8066
0.1794,0.0,,UTTAMSTL,0.3914,0.0179
-0.0045,0.5454,,ENERGYDEV,0.6125,0.2167
-0.0066,0.4946,,CIMMCO,0.1217,0.5571
0.4309,0.0,,AXISBANK,0.5046,0.4508
0.0152,0.1619,,IVP,0.7917,0.9857
0.0606,0.0004,,HERITGFOOD,0.6007,0.1695
0.1781,0.0,,AEGISCHEM,0.4725,0.0039
0.1589,0.0,,BAJAJCORP,0.7716,0.0103
-0.0028,0.7477,,DUCON,0.2847,0.4499
0.0211,0.0165,,BSLNIFTY,0.4346,0.7399
0.3594,0.0,,RIIL,0.7748,0.045
0.0972,0.0,,WILLAMAGOR,0.2245,0.6663
0.2166,0.0,,UTTAMSTL,0.4491,0.0287
0.0217,0.0,,ENERGYDEV,0.3631,0.3688
0.0701,0.0,,CIMMCO,0.1952,0.0169
0.1753,0.0,,AXISBANK,0.9591,0.7933
0.0756,0.0,,IVP,0.0793,0.0392
0.0775,0.0,,HERITGFOOD,0.2452,0.888
0.0775,0.0,,AEGISCHEM,0.1147,0.2504
0.0974,0.0,,BAJAJCORP,0.1636,0.1067
0.0013,0.1911,,DUCON,0.0052,0.8861
0.0037,0.0162,,BSLNIFTY,0.1309,0.3773
0.1125,0.0,,GOCLCORP,0.1001,0.4138
0.0076,0.0073,,N100,0.0014,0.5514
0.2132,0.0,,UTISENSETF,0.1116,0.3917
0.0106,0.0148,,RMCL,0.3158,0.536
0.1039,0.0,,KIRLOSBROS,0.2078,0.3563
0.0278,0.0,,SANGHVIFOR,0.5723,0.0418
0.0505,0.0,,INVENTURE,0.5834,0.8533
0.1928,0.0,,MRPL,0.2684,0.6399
0.0217,0.0,,GOLDSHARE,0.2066,0.2799
0.1785,0.0,,BOSCHLTD,0.181,0.0
0.2924,0.0,,PFC,0.7953,0.1316
0.1807,0.0,,SHARDACROP,0.2317,0.2791
0.2391,0.0,,KSL,0.0301,0.2544
0.0355,0.0,,NESCO,0.5833,0.1638
0.0917,0.0,,VENKEYS,0.0401,0.8364
0.0371,0.0,,SILINV,0.0513,0.4497
0.2029,0.0,,SPIC,0.2799,0.6655
0.047,0.0,,AMDIND,0.1866,0.0532
0.0472,0.0,,MPHASIS,0.1357,0.5572
0.2113,0.0,,VIPIND,0.0529,0.2449
0.4013,0.0,,HDIL,0.7497,0.0115
0.0672,0.0,,VIVIMEDLAB,0.9705,0.4702
0.0075,0.026,,MAGNUM,0.1189,0.4358
0.0144,0.001,,SHREERAMA,0.0609,0.3803
0.0801,0.0,,PVP,0.7101,0.0952
0.1219,0.0,,PROVOGE,0.8878,0.1764
0.0868,0.0,,8KMILES,0.0708,0.0718
0.096,0.0,,USHERAGRO,0.1933,0.1459
0.324,0.0,,JAICORPLTD,0.3051,0.2378
0.1036,0.0,,MCX,0.7167,0.0217
0.1571,0.0,,TITAN,0.0755,0.5392
0.1188,0.0,,ZICOM,0.3611,0.0922
0.1845,0.0,,MUNJALSHOW,0.0456,0.0038
0.1847,0.0,,WSTCSTPAPR,0.1635,0.7967
0.2301,0.0,,IBULHSGFIN,0.0199,0.8783
0.1056,0.0,,DEEPAKFERT,0.0436,0.6872
0.0698,0.0,,OMMETALS,0.2965,0.1681
0.0465,0.0,,FILATEX,0.0375,0.0727
0.0983,0.0,,BIL,0.1276,0.0893
0.116,0.0,,UJAAS,0.9503,0.1948
0.1349,0.0,,GAMMNINFRA,0.194,0.0002
0.0282,0.0,,ECEIND,0.1444,0.054
0.0535,0.0,,GALLANTT,0.3993,0.9438
0.015,0.0001,,SURANASOL,0.5546,0.6242
0.1077,0.0,,DEN,0.8264,0.9438
0.0151,0.004,,CRMFGETF,0.6108,0.5848
0.0897,0.0,,NBVENTURES,0.9016,0.0451
0.1373,0.0,,TATAELXSI,0.1463,0.0
0.1457,0.0,,KAKATCEM,0.186,0.0065
0.0279,0.0,,PERSISTENT,0.4135,0.0097
0.1028,0.0,,KAYA,0.7407,0.6732
0.103,0.0,,HIRECT,0.2681,0.1133
0.4664,0.0,,LICHSGFIN,0.2252,0.5074
0.0875,0.0,,MASTEK,0.1699,0.8905
0.1518,0.0,,HEXAWARE,0.0408,0.1293
0.0803,0.0,,RPPINFRA,0.0368,0.6201
0.0554,0.0,,SASKEN,0.0171,0.6785
0.0465,0.0,,PTL,0.2219,0.0343
0.0309,0.0,,VHL,0.0119,0.2007
0.414,0.0,,ORIENTBANK,0.26,0.002
0.0804,0.0,,PAGEIND,0.0019,0.0
0.0954,0.0,,NAHARINDUS,0.259,0.0153
0.0943,0.0,,ASIANTILES,0.0283,0.0068
0.1821,0.0,,HERCULES,0.8768,0.0654
0.2064,0.0,,PURVA,0.4248,0.8691
0.1268,0.0,,DHANUKA,0.0096,0.0735
0.0838,0.0,,SKFINDIA,0.0155,0.0045
0.1411,0.0,,SAREGAMA,0.0236,0.6514
0.1461,0.0,,KAMDHENU,0.0453,0.8965
0.0783,0.0,,TATACOFFEE,0.5108,0.953
0.1301,0.0,,NELCAST,0.1151,0.1273
0.0466,0.0,,NATCOPHARM,0.154,0.0104
0.1412,0.0,,TIMKEN,0.0295,0.3342
0.1478,0.0,,WHIRLPOOL,0.0049,0.4008
0.2244,0.0,,GOODLUCK,0.5231,0.2395
0.1189,0.0,,NBCC,0.2686,0.5124
0.1627,0.0,,SYNGENE,0.1781,0.661
0.0832,0.0,,DRREDDY,0.3786,0.1215
0.0252,0.0,,SETFGOLD,0.1707,0.1346
0.1858,0.0,,BAJAJFINSV,0.0027,0.0144
0.3955,0.0,,TATASTEEL,0.4424,0.6937
0.0782,0.0,,JVLAGRO,0.4204,0.842
0.037,0.0,,ALPHAGEO,0.1028,0.7197
0.0375,0.0,,MAANALU,0.0871,0.8677
0.0872,0.0,,INDNIPPON,0.0262,0.0062
0.0442,0.0,,VINYLINDIA,0.0436,0.0001
0.2005,0.0,,CGPOWER,0.7375,0.7572
0.163,0.0,,TIL,0.2321,0.0985
0.0924,0.0,,ROSSELLIND,0.289,0.0022
0.2591,0.0,,SKIPPER,0.4428,0.7683
0.0157,0.0008,,MANGTIMBER,0.2559,0.3962
0.1106,0.0,,TRF,0.4454,0.8729
0.0985,0.0,,NAVNETEDUL,0.0659,0.2143
0.0954,0.0,,SPECIALITY,0.8503,0.1036
0.1327,0.0,,KCPSUGIND,0.5878,0.1785
0.1061,0.0,,ROHLTD,0.139,0.4155
0.0682,0.0,,DAAWAT,0.136,0.8663
0.0636,0.0,,GMBREW,0.0168,0.9883
0.0801,0.0,,EMMBI,0.0055,0.021
0.2078,0.0,,TATAINVEST,0.1845,0.0588
0.1176,0.0,,SUBEX,0.9712,0.5754
0.0648,0.0,,SAKUMA,0.0118,0.0322
0.1564,0.0,,LAXMIMACH,0.0431,0.0748
0.1071,0.0,,GUJGASLTD,0.192,0.0449
0.1805,0.0,,KOPRAN,0.2512,0.0871
0.1524,0.0,,IOC,0.3568,0.457
0.2475,0.0,,IVRCLINFRA,0.1065,0.621
0.2211,0.0,,PRAKASH,0.1793,0.9033
0.0473,0.0,,CGCL,0.4244,0.6343
0.0206,0.0002,,MINDTREE,0.6096,0.0295
0.2007,0.0,,SCHNEIDER,0.6086,0.0419
0.0458,0.0003,,GRPLTD,0.9668,0.0152
0.1043,0.0,,VIMTALABS,0.0371,0.0253
0.1088,0.0,,RSSOFTWARE,0.9924,0.7891
0.1245,0.0,,DCM,0.436,0.8355
0.0224,0.0,,RELAXO,0.4008,0.1785
0.1065,0.0,,ABFRL,0.8053,0.6385
0.142,0.0,,SANGAMIND,0.1273,0.2714
0.2221,0.0,,LIBERTSHOE,0.241,0.3568
0.1061,0.0,,JAYBARMARU,0.0284,0.2669
0.2435,0.0,,RCF,0.3729,0.2731
0.0066,0.0913,,ORIENTLTD,0.3597,0.4749
0.1814,0.0,,ICICIBANK,0.6921,0.0923
0.3558,0.0,,INDUSINDBK,0.0056,0.2485
0.6105,0.0,,CPSEETF,0.1694,0.0001
0.0534,0.0,,ORBTEXP,0.3695,0.6497
0.1983,0.0,,MANALIPETC,0.1885,0.0302
0.1449,0.0,,CENTURYPLY,0.068,0.0412
0.0499,0.0,,VSTIND,0.2093,0.0184
0.198,0.0,,SUZLON,0.906,0.4924
0.0605,0.0,,CRISIL,0.1443,0.1605
0.0062,0.0717,,RANEENGINE,0.087,0.2233
0.131,0.0,,LINCPEN,0.1359,0.6402
0.2866,0.0,,ADANIPORTS,0.1156,0.7706
0.0559,0.0,,EXCEL,0.092,0.0407
0.0932,0.0,,SONATSOFTW,0.0028,0.3066
0.0629,0.0,,GOLDIAM,0.1823,0.1057
0.1944,0.0,,JSWHL,0.0772,0.001
0.0639,0.0,,ASHIANA,0.4556,0.4135
0.2203,0.0,,POLYPLEX,0.1821,0.3362
0.1342,0.0,,ITI,0.0727,0.8015
0.1671,0.0,,GODREJPROP,0.7905,0.5284
0.0991,0.0,,TVSSRICHAK,0.0014,0.0057
0.1367,0.0,,JBCHEPHARM,0.0565,0.4677
0.0554,0.0,,RELCNX100,0.1631,0.8673
0.141,0.0,,MUKANDLTD,0.1026,0.9249
0.1012,0.0,,VIJSHAN,0.4773,0.6223
0.3302,0.0,,ACC,0.6181,0.2868
0.0536,0.0,,NAVINFLUOR,0.1422,0.0
0.0658,0.0,,TRENT,0.9091,0.2005
0.2926,0.0,,ORICONENT,0.8684,0.6625
0.0739,0.0,,FOSECOIND,0.0291,0.139
0.1028,0.0,,MERCK,0.172,0.0063
0.2113,0.0,,ELECTCAST,0.4704,0.138
0.0843,0.0,,ORIENTREF,0.0392,0.025
0.0676,0.0,,DPSCLTD,0.3424,0.2614
0.0864,0.0,,TIIL,0.0176,0.9961
0.0452,0.0,,TECHNOFAB,0.2304,0.7082
0.3796,0.0,,SETFNIF50,0.3112,0.8075
0.125,0.0,,TVTODAY,0.0579,0.8654
0.2365,0.0,,STRTECH,0.0092,0.4445
0.1427,0.0,,NITINSPIN,0.015,0.0038
0.1225,0.0,,THERMAX,0.1393,0.0656
0.1117,0.0,,STAR,0.9684,0.0001
0.1598,0.0,,FEDERALBNK,0.55,0.7162
0.1462,0.0,,METALFORGE,0.5491,0.9843
0.0274,0.0,,PAISALO,0.9521,0.8151
0.2043,0.0,,TFCILTD,0.0697,0.0085
0.1396,0.0,,SELAN,0.9608,0.7807
