Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
BIRLACORPN,0.0081,0.661,0.7251,0.0486,0.0967,0.3764
HISARMETAL,0.4755,0.2682,0.2003,0.0129,0.0555,0.8326
JINDALSTEL,0.0,0.1071,0.0137,0.3533,0.2111,0.9118
SUNDRMBRAK,0.2234,0.048,0.0571,0.0777,0.6317,0.7242
CUPID,0.0001,0.0684,0.924,0.1014,0.6693,0.1754
CARERATING,0.0001,0.7395,0.9326,0.0823,0.7095,0.3632
PATELENG,0.0,0.0,0.0001,0.3693,0.0585,0.53
AIFL,0.3837,0.7436,0.7109,-0.0115,0.5178,0.3709
LAKPRE,0.0192,0.8944,0.8059,0.0424,0.7168,0.2389
MGL,0.0,0.0157,0.6104,0.2112,0.9253,0.0274
TCI,0.0,0.0001,0.3958,0.2109,0.4706,0.4885
PENIND,0.0043,0.0,0.003,0.2516,0.8408,0.0112
LSIL,0.827,0.1091,0.4606,-0.0012,0.7809,0.4643
SINTEX,0.2511,0.0657,0.1429,0.0292,0.4937,0.7082
ONGC,0.0003,0.6943,0.3433,0.1151,0.6666,0.8657
INDORAMA,0.0017,0.0007,0.2081,0.1482,0.8499,0.5071
IDBI,0.0342,0.8957,0.0,0.631,0.1082,0.4457
DSSL,0.6841,0.0038,0.1016,0.0463,0.0815,0.27
VINATIORGA,0.0,0.3985,0.0748,0.126,0.4131,0.2192
HATHWAY,0.1293,0.0947,0.3642,0.0252,0.9175,0.5486
ASHIMASYN,0.0018,0.0014,0.0778,0.1818,0.7481,0.0685
CNOVAPETRO,0.2725,0.0033,0.0301,0.0679,0.6134,0.7526
BSL,0.0083,0.0068,0.048,0.1087,0.5849,0.0813
JINDWORLD,0.2895,0.6844,0.4405,0.0244,0.2314,0.132
RUPA,0.0014,0.1217,0.979,0.0668,0.3666,0.468
REFEX,0.0544,0.0597,0.4334,0.0392,0.6571,0.6247
MOHITIND,0.0272,0.4333,0.6124,0.0298,0.9166,0.5031
ALICON,0.0264,0.0031,0.0078,0.1359,0.3423,0.5361
MANGALAM,0.0007,0.0003,0.3411,0.1331,0.749,0.166
BHARATFIN,0.0,0.6093,0.0795,0.2143,0.7956,0.0592
PFIZER,0.5302,0.1245,0.1892,0.0162,0.6297,0.5277
SHRIRAMEPC,0.0017,0.0201,0.8038,0.0796,0.9946,0.0253
RANASUG,0.0001,0.0,0.1613,0.1849,0.0464,0.1642
INFRABEES,0.0,0.868,0.0195,0.4052,0.414,0.6079
SUVEN,0.0001,0.0089,0.4573,0.1112,0.9547,0.1649
KARMAENG,0.9294,0.0022,0.5946,0.0341,0.8487,0.5959
BAYERCROP,0.0001,0.267,0.4685,0.0844,0.8397,0.5569
JAMNAAUTO,0.0149,0.5395,0.4802,0.0161,0.8429,0.7155
TNPETRO,0.0092,0.0002,0.3812,0.1206,0.3118,0.5865
BRIGADE,0.0001,0.0492,0.7676,0.1294,0.1831,0.7414
DBCORP,0.5221,0.0235,0.9658,0.0138,0.9998,0.6136
TGBHOTELS,0.0,0.0026,0.546,0.1958,0.0833,0.9257
NAGREEKCAP,0.3739,0.0217,0.4787,0.01,0.0028,0.5888
DHAMPURSUG,0.0054,0.0016,0.054,0.1463,0.8994,0.4013
SETFNIFBK,0.0,0.0,0.2234,0.4573,0.0398,0.2506
RELCONS,0.7121,0.8239,0.4177,-0.0055,0.337,0.8555
PFOCUS,0.0003,0.0424,0.9338,0.1301,0.8009,0.2118
COFFEEDAY,0.0034,0.1006,0.9426,0.072,0.6821,0.6189
LOVABLE,0.0028,0.0,0.0139,0.2038,0.2048,0.6603
TORNTPOWER,0.0,0.0363,0.1726,0.2149,0.7948,0.4224
ENIL,0.0126,0.0196,0.2718,0.0712,0.6011,0.1811
DHANBANK,0.003,0.0,0.0,0.3021,0.3335,0.036
ELECON,0.0025,0.0009,0.1848,0.1547,0.8081,0.2087
SPAL,0.0,0.0024,0.8707,0.1421,0.9274,0.3186
PATINTLOG,0.0,0.0008,0.2346,0.2116,0.2907,0.5654
NITESHEST,0.3475,0.0002,0.0034,0.0944,0.694,0.1942
PEL,0.0,0.0129,0.2498,0.2261,0.4858,0.0672
ANANTRAJ,0.0,0.0,0.0,0.4612,0.7085,0.9513
PUNJABCHEM,0.0209,0.0,0.0002,0.2197,0.2619,0.3651
IFCI,0.0007,0.0003,0.0,0.3266,0.4808,0.3365
JAYAGROGN,0.6385,0.0311,0.0551,0.0326,0.5263,0.5199
GMRINFRA,0.0,0.0,0.0,0.3489,0.801,0.129
TCIDEVELOP,0.0188,0.8363,0.5672,0.0229,0.3415,0.9557
WALCHANNAG,0.0563,0.0,0.0014,0.1792,0.9967,0.3854
PSB,0.3629,0.0018,0.0,0.5182,0.5482,0.122
SMSPHARMA,0.1212,0.03,0.1325,0.0564,0.9373,0.6417
BALAMINES,0.0011,0.043,0.7408,0.0994,0.3806,0.7077
MUKANDENGG,0.0,0.0985,0.4597,0.1726,0.7873,0.3259
JETAIRWAYS,0.001,0.002,0.0029,0.221,0.3091,0.1632
GAIL,0.0118,0.4777,0.3955,0.0744,0.9231,0.3877
GABRIEL,0.0006,0.0058,0.9137,0.1338,0.2357,0.2749
SOTL,0.2405,0.174,0.2647,0.0564,0.2678,0.0306
ZENTEC,0.0042,0.0036,0.1234,0.114,0.4492,0.591
KOTHARIPRO,0.0058,0.0045,0.1804,0.1265,0.8373,0.2925
NAVKARCORP,0.0031,0.0005,0.1852,0.1471,0.5356,0.3849
SRF,0.0,0.0115,0.7996,0.1873,0.8759,0.853
PRESSMN,0.0,0.9363,0.1223,0.1603,0.4452,0.0932
ANDHRSUGAR,0.0009,0.0054,0.182,0.1322,0.1158,0.8151
TEXRAIL,0.0076,0.0001,0.0327,0.146,0.4356,0.9226
WENDT,0.008,0.0034,0.4326,0.089,0.2361,0.739
PRECAM,0.0206,0.0039,0.0503,0.1005,0.3493,0.5474
KINGFA,0.003,0.0,0.0621,0.164,0.2544,0.8768
BPL,0.0002,0.0057,0.4507,0.1488,0.8841,0.7048
ANDHRABANK,0.0017,0.6771,0.0,0.5584,0.803,0.3873
NRBBEARING,0.0001,0.0104,0.7608,0.1366,0.5191,0.7702
RTNPOWER,0.0441,0.001,0.0022,0.1338,0.7037,0.6142
KAMATHOTEL,0.0248,0.0015,0.1819,0.1444,0.1465,0.0143
IPAPPM,0.0,0.0127,0.1502,0.207,0.3451,0.2356
MOTHERSUMI,0.0005,0.1832,0.1448,0.0549,0.9539,0.7705
NIFTYBEES,0.0,0.0,0.0,0.8783,0.0,0.0363
EKC,0.0001,0.1739,0.8862,0.1282,0.6548,0.558
CCL,0.3286,0.0068,0.1518,0.0392,0.8416,0.9127
ATFL,0.183,0.0393,0.365,0.0329,0.3588,0.7063
GINNIFILA,0.0723,0.0,0.0007,0.1847,0.6884,0.3738
IGPL,0.0,0.0175,0.9507,0.1518,0.0623,0.3031
LT,0.0706,0.7552,0.1037,0.0626,0.6316,0.679
TEXINFRA,0.0002,0.0057,0.5022,0.1542,0.8532,0.3265
VTL,0.1106,0.8851,0.8338,-0.0011,0.2759,0.3611
IOB,0.639,0.5983,0.0,0.5205,0.4115,0.435
COSMOFILMS,0.0,0.0327,0.6439,0.235,0.4229,0.9714
GITANJALI,0.0001,0.0011,0.142,0.1858,0.4647,0.5493
WEIZMANIND,0.1894,0.0008,0.0817,0.0752,0.3539,0.6807
PHILIPCARB,0.003,0.0004,0.1122,0.2015,0.0381,0.0071
RUBYMILLS,0.0058,0.0001,0.0594,0.1345,0.7284,0.2526
ADANITRANS,0.0003,0.151,0.855,0.1064,0.0514,0.6874
JHS,0.0004,0.0151,0.8513,0.1206,0.5431,0.8116
CERA,0.0121,0.1911,0.5394,0.0623,0.0768,0.6229
CONSOFINVT,0.0213,0.0031,0.9418,0.0634,0.5184,0.317
GSPL,0.02,0.0513,0.836,0.0436,0.2162,0.5016
AIAENG,0.0104,0.3412,0.1692,0.0229,0.6752,0.6546
JUBLFOOD,0.0006,0.774,0.8691,0.0825,0.1058,0.825
CMICABLES,0.1529,0.0,0.0204,0.1287,0.4707,0.1693
PRECWIRE,0.0583,0.0011,0.2091,0.0793,0.135,0.9708
PIDILITIND,0.0,0.9938,0.5741,0.1898,0.3989,0.075
INOXWIND,0.001,0.0496,0.6068,0.0693,0.4163,0.3134
CEATLTD,0.0,0.2604,0.839,0.1178,0.3396,0.9701
JUNIORBEES,0.0,0.1512,0.2815,0.7909,0.0939,0.0203
SYNCOM,0.0,0.1572,0.5095,0.0909,0.9737,0.0332
VISAKAIND,0.0006,0.0173,0.6004,0.1606,0.1742,0.0333
RELIANCE,0.1622,0.638,0.8403,-0.0021,0.937,0.9791
SADBHAV,0.0163,0.4602,0.0004,0.1658,0.195,0.4134
GHCL,0.0,0.0945,0.1243,0.1243,0.9967,0.588
CARBORUNIV,0.0145,0.02,0.0035,0.1731,0.4431,0.0764
TCS,0.0,0.0059,0.0,0.1308,0.1299,0.0
HINDCOMPOS,0.751,0.444,0.2763,-0.0089,0.4869,0.6275
NAGAFERT,0.0376,0.0647,0.3354,0.0684,0.4816,0.7285
MSPL,0.4477,0.1032,0.3813,0.0417,0.6864,0.1124
BEARDSELL,0.6568,0.0389,0.2736,0.002,0.4932,0.8431
BPCL,0.0047,0.496,0.2921,0.0474,0.359,0.2538
HINDUJAVEN,0.0007,0.2363,0.4378,0.0609,0.3721,0.6347
INDIANB,0.0,0.1048,0.0,0.4448,0.4695,0.2109
COX&KINGS,0.0017,0.3833,0.2972,0.0928,0.3614,0.8955
ULTRACEMCO,0.0,0.0454,0.1086,0.2774,0.7714,0.3792
EIHAHOTELS,0.4588,0.1159,0.0393,0.0691,0.8575,0.025
SHREYAS,0.1873,0.13,0.4879,0.0231,0.1219,0.5846
M&MFIN,0.0,0.7419,0.0688,0.2658,0.7982,0.0809
EIHOTEL,0.1041,0.5166,0.4115,0.0246,0.084,0.2785
VICEROY,0.0014,0.0002,0.2244,0.1398,0.3757,0.5257
FORTIS,0.0044,0.0242,0.3267,0.0882,0.398,0.7311
SUDARSCHEM,0.0001,0.0051,0.3626,0.1588,0.5658,0.9253
IIFL,0.0,0.8505,0.5408,0.2078,0.061,0.6979
TANLA,0.0021,0.0,0.0069,0.2062,0.0723,0.356
OILCOUNTUB,0.0265,0.0514,0.0047,0.1254,0.8231,0.4557
SHEMAROO,0.0639,0.0097,0.0032,0.03,0.8197,0.1832
SRHHYPOLTD,0.0457,0.0005,0.5666,0.1351,0.9383,0.0097
MARUTI,0.0,0.0779,0.1823,0.3281,0.0327,0.001
M100,0.0,0.9135,0.3831,0.1635,0.0519,0.373
THOMASCOOK,0.0161,0.0251,0.4105,0.0687,0.485,0.9898
MARICO,0.0,0.4553,0.2416,0.1216,0.4144,0.3005
MCDHOLDING,0.0052,0.343,0.6812,0.0356,0.9966,0.3445
UMANGDAIRY,0.0001,0.0007,0.326,0.1592,0.574,0.6224
ASAHIINDIA,0.0009,0.3021,0.9006,0.1355,0.2414,0.016
SREINFRA,0.0005,0.0131,0.0988,0.1619,0.6699,0.4028
TALWALKARS,0.023,0.0047,0.1986,0.1148,0.9824,0.1048
KANANIIND,0.3269,0.134,0.4224,0.0153,0.3468,0.5755
HTMEDIA,0.0029,0.0095,0.263,0.1212,0.77,0.4438
