Symbol,Rm-Rf %,SMB %,HML %,WML %,ent,Adj-r_sq,const,high-low
SHARIABEES,0.1438,0.254,0.9269,0.846,,0.0113,0.441,0.5991
UCALFUEL,0.0008,0.0554,0.5973,0.5598,,0.1205,0.6343,0.6777
GRUH,0.8967,0.8407,0.2765,0.2558,,0.0073,0.2252,0.4382
A2ZINFRA,0.0,0.0,0.1096,0.5647,,0.2205,0.2769,0.6163
HEIDELBERG,0.0002,0.4267,0.8414,0.9489,,0.0975,0.9,0.6907
VMART,0.3107,0.0532,0.8218,0.6825,,0.0278,0.0498,0.2258
CESC,0.0,0.4432,0.4555,0.0916,,0.2189,0.6662,0.2256
SMARTLINK,0.0029,0.0116,0.5598,0.4115,,0.1111,0.6131,0.1513
TIRUMALCHM,0.0,0.0044,0.7919,0.4067,,0.1753,0.1328,0.9275
MAZDA,0.018,0.2957,0.1697,0.7808,,0.0661,0.95,0.4011
OCCL,0.0025,0.1473,0.9546,0.8854,,0.0601,0.4239,0.2182
RUCHISOYA,0.0027,0.0127,0.5489,0.0501,,0.0875,0.7928,0.7531
MANGCHEFER,0.0051,0.0004,0.0875,0.3974,,0.1482,0.637,0.7996
TNPL,0.0048,0.3706,0.8147,0.3646,,0.0709,0.666,0.0718
ONMOBILE,0.0004,0.0026,0.2137,0.5379,,0.1621,0.0406,0.7987
SUMEETINDS,0.0006,0.0095,0.0604,0.2019,,0.1903,0.1026,0.7417
FLFL,0.0207,0.012,0.5295,0.2103,,0.1116,0.2469,0.2147
KSBPUMPS,0.6303,0.0396,0.5574,0.776,,0.036,0.3683,0.0336
MARKSANS,0.0,0.0004,0.7707,0.0046,,0.2426,0.4503,0.4524
VARDMNPOLY,0.0,0.0026,0.9719,0.1827,,0.1373,0.1215,0.0396
GEOJITFSL,0.0,0.0058,0.7087,0.0575,,0.2338,0.1117,0.4658
CANTABIL,0.0029,0.0548,0.7713,0.7763,,0.0731,0.5187,0.0701
MEGASOFT,0.0103,0.0093,0.1618,0.1551,,0.0927,0.5405,0.4919
BAJAJ-AUTO,0.0,0.0287,0.0056,0.7673,,0.2297,0.525,0.1731
SYNDIBANK,0.0009,0.4967,0.0,0.4484,,0.5743,0.5507,0.8781
THEMISMED,0.0001,0.1649,0.7027,0.0629,,0.0795,0.942,0.1599
ADFFOODS,0.0003,0.1804,0.9937,0.3805,,0.1057,0.4193,0.4199
BRITANNIA,0.0,0.0692,0.4638,0.0379,,0.135,0.0405,0.2261
IMFA,0.3711,0.0051,0.0254,0.3154,,0.0864,0.5413,0.1978
KECL,0.0104,0.0,0.0001,0.0508,,0.2441,0.2905,0.3839
CAPF,0.0,0.0005,0.4111,0.3424,,0.4054,0.1663,0.9484
OFSS,0.0006,0.4096,0.946,0.2622,,0.0678,0.334,0.9915
GENUSPOWER,0.0013,0.0256,0.5926,0.0701,,0.0895,0.22,0.8414
DENABANK,0.2932,0.0037,0.0,0.3792,,0.2273,0.1414,0.8391
SUNFLAG,0.0003,0.0001,0.029,0.0232,,0.2453,0.6514,0.3953
TPLPLASTEH,0.0253,0.7263,0.8193,0.8986,,0.0278,0.6277,0.9731
PBAINFRA,0.0257,0.0003,0.0266,0.4231,,0.1238,0.9049,0.6682
NUCLEUS,0.2735,0.9084,0.9747,0.0913,,0.0091,0.1282,0.3335
GPPL,0.0344,0.0173,0.1068,0.6552,,0.1066,0.5807,0.066
SMLISUZU,0.001,0.0007,0.3663,0.8372,,0.1302,0.1276,0.5244
STCINDIA,0.0004,0.006,0.2024,0.4849,,0.1682,0.5742,0.0327
SOMICONVEY,0.0249,0.0082,0.8713,0.9054,,0.0681,0.9764,0.6584
JSWENERGY,0.0,0.0036,0.3781,0.7662,,0.2042,0.8749,0.4427
GULFOILLUB,0.2021,0.6877,0.6806,0.2291,,0.0061,0.1957,0.1057
DELTACORP,0.0,0.005,0.548,0.5681,,0.2199,0.4094,0.5782
JOCIL,0.5863,0.0003,0.0167,0.9373,,0.0641,0.9943,0.8522
KAVVERITEL,0.0357,0.2211,0.4102,0.6402,,0.0152,0.7444,0.7797
ALKEM,0.144,0.0449,0.1758,0.5233,,0.0467,0.4325,0.9562
MOREPENLAB,0.0046,0.0,0.039,0.0433,,0.1538,0.4016,0.125
APLAPOLLO,0.001,0.0596,0.6157,0.0596,,0.1185,0.0921,0.7488
VIKASECO,0.0045,0.0002,0.2451,0.6184,,0.1428,0.427,0.7845
HEROMOTOCO,0.0,0.002,0.0138,0.2502,,0.2251,0.8511,0.0122
ARVIND,0.0,0.002,0.07,0.0043,,0.296,0.4331,0.2756
IRB,0.0,0.2836,0.0035,0.6069,,0.3341,0.3427,0.7145
SHARDAMOTR,0.1264,0.0005,0.4019,0.173,,0.1126,0.2908,0.1392
DCMSHRIRAM,0.0271,0.6391,0.5934,0.0037,,0.1117,0.1015,0.6424
FAIRCHEM,0.2477,0.0101,0.1872,0.4397,,0.0491,0.6007,0.862
MARALOVER,0.0014,0.001,0.5982,0.2225,,0.1275,0.4413,0.274
OCL,0.0001,0.7958,0.8936,0.3657,,0.1573,0.1275,0.1533
M&M,0.0114,0.0027,0.0092,0.0497,,0.0594,0.4418,0.1547
HSCL,0.013,0.0,0.1698,0.714,,0.1539,0.0183,0.2961
HILTON,0.0096,0.0806,0.8175,0.3542,,0.0378,0.2978,0.3402
CHENNPETRO,0.0,0.0053,0.4382,0.3121,,0.1716,0.7052,0.1739
PANORAMUNI,0.5576,0.0026,0.0933,0.2817,,0.052,0.783,0.8154
HDFCMFGETF,0.0354,0.109,0.1801,0.5921,,0.0125,0.2063,0.439
UBL,0.0027,0.1011,0.1244,0.0161,,0.1359,0.1687,0.3826
INEOSSTYRO,0.0008,0.0002,0.3882,0.7703,,0.1555,0.4461,0.9354
BAJAJHIND,0.0064,0.0,0.0006,0.1661,,0.2618,0.3636,0.2106
CORDSCABLE,0.2247,0.0002,0.0133,0.3677,,0.1297,0.4856,0.6806
CANFINHOME,0.9198,0.0514,0.6145,0.931,,0.0053,0.4588,0.1927
INFY,0.0,0.0377,0.2418,0.0002,,0.1003,0.5113,0.976
SARDAEN,0.0168,0.0061,0.134,0.4586,,0.1915,0.4503,0.0005
NIITTECH,0.003,0.0492,0.718,0.3667,,0.0664,0.3171,0.6057
ZUARIGLOB,0.0062,0.0015,0.1511,0.4543,,0.1199,0.2591,0.1882
DHFL,0.0,0.0088,0.9581,0.009,,0.3609,0.3725,0.9074
IVZINGOLD,0.1659,0.3388,0.641,0.3705,,0.0011,0.3464,0.7231
MMTC,0.0003,0.0405,0.2849,0.313,,0.1375,0.6426,0.1373
HCC,0.0,0.0002,0.0003,0.1173,,0.3735,0.1649,0.3768
NATHBIOGEN,0.0123,0.0,0.3246,0.5222,,0.1448,0.2521,0.5438
AROGRANITE,0.2144,0.016,0.0979,0.0554,,0.0766,0.8866,0.9135
RAIN,0.0117,0.0282,0.0355,0.554,,0.1295,0.0067,0.6277
ORISSAMINE,0.0007,0.0278,0.2945,0.9474,,0.1126,0.3032,0.0408
MINDTECK,0.0001,0.0002,0.0181,0.001,,0.2033,0.4611,0.0945
CTE,0.7615,0.0007,0.1462,0.8696,,0.0413,0.3721,0.6968
RPGLIFE,0.0072,0.0651,0.6621,0.2124,,0.0735,0.4598,0.6942
LAMBODHARA,0.0065,0.0006,0.3069,0.9401,,0.1134,0.5404,0.8172
CONCOR,0.0075,0.9793,0.6625,0.578,,0.0617,0.869,0.0551
SHRIRAMCIT,0.0009,0.1209,0.1772,0.7249,,0.0942,0.8133,0.104
DALMIABHA,0.0,0.7827,0.6815,0.2384,,0.2083,0.0718,0.0543
INDSWFTLAB,0.0087,0.0006,0.2416,0.0156,,0.1011,0.1529,0.3499
LAKSHMIEFL,0.0186,0.0103,0.0204,0.7672,,0.1184,0.0855,0.73
JCHAC,0.0286,0.0449,0.8551,0.148,,0.0712,0.1983,0.9813
GLAXO,0.0008,0.0629,0.6872,0.0305,,0.0718,0.5185,0.9119
KALPATPOWR,0.0008,0.1175,0.306,0.4976,,0.1167,0.1565,0.4779
BRFL,0.163,0.0713,0.2211,0.6426,,0.0355,0.5028,0.9145
ACCELYA,0.6037,0.0012,0.0847,0.2729,,0.0412,0.9851,0.8991
JINDRILL,0.0295,0.0,0.0055,0.8941,,0.1615,0.4761,0.9436
TATACOMM,0.0,0.5266,0.0982,0.47,,0.2241,0.4113,0.1619
AHLUCONT,0.4026,0.0123,0.0133,0.0794,,0.0642,0.2436,0.3509
DBL,0.0022,0.1547,0.079,0.9861,,0.1275,0.0058,0.7451
CEBBCO,0.0045,0.1567,0.994,0.218,,0.0406,0.8034,0.3954
SALZERELEC,0.6229,0.0015,0.0019,0.4371,,0.0915,0.5375,0.1117
GODREJIND,0.0,0.0146,0.7918,0.2177,,0.3025,0.8575,0.0967
TATAMOTORS,0.0,0.3744,0.2265,0.2619,,0.2825,0.1355,0.1894
FELDVR,0.3567,0.0041,0.0677,0.2555,,0.0798,0.2317,0.2157
DAMODARIND,0.1823,0.0,0.0123,0.23,,0.1941,0.9686,0.1328
PLASTIBLEN,0.7977,0.1913,0.2818,0.7944,,-0.0057,0.4789,0.9201
M50,0.0002,0.4707,0.556,0.5432,,0.0666,0.148,0.5683
BANSWRAS,0.0133,0.0713,0.3718,0.4453,,0.0566,0.749,0.6759
ALBK,0.0001,0.2135,0.0,0.299,,0.6927,0.672,0.476
AUTOAXLES,0.9125,0.039,0.1408,0.2029,,0.0303,0.0332,0.3065
BYKE,0.0009,0.7212,0.8002,0.3708,,0.0554,0.9211,0.8747
ROLTA,0.0,0.0009,0.0165,0.0094,,0.2444,0.358,0.9644
GUFICBIO,0.002,0.0639,0.5683,0.5783,,0.0565,0.1315,0.2503
AKZOINDIA,0.0114,0.005,0.7387,0.692,,0.0985,0.5816,0.1294
LUXIND,0.1482,0.0383,0.9637,0.2369,,0.0346,0.0661,0.5724
SOMANYCERA,0.0003,0.2314,0.6577,0.2758,,0.1239,0.1561,0.7461
ASHAPURMIN,0.0034,0.0362,0.8382,0.587,,0.0964,0.9056,0.5709
PONNIERODE,0.0368,0.026,0.2481,0.9804,,0.0694,0.1851,0.6304
NIPPOBATRY,0.0009,0.0589,0.7554,0.6085,,0.1165,0.2069,0.1501
APLLTD,0.047,0.3869,0.5499,0.2468,,0.0116,0.597,0.6051
JAIBALAJI,0.2065,0.113,0.0064,0.9226,,0.0919,0.6234,0.4318
WINDMACHIN,0.1843,0.1355,0.9421,0.6666,,0.0112,0.1966,0.5007
HGS,0.0049,0.1693,0.6893,0.3533,,0.0401,0.1871,0.7786
RAMANEWS,0.0038,0.0007,0.1634,0.3932,,0.1356,0.2078,0.3729
NMDC,0.0,0.1896,0.021,0.4446,,0.3322,0.1766,0.2063
KICL,0.0002,0.0397,0.701,0.2795,,0.0898,0.0579,0.7538
VIPULLTD,0.051,0.0081,0.0879,0.8049,,0.0912,0.9065,0.4995
ESCORTS,0.0,0.0209,0.8947,0.0296,,0.2835,0.2425,0.2247
HSIL,0.001,0.707,0.5418,0.0608,,0.1054,0.3951,0.789
ARIES,0.0159,0.015,0.0792,0.3049,,0.1416,0.9084,0.7585
ZENSARTECH,0.6363,0.2968,0.2083,0.3936,,-0.0003,0.991,0.9401
HDFCNIFETF,0.0,0.0,0.0001,0.0683,,0.574,0.0148,0.5937
KPRMILL,0.0177,0.0166,0.3405,0.0747,,0.0976,0.702,0.6702
SHIRPUR-G,0.163,0.0002,0.1635,0.2544,,0.0882,0.5056,0.6248
PANAMAPET,0.1094,0.0023,0.1711,0.4049,,0.0562,0.1276,0.337
HINDUNILVR,0.0,0.0001,0.0002,0.9647,,0.1622,0.0058,0.1091
PRECOT,0.3809,0.0649,0.4736,0.7786,,0.022,0.9146,0.2988
JYOTHYLAB,0.0113,0.4417,0.3985,0.1727,,0.0511,0.9059,0.0464
LICNETFGSC,0.163,0.1266,0.6771,0.9686,,0.0123,0.9703,0.157
REDINGTON,0.0095,0.5073,0.4653,0.7976,,0.0336,0.1166,0.5843
SICAL,0.0004,0.0355,0.6296,0.7212,,0.1266,0.8285,0.7361
UNIENTER,0.0023,0.0195,0.4446,0.5512,,0.1087,0.6442,0.3243
AVANTIFEED,0.0009,0.3919,0.3879,0.0016,,0.131,0.0128,0.2071
WELCORP,0.0009,0.0026,0.0594,0.9323,,0.1943,0.6285,0.0846
MFSL,0.003,0.3069,0.8139,0.2212,,0.0799,0.8183,0.129
VIJAYABANK,0.0416,0.0679,0.0,0.5551,,0.1914,0.6799,0.5691
USHAMART,0.0381,0.0001,0.0012,0.0488,,0.2177,0.6989,0.1925
YESBANK,0.352,0.9836,0.692,0.079,,0.028,0.2097,0.3909
CHROMATIC,0.0167,0.7387,0.4808,0.2369,,0.0102,0.9328,0.834
JISLDVREQS,0.0,0.0,0.396,0.2712,,0.2955,0.6607,0.3004
HINDALCO,0.0,0.0,0.8893,0.0003,,0.4143,0.6084,0.585
JMA,0.178,0.3223,0.7573,0.899,,0.003,0.4413,0.2915
GSKCONS,0.0001,0.3015,0.0103,0.0541,,0.0426,0.0684,0.7284
HINDOILEXP,0.0005,0.0037,0.664,0.0314,,0.1682,0.6378,0.4404
TAJGVK,0.2796,0.2409,0.405,0.0675,,0.0666,0.7234,0.09
BHAGERIA,0.0078,0.0,0.0308,0.6068,,0.1855,0.1034,0.9795
TTKHLTCARE,0.5714,0.7067,0.7977,0.1545,,-0.0098,0.7977,0.9264
FCL,0.0026,0.0001,0.0653,0.6771,,0.1491,0.204,0.2612
BIRLACORPN,0.0058,0.6893,0.6825,0.3234,,0.0472,0.0895,0.4242
HISARMETAL,0.5033,0.269,0.2008,0.8398,,0.0081,0.0573,0.9475
JINDALSTEL,0.0,0.1176,0.0168,0.8089,,0.353,0.195,0.3491
SUNDRMBRAK,0.2019,0.0538,0.0573,0.6825,,0.0742,0.608,0.6825
CUPID,0.0002,0.0708,0.9363,0.1901,,0.0979,0.6779,0.8387
CARERATING,0.0004,0.7236,0.9599,0.3351,,0.0793,0.6928,0.6426
PATELENG,0.0,0.0,0.0001,0.5274,,0.3667,0.0599,0.9355
AIFL,0.5093,0.7673,0.7473,0.3296,,-0.014,0.498,0.5217
LAKPRE,0.0221,0.9004,0.7983,0.2361,,0.0385,0.7234,0.8808
MGL,0.0,0.0134,0.6748,0.0436,,0.2127,0.8764,0.2249
TCI,0.0,0.0001,0.4314,0.424,,0.2098,0.4465,0.418
PENIND,0.0011,0.0,0.0045,0.0055,,0.259,0.9144,0.0655
LSIL,0.623,0.1018,0.4175,0.5571,,-0.0003,0.838,0.2737
SINTEX,0.1639,0.0736,0.1661,0.8241,,0.0297,0.5285,0.2934
ONGC,0.0004,0.6861,0.3553,0.8963,,0.1117,0.6772,0.7946
INDORAMA,0.0015,0.0008,0.2258,0.4607,,0.1458,0.8736,0.5612
IDBI,0.0205,0.8572,0.0,0.542,,0.6311,0.1206,0.3026
DSSL,0.6561,0.004,0.1059,0.2635,,0.0423,0.0807,0.8401
VINATIORGA,0.0,0.4196,0.0853,0.2671,,0.1244,0.4363,0.4535
HATHWAY,0.1194,0.0992,0.381,0.5888,,0.0217,0.9027,0.7106
ASHIMASYN,0.0004,0.0019,0.1041,0.0365,,0.1917,0.6717,0.0476
CNOVAPETRO,0.2325,0.0037,0.0338,0.7012,,0.065,0.5966,0.6083
BSL,0.0197,0.0062,0.0429,0.0674,,0.1071,0.6122,0.4534
JINDWORLD,0.4954,0.6424,0.3899,0.1868,,0.0265,0.256,0.2187
RUPA,0.0023,0.1224,0.9816,0.4697,,0.0629,0.3694,0.9662
REFEX,0.0944,0.0564,0.4081,0.566,,0.0368,0.6817,0.5221
MOHITIND,0.0572,0.4119,0.6559,0.5834,,0.0285,0.8842,0.4184
ALICON,0.0612,0.0027,0.0065,0.634,,0.1357,0.3686,0.3337
MANGALAM,0.0001,0.0004,0.4402,0.3051,,0.1529,0.6496,0.0105
BHARATFIN,0.0,0.562,0.0993,0.0947,,0.2177,0.8524,0.1517
PFIZER,0.6291,0.1206,0.1807,0.5734,,0.0129,0.6465,0.6646
SHRIRAMEPC,0.0054,0.0182,0.7552,0.0196,,0.0787,0.959,0.3817
RANASUG,0.0005,0.0,0.1399,0.1262,,0.1855,0.041,0.2804
INFRABEES,0.0,0.9086,0.0243,0.7218,,0.4056,0.3838,0.2812
SUVEN,0.0001,0.0088,0.4716,0.1584,,0.1078,0.9658,0.7857
KARMAENG,0.9592,0.0021,0.5691,0.549,,0.0306,0.878,0.5839
BAYERCROP,0.0,0.2994,0.4008,0.7174,,0.0899,0.9023,0.1171
JAMNAAUTO,0.0251,0.5519,0.4986,0.6814,,0.0125,0.8292,0.7212
TNPETRO,0.0093,0.0003,0.3987,0.5543,,0.1175,0.3041,0.7026
BRIGADE,0.0002,0.0504,0.7733,0.7356,,0.1258,0.1832,0.9342
DBCORP,0.8404,0.0193,0.946,0.4755,,0.0189,0.9386,0.1325
TGBHOTELS,0.0,0.0027,0.5498,0.9223,,0.1924,0.0847,0.9696
NAGREEKCAP,0.4851,0.0236,0.5068,0.6469,,0.0072,0.0027,0.575
DHAMPURSUG,0.0101,0.0015,0.0517,0.4375,,0.1433,0.8845,0.706
SETFNIFBK,0.0,0.0,0.2065,0.2988,,0.4561,0.0438,0.4898
RELCONS,0.9592,0.886,0.3595,0.9903,,-0.0018,0.3749,0.1727
PFOCUS,0.0003,0.0455,0.9632,0.1922,,0.1274,0.7819,0.6177
COFFEEDAY,0.0017,0.1132,0.8713,0.5055,,0.074,0.6369,0.2201
LOVABLE,0.0075,0.0,0.0123,0.7399,,0.2023,0.1929,0.4666
TORNTPOWER,0.0,0.0396,0.1898,0.3762,,0.2131,0.7698,0.5147
ENIL,0.024,0.0186,0.2577,0.1632,,0.0684,0.584,0.6063
DHANBANK,0.003,0.0,0.0,0.0331,,0.2997,0.3455,0.6796
ELECON,0.0,0.0012,0.2903,0.0595,,0.2108,0.6398,0.0
SPAL,0.0006,0.0014,0.9778,0.1716,,0.1624,0.8216,0.0093
PATINTLOG,0.0,0.0008,0.2289,0.5966,,0.2086,0.2859,0.7833
NITESHEST,0.2506,0.0002,0.0043,0.2464,,0.0937,0.6612,0.3709
PEL,0.0,0.0131,0.2547,0.0724,,0.2229,0.49,0.9305
ANANTRAJ,0.0,0.0,0.0,0.9433,,0.459,0.7066,0.9392
PUNJABCHEM,0.0283,0.0,0.0002,0.3775,,0.2165,0.2654,0.9301
IFCI,0.0027,0.0003,0.0,0.2771,,0.3264,0.4514,0.3354
JAYAGROGN,0.4355,0.0358,0.0675,0.4207,,0.0343,0.5667,0.2346
GMRINFRA,0.0,0.0,0.0,0.1188,,0.3467,0.8183,0.6712
TCIDEVELOP,0.0165,0.8466,0.547,0.9045,,0.0197,0.3314,0.6038
WALCHANNAG,0.05,0.0,0.0016,0.3556,,0.1766,0.9843,0.64
PSB,0.3036,0.002,0.0,0.1471,,0.5168,0.5686,0.5723
SMSPHARMA,0.0362,0.0347,0.1769,0.4366,,0.0698,0.9969,0.038
BALAMINES,0.0034,0.0398,0.6991,0.7938,,0.0979,0.4035,0.4378
MUKANDENGG,0.0,0.1052,0.4352,0.2912,,0.1704,0.8114,0.5495
JETAIRWAYS,0.0051,0.0016,0.0021,0.233,,0.2237,0.3428,0.1759
GAIL,0.0223,0.4932,0.378,0.4322,,0.0715,0.9037,0.6279
GABRIEL,0.0031,0.0048,0.8366,0.3708,,0.1366,0.2633,0.1829
SOTL,0.332,0.1667,0.2492,0.0395,,0.0538,0.2818,0.5686
ZENTEC,0.0369,0.0022,0.0814,0.3667,,0.1345,0.5267,0.0102
KOTHARIPRO,0.0099,0.0045,0.1763,0.3155,,0.1231,0.8275,0.7958
NAVKARCORP,0.0068,0.0004,0.1752,0.4304,,0.1445,0.5202,0.6172
SRF,0.0,0.0084,0.9179,0.6338,,0.1982,0.7931,0.0394
PRESSMN,0.0,0.9836,0.1467,0.0659,,0.1623,0.4841,0.211
ANDHRSUGAR,0.0039,0.0045,0.1556,0.6882,,0.1338,0.1307,0.2299
TEXRAIL,0.0087,0.0002,0.0349,0.9492,,0.1427,0.444,0.8192
WENDT,0.0079,0.0037,0.4528,0.7869,,0.0859,0.2292,0.6763
PRECAM,0.0059,0.0049,0.068,0.7403,,0.1101,0.399,0.0587
KINGFA,0.0006,0.0001,0.0843,0.6611,,0.1744,0.2968,0.0449
BPL,0.0017,0.0042,0.371,0.912,,0.1577,0.96,0.0597
ANDHRABANK,0.0019,0.668,0.0,0.4159,,0.5567,0.815,0.7721
NRBBEARING,0.0,0.0128,0.6667,0.5945,,0.1436,0.4631,0.0869
RTNPOWER,0.0246,0.0012,0.003,0.7353,,0.1349,0.7476,0.2533
KAMATHOTEL,0.0332,0.0015,0.1818,0.0161,,0.1409,0.1491,0.9283
IPAPPM,0.0,0.012,0.1639,0.274,,0.2047,0.3321,0.5754
MOTHERSUMI,0.0017,0.1978,0.1644,0.8678,,0.054,0.9892,0.3867
NIFTYBEES,0.0,0.0,0.0,0.06,,0.8788,0.0,0.1609
EKC,0.0,0.2013,0.9933,0.3997,,0.1368,0.5875,0.0664
CCL,0.2277,0.0078,0.1743,0.9771,,0.039,0.8033,0.3311
ATFL,0.2917,0.0361,0.3357,0.7969,,0.0316,0.382,0.4131
GINNIFILA,0.1066,0.0,0.0007,0.4112,,0.1819,0.7045,0.6845
IGPL,0.0,0.0192,0.9153,0.3511,,0.1496,0.0587,0.5417
LT,0.1518,0.7961,0.0882,0.8011,,0.0636,0.5919,0.2634
TEXINFRA,0.0005,0.0058,0.4992,0.34,,0.1507,0.858,0.9133
VTL,0.0443,0.8206,0.7365,0.5059,,0.007,0.238,0.0856
IOB,0.7267,0.6115,0.0,0.4106,,0.5187,0.4024,0.7152
COSMOFILMS,0.0,0.0326,0.6549,0.9919,,0.232,0.4192,0.8574
GITANJALI,0.0002,0.0012,0.1494,0.5285,,0.1827,0.4746,0.7846
WEIZMANIND,0.2299,0.0008,0.0805,0.7076,,0.0716,0.3604,0.8303
PHILIPCARB,0.0027,0.0004,0.1232,0.0061,,0.1992,0.0361,0.5816
RUBYMILLS,0.0103,0.0001,0.0575,0.2402,,0.1312,0.7172,0.7543
ADANITRANS,0.0007,0.1464,0.8311,0.7359,,0.1033,0.0548,0.668
JHS,0.0013,0.0128,0.7843,0.908,,0.12,0.5884,0.3556
CERA,0.013,0.1969,0.5545,0.6002,,0.0587,0.0755,0.7863
CONSOFINVT,0.0336,0.0031,0.9235,0.3014,,0.0599,0.5302,0.7515
GSPL,0.0338,0.0497,0.8134,0.4706,,0.0403,0.2254,0.6837
AIAENG,0.0279,0.3657,0.1936,0.7597,,0.0227,0.7121,0.332
JUBLFOOD,0.0027,0.8134,0.808,0.9461,,0.0831,0.1184,0.284
CMICABLES,0.1613,0.0,0.0215,0.1697,,0.1252,0.4688,0.9147
PRECWIRE,0.0671,0.0011,0.2127,0.9772,,0.0755,0.1356,0.9575
PIDILITIND,0.0,0.9537,0.6456,0.1159,,0.1929,0.4391,0.1665
INOXWIND,0.0024,0.0478,0.6316,0.2895,,0.0662,0.4047,0.6542
CEATLTD,0.0003,0.2275,0.9352,0.8435,,0.1242,0.3828,0.0972
JUNIORBEES,0.0,0.139,0.252,0.0307,,0.7909,0.1045,0.3289
SYNCOM,0.0001,0.1569,0.5171,0.034,,0.0872,0.9691,0.9067
VISAKAIND,0.0013,0.0168,0.5839,0.04,,0.1576,0.1814,0.7204
RELIANCE,0.0511,0.5639,0.7169,0.7384,,0.0133,0.9748,0.0298
SADBHAV,0.0282,0.4497,0.0004,0.3864,,0.163,0.2036,0.6813
GHCL,0.0,0.1033,0.1107,0.6783,,0.1233,0.9617,0.39
CARBORUNIV,0.0333,0.0183,0.003,0.1012,,0.172,0.4691,0.4139
TCS,0.0,0.0058,0.0,0.0,,0.1276,0.1268,0.7372
HINDCOMPOS,0.7162,0.4394,0.2716,0.6103,,-0.0129,0.4815,0.8303
NAGAFERT,0.0882,0.0581,0.2979,0.8929,,0.0732,0.5103,0.1524
MSPL,0.4767,0.1035,0.3798,0.1207,,0.0368,0.6883,0.9185
BEARDSELL,0.5794,0.0372,0.259,0.9027,,-0.0019,0.4721,0.6309
BPCL,0.0168,0.5335,0.3359,0.3377,,0.0494,0.3274,0.2212
HINDUJAVEN,0.001,0.2413,0.4318,0.6578,,0.0571,0.3686,0.8515
INDIANB,0.0,0.0877,0.0,0.3163,,0.4493,0.4164,0.0865
COX&KINGS,0.0076,0.3496,0.2549,0.7505,,0.0957,0.3979,0.1838
ULTRACEMCO,0.0,0.0511,0.0937,0.4689,,0.2777,0.8125,0.2983
EIHAHOTELS,0.5662,0.1116,0.0368,0.032,,0.0662,0.8784,0.6144
SHREYAS,0.11,0.1451,0.5456,0.477,,0.0249,0.108,0.2298
M&MFIN,0.0,0.6876,0.0874,0.1285,,0.2698,0.8583,0.1291
EIHOTEL,0.1857,0.5444,0.3776,0.2322,,0.0236,0.0928,0.3845
VICEROY,0.0026,0.0002,0.2198,0.5086,,0.1364,0.3707,0.809
FORTIS,0.0031,0.027,0.3587,0.8221,,0.0869,0.4226,0.414
SUDARSCHEM,0.0001,0.0054,0.3755,0.8956,,0.1556,0.5765,0.7844
IIFL,0.0,0.871,0.5498,0.6676,,0.2047,0.0592,0.7498
TANLA,0.0025,0.0,0.0075,0.3791,,0.2031,0.0751,0.8175
OILCOUNTUB,0.022,0.0577,0.0057,0.5303,,0.1228,0.8116,0.5564
SHEMAROO,0.1734,0.0118,0.0045,0.1237,,0.0357,0.7585,0.1208
SRHHYPOLTD,0.0573,0.0005,0.5654,0.0108,,0.1315,0.941,0.9513
MARUTI,0.0,0.0747,0.1722,0.0009,,0.326,0.0311,0.6108
M100,0.0,0.8467,0.3156,0.2561,,0.1709,0.0628,0.0768
THOMASCOOK,0.1185,0.0161,0.2962,0.6743,,0.0962,0.5748,0.0042
MARICO,0.0,0.4136,0.201,0.4124,,0.1259,0.3723,0.1406
MCDHOLDING,0.0078,0.3429,0.6863,0.3454,,0.0316,0.9939,0.9455
UMANGDAIRY,0.0002,0.0007,0.3321,0.6372,,0.1558,0.5789,0.9159
ASAHIINDIA,0.0029,0.2851,0.8533,0.0232,,0.1343,0.2596,0.4104
SREINFRA,0.0001,0.0167,0.1348,0.2487,,0.176,0.7534,0.0243
TALWALKARS,0.0183,0.0052,0.2174,0.0902,,0.1127,0.9913,0.518
KANANIIND,0.5755,0.1174,0.366,0.7198,,0.0192,0.3114,0.1634
HTMEDIA,0.011,0.0081,0.228,0.5559,,0.1228,0.8174,0.2284
