,Adj-r_sq,F-statistics,HML %,P(F-value),Rm-Rf %,SMB %,Symbol,WML %,const
1205,0.301,133.4994,0.0,0.0,0.0,0.0,TEXINFRA,0.8385,0.9388
1206,0.1274,45.9363,0.0146,0.0,0.0,0.0,VTL,0.0151,0.0449
1207,0.4648,268.2732,0.0,0.0,0.0,0.0001,IOB,0.0004,0.0209
1208,0.2844,123.2874,0.0,0.0,0.0,0.0,COSMOFILMS,0.9911,0.2656
1209,0.0444,12.7083,0.0012,0.0,0.0014,0.0,CCCL,0.1692,0.8511
1210,0.0883,25.4821,0.1595,0.0,0.0,0.0001,WEIZMANIND,0.1975,0.0703
1211,0.0427,9.918,0.1313,0.0,0.0037,0.0,CINEVISTA,0.5397,0.2893
1212,0.2359,96.0364,0.0,0.0,0.0,0.0,PHILIPCARB,0.3457,0.0936
1213,0.1664,62.4263,0.0001,0.0,0.0,0.0,RUBYMILLS,0.6931,0.94
1214,0.2165,41.3437,0.3834,0.0,0.0,0.0052,ADANITRANS,0.8302,0.0456
1215,0.01,2.8872,0.4453,0.0217,0.0586,0.0047,JHS,0.8224,0.386
1216,0.0879,30.6438,0.7095,0.0,0.0,0.0022,CERA,0.0036,0.013
1217,0.1323,43.7162,0.0016,0.0,0.0,0.0,CONSOFINVT,0.075,0.5188
1218,0.1257,45.2537,0.0812,0.0,0.0,0.016,GSPL,0.5573,0.1747
1219,0.0424,14.6145,0.135,0.0,0.0,0.7338,AIAENG,0.0771,0.04
1220,0.1607,59.9299,0.2357,0.0,0.0,0.0514,JUBLFOOD,0.4493,0.9662
1221,0.1247,42.575,0.0163,0.0,0.0,0.0,PRECWIRE,0.8855,0.2954
1222,0.1711,64.5266,0.0759,0.0,0.0,0.3978,PIDILITIND,0.0029,0.0493
1223,0.0405,10.978,0.0003,0.0,0.4317,0.0,CENTEXT,0.0018,0.0857
1224,0.1582,32.6136,0.6088,0.0,0.0,0.0003,INOXWIND,0.1293,0.1003
1225,0.1802,68.6574,0.0,0.0,0.0,0.0,CEATLTD,0.3808,0.0057
1226,0.6244,512.5242,0.0,0.0,0.0,0.0006,JUNIORBEES,0.0174,0.0573
1227,0.0886,28.1327,0.0,0.0,0.0003,0.0,SYNCOM,0.9218,0.4271
1228,0.2948,126.9303,0.0,0.0,0.0,0.0,VISAKAIND,0.6329,0.3676
1229,0.2086,82.128,0.0252,0.0,0.0,0.0009,RELIANCE,0.0301,0.7058
1230,0.156,57.8949,0.0137,0.0,0.0,0.0001,SADBHAV,0.0181,0.1906
1231,0.234,95.0032,0.0,0.0,0.0,0.0,GHCL,0.0008,0.1149
1232,0.1337,48.486,0.0,0.0,0.0,0.0,CARBORUNIV,0.1232,0.2318
1233,0.1529,56.5634,0.0,0.0,0.0,0.0294,TCS,0.0207,0.2008
1234,0.0266,8.4157,0.0378,0.0,0.0136,0.0007,HINDCOMPOS,0.8305,0.5427
1235,0.1229,41.1351,0.0,0.0,0.0,0.0,MSPL,0.0807,0.8921
1236,0.0008,1.1195,0.2849,0.3463,0.8342,0.057,BEARDSELL,0.539,0.3079
1237,0.1581,58.8053,0.2348,0.0,0.0,0.0317,BPCL,0.3592,0.6561
1238,0.1469,51.1209,0.0,0.0,0.0,0.0,GPIL,0.0194,0.2938
1239,0.1666,62.5213,0.0039,0.0,0.0,0.0,HINDUJAVEN,0.153,0.8412
1240,0.297,130.9868,0.0,0.0,0.0,0.3269,INDIANB,0.0001,0.3229
1241,0.1897,73.0502,0.0186,0.0,0.0,0.0,COX&KINGS,0.148,0.6294
1242,0.3301,152.677,0.0829,0.0,0.0,0.3598,ULTRACEMCO,0.0017,0.5656
1243,0.1153,40.7299,0.0,0.0,0.0,0.0,EIHAHOTELS,0.1976,0.3366
1244,0.0087,3.3215,0.4434,0.0103,0.0121,0.2841,SHREYAS,0.7993,0.2382
1245,0.1159,41.3609,0.8185,0.0,0.0,0.0055,M&MFIN,0.4251,0.753
1246,0.1131,40.2299,0.035,0.0,0.0,0.0334,EIHOTEL,0.0012,0.1861
1247,0.2298,92.8463,0.0,0.0,0.0,0.0,VICEROY,0.1458,0.3401
1248,0.1733,65.4964,0.0001,0.0,0.0,0.0,FORTIS,0.0458,0.8441
1249,0.0979,33.6208,0.0789,0.0,0.0,0.0,SUDARSCHEM,0.0362,0.6856
1250,0.2163,83.439,0.0228,0.0,0.0,0.0019,IIFL,0.5747,0.0296
1251,0.1418,50.9276,0.0,0.0,0.0,0.0,OILCOUNTUB,0.303,0.846
1252,0.1511,35.9752,0.2414,0.0,0.0,0.0026,SHEMAROO,0.8155,0.2932
1253,0.1398,44.5784,0.0181,0.0,0.0,0.0,SRHHYPOLTD,0.6073,0.4245
1254,0.3119,140.5008,0.0551,0.0,0.0,0.0774,MARUTI,0.9422,0.0009
1255,0.3515,167.7886,0.0,0.0,0.0,0.0001,M100,0.2193,0.0809
1256,0.1403,51.2181,0.1064,0.0,0.0,0.0,THOMASCOOK,0.3042,0.0893
1257,0.059,20.1277,0.1046,0.0,0.0,0.4922,MARICO,0.0519,0.6887
1258,0.1252,45.0282,0.0,0.0,0.0,0.0,MCDHOLDING,0.0466,0.7549
1259,0.1765,28.4252,0.0781,0.0,0.0,0.0,UMANGDAIRY,0.9488,0.7601
1260,0.1605,59.8477,0.0024,0.0,0.0,0.0,ASAHIINDIA,0.4445,0.0467
1261,0.3417,160.7316,0.0,0.0,0.0,0.0,SREINFRA,0.033,0.7886
1262,0.2471,101.9979,0.0,0.0,0.0,0.0,TALWALKARS,0.6293,0.9333
1263,0.0444,13.8205,0.2289,0.0,0.0,0.0146,KANANIIND,0.5343,0.6153
1264,0.0912,31.8929,0.013,0.0,0.0,0.0,HTMEDIA,0.2093,0.7629
