Date,VINDHYATEL
2017-07-03,815.95
2017-07-04,872.45
2017-07-05,895.5
2017-07-06,890.2
2017-07-07,881.75
2017-07-10,881.85
2017-07-11,874.55
2017-07-12,866.5
2017-07-13,874.2
2017-07-14,879.2
2017-07-17,905.75
2017-07-18,891.45
2017-07-19,915.2
2017-07-20,929.05
2017-07-21,951.05
2017-07-24,1009.55
2017-07-25,1060.85
2017-07-26,1062.0
2017-07-27,1017.45
2017-07-28,1040.65
2017-07-31,1075.1
2017-08-01,1055.5
2017-08-02,1076.8
2017-08-03,1051.0
2017-08-04,1052.4
2017-08-07,1036.35
2017-08-08,1025.75
2017-08-09,1019.5
2017-08-10,1019.25
2017-08-11,1022.6
2017-08-14,1043.7
2017-08-16,1063.45
2017-08-17,1044.85
2017-08-18,1034.9
2017-08-21,1030.6
2017-08-22,1057.65
2017-08-23,1135.7
2017-08-24,1142.35
2017-08-28,1136.8
2017-08-29,1109.3
2017-08-30,1139.05
2017-08-31,1126.2
2017-09-01,1123.7
2017-09-04,1136.35
2017-09-05,1142.25
2017-09-06,1135.45
2017-09-07,1132.7
2017-09-08,1112.75
2017-09-11,1141.0
2017-09-12,1175.75
2017-09-13,1132.7
2017-09-14,1133.75
2017-09-15,1134.8
2017-09-18,1136.9
2017-09-19,1127.6
2017-09-20,1139.45
2017-09-21,1178.95
2017-09-22,1162.9
2017-09-25,1103.2
2017-09-26,1102.4
2017-09-27,1046.2
2017-09-28,1106.8
2017-09-29,1146.8
2017-10-03,1212.7
2017-10-04,1219.6
2017-10-05,1229.0
2017-10-06,1197.95
2017-10-09,1235.1
2017-10-10,1239.5
2017-10-11,1239.05
2017-10-12,1273.2
2017-10-13,1286.25
2017-10-16,1266.8
2017-10-17,1297.25
2017-10-18,1296.85
2017-10-19,1314.35
2017-10-23,1347.1
2017-10-24,1345.75
2017-10-25,1335.15
2017-10-26,1350.6
2017-10-27,1312.85
2017-10-30,1327.65
2017-10-31,1370.45
2017-11-01,1387.15
2017-11-02,1400.95
2017-11-03,1400.9
2017-11-06,1365.6
2017-11-07,1347.6
2017-11-08,1327.55
2017-11-09,1387.9
2017-11-10,1399.3
2017-11-13,1427.15
2017-11-14,1458.2
2017-11-15,1370.8
2017-11-16,1344.75
2017-11-17,1355.4
2017-11-20,1319.45
2017-11-21,1291.3
2017-11-22,1301.2
2017-11-23,1307.25
2017-11-24,1368.75
2017-11-27,1361.0
2017-11-28,1383.6
2017-11-29,1395.45
2017-11-30,1400.8
2017-12-01,1353.2
2017-12-04,1358.45
2017-12-05,1335.6
2017-12-06,1333.1
2017-12-07,1375.4
2017-12-08,1366.5
2017-12-11,1349.45
2017-12-12,1334.85
2017-12-13,1323.55
2017-12-14,1320.9
2017-12-15,1321.3
2017-12-18,1323.75
2017-12-19,1317.9
2017-12-20,1319.8
2017-12-21,1324.75
2017-12-22,1314.0
2017-12-26,1314.7
2017-12-27,1296.4
2017-12-28,1296.65
2017-12-29,1289.9
