Date,AVANTIFEED
2017-05-29,1398.85
2017-05-30,1362.3
2017-05-31,1401.55
2017-06-01,1423.7
2017-06-02,1412.6
2017-06-05,1412.25
2017-06-06,1401.2
2017-06-07,1417.05
2017-06-08,1404.8
2017-06-09,1423.4
2017-06-12,1411.85
2017-06-13,1397.15
2017-06-14,1399.0
2017-06-15,1364.2
2017-06-16,1366.2
2017-06-19,1356.85
2017-06-20,1314.0
2017-06-21,1301.65
2017-06-22,1352.15
2017-06-23,1408.2
2017-06-27,1376.6
2017-06-28,1382.8
2017-06-29,1415.4
2017-06-30,1495.85
2017-07-03,1492.35
2017-07-04,1491.55
2017-07-05,1592.45
2017-07-06,1559.6
2017-07-07,1540.6
2017-07-10,1547.05
2017-07-11,1604.65
2017-07-12,1621.7
2017-07-13,1614.1
2017-07-14,1575.55
2017-07-17,1613.0
2017-07-18,1600.65
2017-07-19,1644.45
2017-07-20,1644.5
2017-07-21,1649.05
2017-07-24,1614.55
2017-07-25,1593.55
2017-07-26,1608.6
2017-07-27,1600.1
2017-07-28,1599.8
2017-07-31,1635.75
2017-08-01,1702.25
2017-08-02,1724.85
2017-08-03,1782.35
2017-08-04,1781.2
2017-08-07,1801.3
2017-08-08,1763.55
2017-08-09,1703.05
2017-08-10,1576.5
2017-08-11,1646.8
2017-08-14,1898.5
2017-08-16,1942.95
2017-08-17,1906.1
2017-08-18,1920.75
2017-08-21,1933.4
2017-08-22,1923.85
2017-08-23,1946.95
2017-08-24,1924.2
2017-08-28,1884.25
2017-08-29,1825.15
2017-08-30,1865.35
2017-08-31,1847.45
2017-09-01,1857.3
2017-09-04,1844.35
2017-09-05,1828.0
2017-09-06,1823.65
2017-09-07,1878.9
2017-09-08,1893.5
2017-09-11,1887.7
2017-09-12,1886.4
2017-09-13,1882.75
2017-09-14,1879.35
2017-09-15,1884.35
2017-09-18,2059.6
2017-09-19,2088.05
2017-09-20,2101.8
2017-09-21,2111.6
2017-09-22,1999.45
2017-09-25,1953.4
2017-09-26,2046.75
2017-09-27,2054.9
2017-09-28,2022.6
2017-09-29,2029.7
2017-10-03,2251.95
2017-10-04,2400.15
2017-10-05,2456.0
2017-10-06,2458.35
2017-10-09,2453.15
2017-10-10,2446.0
2017-10-11,2389.15
2017-10-12,2443.8
2017-10-13,2498.15
2017-10-16,2524.9
2017-10-17,2588.2
2017-10-18,2601.95
2017-10-19,2672.25
2017-10-23,2710.9
2017-10-24,2645.75
2017-10-25,2631.65
2017-10-26,2791.75
2017-10-27,2858.15
2017-10-30,2875.85
2017-10-31,2821.45
2017-11-01,2787.6
2017-11-02,2821.35
2017-11-03,2842.9
2017-11-06,2831.75
2017-11-07,2819.75
2017-11-08,2802.3
2017-11-09,2866.0
2017-11-10,2888.0
2017-11-13,2785.6
2017-11-14,2702.55
2017-11-15,2509.4
2017-11-16,2432.65
2017-11-17,2606.95
2017-11-20,2547.3
2017-11-21,2706.7
2017-11-22,2726.55
2017-11-23,2682.4
2017-11-24,2604.6
2017-11-27,2587.15
2017-11-28,2598.35
2017-11-29,2555.85
2017-11-30,2611.9
2017-12-01,2624.05
2017-12-04,2562.25
2017-12-05,2578.75
2017-12-06,2619.7
2017-12-07,2643.05
2017-12-08,2644.3
2017-12-11,2616.15
2017-12-12,2564.7
2017-12-13,2511.65
2017-12-14,2535.8
2017-12-15,2600.75
2017-12-18,2569.65
2017-12-19,2566.85
2017-12-20,2563.1
2017-12-21,2557.5
2017-12-22,2550.75
2017-12-26,2538.5
2017-12-27,2516.8
2017-12-28,2512.1
2017-12-29,2534.15
