Date,LUXIND
2017-10-31,1183.9
2017-11-01,1191.5
2017-11-02,1226.4
2017-11-03,1217.45
2017-11-06,1240.15
2017-11-07,1278.6
2017-11-08,1230.85
2017-11-09,1243.65
2017-11-10,1275.65
2017-11-13,1322.3
2017-11-14,1329.45
2017-11-15,1286.15
2017-11-16,1300.3
2017-11-17,1326.5
2017-11-20,1348.4
2017-11-21,1371.9
2017-11-22,1423.2
2017-11-23,1415.15
2017-11-24,1453.1
2017-11-27,1467.3
2017-11-28,1410.15
2017-11-29,1411.55
2017-11-30,1415.35
2017-12-01,1427.4
2017-12-04,1383.1
2017-12-05,1430.65
2017-12-06,1471.85
2017-12-07,1441.75
2017-12-08,1435.05
2017-12-11,1499.25
2017-12-12,1503.5
2017-12-13,1508.0
2017-12-14,1499.15
2017-12-15,1509.0
2017-12-18,1478.7
2017-12-19,1490.15
2017-12-20,1513.95
2017-12-21,1515.05
2017-12-22,1519.15
2017-12-26,1512.45
2017-12-27,1502.8
2017-12-28,1518.5
2017-12-29,1516.0
