Date,IITL
2015-07-10,70.0
2015-07-13,70.0
2015-07-14,73.0
2015-07-16,70.1
2015-07-17,68.1
2015-07-22,74.75
2015-07-23,67.6
2015-07-24,68.1
2015-07-27,72.95
2015-07-28,73.95
2015-07-29,73.25
2015-08-03,75.0
2015-08-04,71.0
2015-08-05,75.5
2015-08-06,85.3
2015-08-07,84.9
2015-08-10,81.35
2015-08-11,81.3
2015-08-12,80.05
2015-08-13,80.15
2015-08-14,82.85
2015-08-17,80.2
2015-08-18,82.9
2015-08-19,83.4
2015-08-20,81.95
2015-08-21,80.55
2015-08-24,79.7
2015-08-25,77.6
2015-08-26,75.2
2015-08-27,72.65
2015-08-28,70.7
2015-08-31,72.85
2015-09-01,72.8
2015-09-04,67.55
2015-09-07,62.3
2015-09-08,62.9
2015-09-09,63.0
2015-09-10,59.0
2015-09-11,62.5
2015-09-14,65.0
2015-09-16,65.0
2015-09-18,67.0
2015-09-28,64.0
2015-09-29,65.0
2015-09-30,65.0
2015-10-05,62.55
2015-10-06,63.0
2015-10-07,66.15
2015-10-08,66.0
2015-10-12,66.2
2015-10-13,67.65
2015-10-14,69.3
2015-10-15,67.55
2015-10-16,72.4
2015-10-19,69.5
2015-10-20,70.0
2015-10-21,67.0
2015-10-23,71.9
2015-10-28,71.4
2015-10-29,71.65
2015-10-30,67.1
2015-11-02,65.55
2015-11-04,66.6
2015-11-05,67.0
2015-11-06,68.0
2015-11-09,68.95
2015-11-10,67.0
2015-11-16,63.65
2015-11-17,62.25
2015-11-19,62.8
2015-11-20,62.8
2015-11-23,63.0
2015-11-24,65.35
2015-11-26,63.3
2015-11-27,66.4
2015-11-30,68.45
2015-12-01,65.75
2015-12-03,64.1
2015-12-04,67.3
2015-12-07,68.55
2015-12-08,68.1
2015-12-10,70.8
2015-12-11,70.8
2015-12-14,69.1
2015-12-15,66.1
2015-12-16,66.05
2015-12-17,67.0
2015-12-18,68.0
2015-12-21,69.0
2015-12-22,66.45
2015-12-23,68.7
2015-12-24,69.0
2015-12-28,71.1
2015-12-29,72.65
2015-12-30,69.3
2015-12-31,71.05
2016-01-01,71.95
2016-01-04,69.7
2016-01-05,71.8
2016-01-06,71.0
2016-01-07,70.4
2016-01-12,67.15
2016-01-14,69.9
2016-01-15,66.45
2016-01-18,67.95
2016-01-22,65.1
2016-01-25,68.0
2016-01-29,66.0
2016-02-01,64.5
2016-02-02,63.2
2016-02-03,62.65
2016-02-05,60.3
2016-02-08,63.0
2016-02-09,59.9
2016-02-11,56.95
2016-02-12,59.0
2016-02-15,60.0
2016-02-18,62.5
2016-02-22,64.0
2016-02-23,60.8
2016-02-24,57.8
2016-03-02,60.0
2016-03-03,62.15
2016-03-08,59.05
2016-03-09,62.0
2016-03-10,64.0
2016-03-14,64.3
2016-03-15,63.95
2016-03-16,63.45
2016-03-17,62.95
2016-03-23,59.85
2016-03-28,62.8
2016-03-29,65.9
2016-03-30,68.35
2016-03-31,64.95
2016-04-01,68.0
2016-04-07,64.6
2016-04-12,66.0
2016-04-21,69.0
2016-04-22,68.0
2016-04-25,64.6
2016-04-26,67.75
2016-04-27,70.9
2016-05-02,67.4
2016-05-05,64.05
2016-05-06,62.05
2016-05-09,60.4
2016-05-12,63.4
2016-05-13,66.5
2016-05-17,63.6
2016-05-24,65.0
2016-05-26,62.1
2016-05-30,65.0
2016-05-31,63.0
2016-06-01,62.15
2016-06-03,65.0
2016-06-07,62.15
2016-06-09,60.0
2016-06-10,63.0
2016-06-13,60.15
2016-06-14,63.0
2016-06-15,64.8
2016-06-16,66.9
2016-06-17,67.75
2016-06-22,64.4
2016-06-23,61.3
2016-06-29,60.75
2016-06-30,63.75
2016-07-01,66.8
2016-07-04,68.75
2016-07-05,66.1
2016-07-07,68.85
2016-07-08,66.0
2016-07-11,65.25
2016-07-13,66.0
2016-07-14,64.75
2016-07-15,66.5
2016-07-18,67.85
2016-07-19,64.5
2016-07-20,65.45
2016-07-21,68.0
2016-07-25,67.8
2016-07-26,67.15
2016-07-27,67.95
2016-07-28,64.65
2016-07-29,67.3
2016-08-01,67.75
2016-08-02,64.4
2016-08-04,61.2
2016-08-05,61.5
2016-08-09,61.2
2016-08-10,59.95
2016-08-11,60.0
2016-08-12,60.0
2016-08-16,57.0
2016-08-17,59.85
2016-08-18,59.0
2016-08-19,61.75
2016-08-22,62.0
2016-08-24,65.0
2016-08-25,68.25
2016-08-26,71.2
2016-08-29,67.75
2016-08-30,68.05
2016-08-31,68.0
2016-09-07,71.4
2016-09-08,74.95
2016-09-09,75.05
2016-09-12,75.0
2016-09-14,75.0
2016-09-15,78.75
2016-09-16,82.65
2016-09-19,79.45
2016-09-20,77.2
2016-09-21,76.95
2016-09-22,77.4
2016-09-23,77.0
2016-09-27,73.2
2016-09-29,72.0
2016-09-30,73.95
2016-10-03,72.35
2016-10-04,71.05
2016-10-05,73.3
2016-10-06,74.65
2016-10-07,72.55
2016-10-10,72.0
2016-10-13,75.05
2016-10-14,74.8
2016-10-17,72.55
2016-10-18,73.5
2016-10-19,72.95
2016-10-20,73.6
2016-10-24,74.0
2016-10-25,74.05
2016-10-26,74.3
2016-10-27,75.45
2016-10-28,72.55
2016-10-30,77.2
2016-11-01,84.9
2016-11-02,93.35
2016-11-03,97.05
2016-11-04,92.2
2016-11-07,87.85
2016-11-08,91.95
2016-11-09,87.4
2016-11-10,85.85
2016-11-11,82.15
2016-11-15,78.05
2016-11-16,74.15
2016-11-17,73.5
2016-11-18,73.15
2016-11-22,73.9
2016-11-23,70.4
2016-11-24,69.5
2016-11-25,69.35
2016-11-28,67.0
2016-11-29,66.0
2016-11-30,69.0
2016-12-01,72.0
2016-12-02,72.0
2016-12-06,70.0
2016-12-07,71.0
2016-12-08,71.65
2016-12-12,72.0
2016-12-13,72.0
2016-12-14,70.7
2016-12-15,71.0
2016-12-16,68.05
2016-12-19,71.4
2016-12-22,71.0
2016-12-23,71.8
2016-12-26,71.0
2016-12-27,71.0
2016-12-29,71.0
2017-01-02,67.75
2017-01-03,70.8
2017-01-04,69.9
2017-01-05,69.0
2017-01-06,69.0
2017-01-09,69.15
2017-01-10,70.05
2017-01-11,68.15
2017-01-12,67.3
2017-01-16,70.65
2017-01-19,70.1
2017-01-20,70.2
2017-01-23,73.5
2017-01-27,71.0
2017-01-30,74.55
2017-01-31,74.6
2017-02-02,76.0
2017-02-03,75.85
2017-02-06,76.0
2017-02-07,74.25
2017-02-08,77.0
2017-02-09,77.1
2017-02-15,74.15
2017-02-16,77.25
2017-02-17,74.0
2017-02-22,76.9
2017-02-28,74.95
2017-03-02,73.0
2017-03-03,73.0
2017-03-06,73.0
2017-03-09,70.5
2017-03-10,74.0
2017-03-14,76.65
2017-03-17,73.0
2017-03-20,71.0
2017-03-21,73.0
2017-03-22,70.05
2017-03-23,73.5
2017-03-24,73.5
2017-03-27,69.85
2017-03-28,73.25
2017-03-29,72.0
2017-03-30,70.0
2017-03-31,69.2
2017-04-03,71.75
2017-04-05,69.95
2017-04-06,72.0
2017-04-07,70.25
2017-04-10,72.75
2017-04-11,71.45
2017-04-12,75.0
2017-04-13,78.0
2017-04-17,81.9
2017-04-18,82.55
2017-04-19,84.35
2017-04-20,81.55
2017-04-21,81.05
2017-04-24,84.9
2017-04-25,84.0
2017-04-26,83.95
2017-04-27,81.0
2017-04-28,81.65
2017-05-02,80.05
2017-05-03,83.95
2017-05-04,83.0
2017-05-05,81.2
2017-05-08,79.2
2017-05-09,79.85
2017-05-10,81.75
2017-05-11,82.0
2017-05-12,82.0
2017-05-15,80.0
2017-05-16,80.0
2017-05-17,81.0
2017-05-18,78.0
2017-05-19,81.5
2017-05-22,80.0
2017-05-23,78.7
2017-05-24,78.45
2017-05-25,74.55
2017-05-26,76.5
2017-05-29,73.8
2017-05-30,73.45
2017-05-31,73.25
2017-06-01,69.6
2017-06-02,73.0
2017-06-05,72.45
2017-06-06,72.45
2017-06-07,79.6
2017-06-08,87.55
2017-06-09,93.1
2017-06-12,93.15
2017-06-13,93.05
2017-06-14,89.0
2017-06-15,85.35
2017-06-16,83.65
2017-06-19,79.5
2017-06-20,77.4
2017-06-21,75.2
2017-06-22,76.0
2017-06-27,72.85
2017-06-28,70.05
2017-06-29,72.7
2017-06-30,71.0
2017-07-05,71.25
2017-07-06,73.0
2017-07-07,72.0
2017-07-11,72.0
2017-07-12,71.5
2017-07-13,73.95
2017-07-14,73.95
2017-07-17,72.25
2017-07-18,70.15
2017-07-19,71.95
2017-07-20,74.45
2017-07-21,73.15
2017-07-24,74.0
2017-07-25,70.4
2017-07-26,72.95
2017-07-27,72.0
2017-07-28,70.5
2017-07-31,74.0
2017-08-01,74.0
2017-08-02,76.45
2017-08-03,73.75
2017-08-04,73.0
2017-08-07,74.0
2017-08-10,71.0
2017-08-11,72.15
2017-08-14,75.0
2017-08-16,77.65
2017-08-17,77.0
2017-08-18,77.0
2017-08-22,73.05
2017-08-23,71.0
2017-08-24,71.0
2017-08-28,71.65
2017-08-30,74.3
2017-08-31,75.0
2017-09-01,75.0
2017-09-04,73.0
2017-09-05,73.0
2017-09-06,73.65
2017-09-07,73.0
2017-09-08,76.4
2017-09-11,75.7
2017-09-12,75.0
2017-09-13,78.2
2017-09-14,77.9
2017-09-18,78.0
2017-09-19,77.0
2017-09-20,76.65
2017-09-21,74.5
2017-09-22,78.95
2017-09-25,78.25
2017-09-26,77.55
2017-09-27,74.15
2017-09-28,76.75
2017-09-29,74.25
2017-10-03,74.5
2017-10-04,73.2
2017-10-05,73.0
2017-10-06,75.0
2017-10-09,72.05
2017-10-10,73.0
2017-10-11,74.95
2017-10-12,74.95
2017-10-13,74.9
2017-10-16,73.05
2017-10-17,76.45
2017-10-18,75.5
2017-10-19,83.2
2017-10-23,79.15
2017-10-24,94.95
2017-10-25,113.9
2017-10-26,125.25
2017-10-27,137.75
2017-10-30,151.2
2017-10-31,143.65
2017-11-01,136.5
2017-11-02,129.7
2017-11-03,123.55
2017-11-06,123.85
2017-11-07,121.45
2017-11-08,120.6
2017-11-09,117.4
2017-11-10,111.55
2017-11-13,106.0
