Date,ORIENTALTL
2016-07-28,10.3
2016-07-29,10.3
2016-08-01,10.05
2016-08-02,9.95
2016-08-03,9.5
2016-08-04,9.85
2016-08-05,9.9
2016-08-08,9.75
2016-08-09,9.6
2016-08-10,9.8
2016-08-11,9.7
2016-08-12,9.95
2016-08-16,9.5
2016-08-17,9.9
2016-08-18,9.9
2016-08-19,9.7
2016-08-22,9.4
2016-08-23,9.65
2016-08-24,9.6
2016-08-25,10.05
2016-08-26,10.25
2016-08-29,10.5
2016-08-30,10.5
2016-08-31,10.4
2016-09-01,10.25
2016-09-02,10.15
2016-09-06,9.45
2016-09-07,9.3
2016-09-08,9.3
2016-09-09,8.85
2016-09-12,8.75
2016-09-14,9.0
2016-09-15,9.35
2016-09-16,9.5
2016-09-19,9.75
2016-09-20,9.85
2016-09-21,9.75
2016-09-22,9.6
2016-09-23,8.65
2016-09-26,7.8
2016-09-27,7.45
2016-09-28,7.1
2016-09-29,6.75
2016-09-30,6.45
2016-10-03,6.15
2016-10-04,5.85
2016-10-05,5.6
2016-10-06,5.85
2016-10-07,6.1
2016-10-10,6.4
2016-10-13,6.7
2016-10-14,7.0
2016-10-17,7.35
2016-10-18,7.7
2016-10-19,7.5
2016-10-20,7.5
2016-10-21,7.4
2016-10-24,7.25
2016-10-25,6.95
2016-10-26,6.85
2016-10-27,6.95
2016-10-28,7.1
2016-10-30,7.05
2016-11-01,7.35
2016-11-02,7.15
2016-11-03,7.5
2016-11-04,7.45
2016-11-07,7.5
2016-11-08,7.3
2016-11-09,7.15
2016-11-10,6.85
2016-11-11,6.85
2016-11-15,6.75
2016-11-16,6.5
2016-11-17,6.2
2016-11-18,5.9
2016-11-21,5.65
2016-11-22,5.4
2016-11-23,5.35
2016-11-24,5.55
2016-11-25,5.45
2016-11-28,5.4
2016-11-29,5.5
2016-11-30,5.55
2016-12-01,5.4
2016-12-02,5.6
2016-12-05,5.75
2016-12-06,6.0
2016-12-07,6.3
2016-12-08,6.6
2016-12-09,6.9
2016-12-12,6.8
2016-12-13,7.05
2016-12-14,6.9
2016-12-15,7.0
2016-12-16,6.65
2016-12-19,6.35
2016-12-20,6.05
2016-12-21,5.75
2016-12-22,5.5
2016-12-23,5.25
2016-12-26,5.45
2016-12-27,5.55
2016-12-28,5.8
2016-12-29,6.05
2016-12-30,6.15
2017-01-02,6.45
2017-01-03,6.75
2017-01-04,6.6
2017-01-05,6.5
2017-01-06,6.7
2017-01-09,6.45
2017-01-10,6.45
2017-01-11,6.2
2017-01-12,6.2
2017-01-13,6.05
2017-01-16,6.2
2017-01-17,6.3
2017-01-18,6.3
2017-01-19,6.25
2017-01-20,6.05
2017-01-23,6.25
2017-01-24,6.1
2017-01-25,6.4
2017-01-27,6.45
2017-01-30,6.45
2017-01-31,6.25
2017-02-01,6.1
2017-02-02,6.0
2017-02-03,6.3
2017-02-06,6.5
2017-02-07,6.6
2017-02-08,6.6
2017-02-09,6.8
2017-02-10,6.75
2017-02-13,6.4
2017-02-14,6.9
2017-02-15,7.55
2017-02-16,8.3
2017-02-17,8.7
2017-02-20,9.1
2017-02-21,9.55
2017-02-22,10.0
2017-02-23,10.5
2017-02-27,11.0
2017-02-28,11.55
2017-03-01,12.1
2017-03-02,12.65
2017-03-03,12.3
2017-03-06,11.8
2017-05-30,13.8
2017-05-31,13.15
2017-06-01,13.0
2017-06-02,13.2
2017-06-05,12.55
2017-06-06,11.95
2017-06-07,12.0
2017-06-08,11.6
2017-06-09,11.75
2017-06-12,11.3
2017-06-13,11.45
2017-06-14,11.05
2017-06-15,12.0
2017-06-16,12.7
2017-06-19,11.8
2017-06-20,11.4
2017-06-21,11.2
2017-06-22,11.15
2017-06-23,11.7
2017-06-27,11.25
2017-06-28,11.15
2017-06-29,11.15
2017-06-30,11.4
2017-07-03,10.85
2017-07-04,11.05
2017-07-05,11.35
2017-07-06,11.5
2017-07-07,11.4
2017-07-10,11.45
2017-07-11,11.1
2017-07-12,11.3
2017-07-13,11.15
2017-07-14,10.95
2017-07-17,10.75
2017-07-18,10.6
2017-07-19,10.95
2017-07-20,11.5
2017-07-21,11.65
2017-07-24,11.4
2017-07-25,11.25
2017-07-26,11.2
2017-07-27,11.15
2017-07-28,11.05
2017-07-31,10.9
2017-08-01,10.85
2017-08-02,11.9
2017-08-03,11.55
2017-08-04,11.0
2017-08-07,10.85
2017-08-08,10.65
2017-08-09,10.3
2017-08-10,10.0
2017-08-11,10.05
2017-08-14,10.35
2017-08-16,9.9
2017-08-17,10.4
2017-08-18,10.8
2017-08-21,10.25
2017-08-22,10.7
2017-08-23,10.9
2017-08-24,11.1
2017-08-28,11.45
2017-08-29,11.3
2017-08-30,11.2
2017-08-31,11.1
2017-09-01,13.3
2017-09-04,14.45
2017-09-05,13.95
2017-09-06,13.4
2017-09-07,13.9
2017-09-08,13.7
2017-09-11,13.9
2017-09-12,13.75
2017-09-13,13.3
2017-09-14,13.35
2017-09-15,12.6
2017-09-18,13.95
2017-09-19,16.55
2017-09-20,15.5
2017-09-21,14.7
2017-09-22,15.25
2017-09-25,14.7
2017-09-26,14.8
2017-09-27,14.25
2017-09-28,13.25
2017-09-29,13.9
2017-10-03,13.4
2017-10-04,13.45
2017-10-05,14.0
2017-10-06,14.9
2017-10-09,15.5
2017-10-10,17.65
2017-10-11,19.85
2017-10-12,21.8
2017-10-13,19.65
2017-10-16,18.0
2017-10-17,19.7
2017-10-18,19.45
2017-10-19,19.0
2017-10-23,18.45
2017-10-24,18.3
2017-10-25,17.95
