Date,ALANKIT
2016-10-19,77.25
2016-10-20,76.4
2016-10-21,74.6
2016-10-24,74.85
2016-10-25,73.4
2016-10-26,70.25
2016-10-27,70.55
2016-10-28,69.65
2016-10-30,75.1
2016-11-01,68.8
2016-11-02,66.55
2016-11-03,66.5
2016-11-04,62.65
2016-11-07,62.8
2016-11-08,62.6
2016-11-09,56.55
2016-11-10,58.7
2016-11-11,56.05
2016-11-15,51.75
2016-11-16,52.65
2016-11-17,50.85
2016-11-18,50.1
2016-11-21,50.05
2016-11-22,50.2
2016-11-23,54.05
2016-11-24,52.05
2016-11-25,52.1
2016-11-28,53.0
2016-11-29,53.25
2016-11-30,57.85
2016-12-01,56.05
2016-12-02,54.15
2016-12-05,54.25
2016-12-06,59.7
2016-12-07,56.8
2016-12-08,58.3
2016-12-09,59.7
2016-12-12,64.95
2016-12-13,65.5
2016-12-14,64.35
2016-12-15,36.1
2016-12-16,36.95
2016-12-19,34.8
2016-12-20,33.1
2016-12-21,33.05
2016-12-22,33.45
2016-12-23,32.55
2016-12-26,30.5
2016-12-27,31.4
2016-12-28,31.05
2016-12-29,29.9
2016-12-30,31.75
2017-01-02,33.3
2017-01-03,32.8
2017-01-04,32.7
2017-01-05,33.5
2017-01-06,33.85
2017-01-09,33.55
2017-01-10,35.45
2017-01-11,35.8
2017-01-12,35.0
2017-01-13,33.9
2017-01-16,33.7
2017-01-17,33.45
2017-01-18,33.3
2017-01-19,33.6
2017-01-20,33.15
2017-01-23,33.4
2017-01-24,33.9
2017-01-25,34.55
2017-01-27,35.1
2017-01-30,36.35
2017-01-31,36.35
2017-02-01,36.5
2017-02-02,35.45
2017-02-03,34.55
2017-02-06,34.0
2017-02-07,33.1
2017-02-08,32.35
2017-02-09,31.35
2017-02-10,31.55
2017-02-13,30.3
2017-02-14,28.95
2017-02-15,29.15
2017-02-16,29.05
2017-02-17,29.0
2017-02-20,28.65
2017-02-21,29.0
2017-02-22,28.7
2017-02-23,28.45
2017-02-27,28.0
2017-02-28,27.9
2017-03-01,27.75
2017-03-02,27.5
2017-03-03,26.95
2017-03-06,26.85
2017-03-07,26.95
2017-03-08,27.35
2017-03-09,26.8
2017-03-10,26.3
2017-03-14,25.75
2017-03-15,24.5
2017-03-16,23.55
2017-03-17,22.6
2017-03-20,22.4
2017-03-21,21.15
2017-03-22,19.4
2017-03-23,17.95
2017-03-24,20.65
2017-03-27,22.3
2017-03-28,22.9
2017-03-29,23.05
2017-03-30,22.95
2017-03-31,23.55
2017-04-03,23.25
2017-04-05,23.15
2017-04-06,22.75
2017-04-07,22.65
2017-04-10,22.7
2017-04-11,22.75
2017-04-12,22.7
2017-04-13,22.95
2017-04-17,22.75
2017-04-18,22.75
2017-04-19,22.75
2017-04-20,22.8
2017-04-21,22.7
2017-04-24,22.65
2017-04-25,22.6
2017-04-26,22.2
2017-04-27,22.5
2017-04-28,22.5
2017-05-02,22.3
2017-05-03,22.25
2017-05-04,22.2
2017-05-05,21.75
2017-05-08,21.3
2017-05-09,21.25
2017-05-10,21.05
2017-05-11,20.8
2017-05-12,21.15
2017-05-15,24.95
2017-05-16,25.05
2017-05-17,23.8
2017-05-18,23.8
2017-05-19,23.55
2017-05-22,23.95
2017-05-23,23.6
2017-05-24,23.7
2017-05-25,23.35
2017-05-26,23.5
2017-05-29,26.45
2017-05-30,26.7
2017-05-31,27.9
2017-06-01,28.4
2017-06-02,31.25
2017-06-05,36.05
2017-06-06,34.25
2017-06-07,33.45
2017-08-23,34.9
2017-08-24,35.85
2017-08-28,36.75
2017-08-29,36.1
2017-08-30,36.75
2017-08-31,36.85
2017-09-01,35.65
2017-09-04,35.8
2017-09-05,36.1
2017-09-06,34.35
2017-09-07,33.0
2017-09-08,33.2
2017-09-11,33.55
2017-09-12,33.5
2017-09-13,33.35
2017-09-14,33.4
2017-09-15,33.7
2017-09-18,33.4
2017-09-19,33.35
2017-09-20,33.4
2017-09-21,33.65
2017-09-22,33.35
2017-09-25,32.95
2017-09-26,32.9
2017-09-27,32.25
2017-09-28,31.95
2017-09-29,32.3
2017-10-03,30.9
2017-10-04,31.05
2017-10-05,32.1
2017-10-06,33.05
2017-10-09,33.2
2017-10-10,33.65
2017-10-11,33.25
2017-10-12,33.8
2017-10-13,34.2
2017-10-16,36.9
2017-10-17,35.75
2017-10-18,35.85
2017-10-19,35.8
2017-10-23,35.7
2017-10-24,35.85
2017-10-25,35.7
2017-10-26,35.8
2017-10-27,35.4
2017-10-30,35.85
2017-10-31,35.7
2017-11-01,36.0
2017-11-02,35.8
2017-11-03,35.6
2017-11-06,35.55
2017-11-07,35.25
2017-11-08,35.2
2017-11-09,35.6
2017-11-10,34.95
2017-11-13,34.95
2017-11-14,35.0
2017-11-15,36.55
2017-11-16,36.95
2017-11-17,36.0
2017-11-20,36.4
2017-11-21,38.15
2017-11-22,41.65
2017-11-23,45.8
2017-11-24,48.7
2017-11-27,46.9
2017-11-28,45.4
2017-11-29,45.8
2017-11-30,45.0
2017-12-01,44.05
2017-12-04,43.9
2017-12-05,42.85
2017-12-06,44.95
2017-12-07,47.15
2017-12-08,48.9
2017-12-11,51.3
2017-12-12,53.85
2017-12-13,56.5
2017-12-14,56.5
2017-12-15,56.9
2017-12-18,58.5
2017-12-19,60.0
2017-12-20,60.8
2017-12-21,58.75
2017-12-22,57.85
2017-12-26,60.7
2017-12-27,63.45
2017-12-28,66.6
2017-12-29,69.65
